sep=,
"Time","reducirimagen.openfaas-fn"
2025-04-05 19:41:00,1
2025-04-05 19:41:01,1
2025-04-05 19:41:02,1
2025-04-05 19:41:03,1
2025-04-05 19:41:04,1
2025-04-05 19:41:05,1
2025-04-05 19:41:06,1
2025-04-05 19:41:07,1
2025-04-05 19:41:08,1
2025-04-05 19:41:09,1
2025-04-05 19:41:10,1
2025-04-05 19:41:11,1
2025-04-05 19:41:12,1
2025-04-05 19:41:13,1
2025-04-05 19:41:14,1
2025-04-05 19:41:15,1
2025-04-05 19:41:16,1
2025-04-05 19:41:17,1
2025-04-05 19:41:18,1
2025-04-05 19:41:19,1
2025-04-05 19:41:20,1
2025-04-05 19:41:21,1
2025-04-05 19:41:22,1
2025-04-05 19:41:23,1
2025-04-05 19:41:24,1
2025-04-05 19:41:25,1
2025-04-05 19:41:26,1
2025-04-05 19:41:27,1
2025-04-05 19:41:28,1
2025-04-05 19:41:29,1
2025-04-05 19:41:30,1
2025-04-05 19:41:31,1
2025-04-05 19:41:32,1
2025-04-05 19:41:33,1
2025-04-05 19:41:34,1
2025-04-05 19:41:35,1
2025-04-05 19:41:36,1
2025-04-05 19:41:37,1
2025-04-05 19:41:38,1
2025-04-05 19:41:39,1
2025-04-05 19:41:40,2
2025-04-05 19:41:41,2
2025-04-05 19:41:42,2
2025-04-05 19:41:43,2
2025-04-05 19:41:44,2
2025-04-05 19:41:45,2
2025-04-05 19:41:46,2
2025-04-05 19:41:47,2
2025-04-05 19:41:48,2
2025-04-05 19:41:49,2
2025-04-05 19:41:50,2
2025-04-05 19:41:51,2
2025-04-05 19:41:52,2
2025-04-05 19:41:53,2
2025-04-05 19:41:54,2
2025-04-05 19:41:55,2
2025-04-05 19:41:56,2
2025-04-05 19:41:57,2
2025-04-05 19:41:58,2
2025-04-05 19:41:59,2
2025-04-05 19:42:00,2
2025-04-05 19:42:01,2
2025-04-05 19:42:02,2
2025-04-05 19:42:03,2
2025-04-05 19:42:04,2
2025-04-05 19:42:05,2
2025-04-05 19:42:06,2
2025-04-05 19:42:07,2
2025-04-05 19:42:08,2
2025-04-05 19:42:09,2
2025-04-05 19:42:10,1
2025-04-05 19:42:11,1
2025-04-05 19:42:12,1
2025-04-05 19:42:13,1
2025-04-05 19:42:14,1
2025-04-05 19:42:15,1
2025-04-05 19:42:16,1
2025-04-05 19:42:17,1
2025-04-05 19:42:18,1
2025-04-05 19:42:19,1
2025-04-05 19:42:20,1
2025-04-05 19:42:21,1
2025-04-05 19:42:22,1
2025-04-05 19:42:23,1
2025-04-05 19:42:24,1
2025-04-05 19:42:25,1
2025-04-05 19:42:26,1
2025-04-05 19:42:27,1
2025-04-05 19:42:28,1
2025-04-05 19:42:29,1
2025-04-05 19:42:30,1
2025-04-05 19:42:31,1
2025-04-05 19:42:32,1
2025-04-05 19:42:33,1
2025-04-05 19:42:34,1
2025-04-05 19:42:35,1
2025-04-05 19:42:36,1
2025-04-05 19:42:37,1
2025-04-05 19:42:38,1
2025-04-05 19:42:39,1
2025-04-05 19:42:40,1
2025-04-05 19:42:41,1
2025-04-05 19:42:42,1
2025-04-05 19:42:43,1
2025-04-05 19:42:44,1
2025-04-05 19:42:45,1
2025-04-05 19:42:46,1
2025-04-05 19:42:47,1
2025-04-05 19:42:48,1
2025-04-05 19:42:49,1
2025-04-05 19:42:50,1
2025-04-05 19:42:51,1
2025-04-05 19:42:52,1
2025-04-05 19:42:53,1
2025-04-05 19:42:54,1
2025-04-05 19:42:55,1
2025-04-05 19:42:56,1
2025-04-05 19:42:57,1
2025-04-05 19:42:58,1
2025-04-05 19:42:59,1
2025-04-05 19:43:00,1
2025-04-05 19:43:01,1
2025-04-05 19:43:02,1
2025-04-05 19:43:03,1
2025-04-05 19:43:04,1
2025-04-05 19:43:05,1
2025-04-05 19:43:06,1
2025-04-05 19:43:07,1
2025-04-05 19:43:08,1
2025-04-05 19:43:09,1
2025-04-05 19:43:10,1
2025-04-05 19:43:11,1
2025-04-05 19:43:12,1
2025-04-05 19:43:13,1
2025-04-05 19:43:14,1
2025-04-05 19:43:15,1
2025-04-05 19:43:16,1
2025-04-05 19:43:17,1
2025-04-05 19:43:18,1
2025-04-05 19:43:19,1
2025-04-05 19:43:20,1
2025-04-05 19:43:21,1
2025-04-05 19:43:22,1
2025-04-05 19:43:23,1
2025-04-05 19:43:24,1
2025-04-05 19:43:25,1
2025-04-05 19:43:26,1
2025-04-05 19:43:27,1
2025-04-05 19:43:28,1
2025-04-05 19:43:29,1
2025-04-05 19:43:30,1
2025-04-05 19:43:31,1
2025-04-05 19:43:32,1
2025-04-05 19:43:33,1
2025-04-05 19:43:34,1
2025-04-05 19:43:35,1
2025-04-05 19:43:36,1
2025-04-05 19:43:37,1
2025-04-05 19:43:38,1
2025-04-05 19:43:39,1
2025-04-05 19:43:40,1
2025-04-05 19:43:41,1
2025-04-05 19:43:42,1
2025-04-05 19:43:43,1
2025-04-05 19:43:44,1
2025-04-05 19:43:45,1
2025-04-05 19:43:46,1
2025-04-05 19:43:47,1
