sep=,
"Time","reducirimagen-755894457-7dth5","reducirimagen-755894457-zhvt9"
2025-04-05 19:41:00,,0.00121
2025-04-05 19:41:01,,0.00121
2025-04-05 19:41:02,,0.00121
2025-04-05 19:41:03,,0.00121
2025-04-05 19:41:04,,0.00121
2025-04-05 19:41:05,,0.000895
2025-04-05 19:41:06,,0.000854
2025-04-05 19:41:07,,0.000814
2025-04-05 19:41:08,,0.250
2025-04-05 19:41:09,,0.250
2025-04-05 19:41:10,,0.431
2025-04-05 19:41:11,,0.431
2025-04-05 19:41:12,,0.431
2025-04-05 19:41:13,,0.431
2025-04-05 19:41:14,,0.431
2025-04-05 19:41:15,,0.431
2025-04-05 19:41:16,,0.431
2025-04-05 19:41:17,,0.431
2025-04-05 19:41:18,,0.431
2025-04-05 19:41:19,,0.431
2025-04-05 19:41:20,,0.431
2025-04-05 19:41:21,,0.431
2025-04-05 19:41:24,,1.03
2025-04-05 19:41:25,,1.03
2025-04-05 19:41:26,,1.03
2025-04-05 19:41:27,,1.03
2025-04-05 19:41:28,,1.03
2025-04-05 19:41:29,,1.03
2025-04-05 19:41:30,,1.03
2025-04-05 19:41:31,,1.03
2025-04-05 19:41:32,,1.03
2025-04-05 19:41:33,,1.03
2025-04-05 19:41:34,,1.03
2025-04-05 19:41:35,,1.03
2025-04-05 19:41:36,,1.03
2025-04-05 19:41:37,,1.03
2025-04-05 19:41:41,,1.03
2025-04-05 19:41:42,,1.03
2025-04-05 19:41:43,,1.03
2025-04-05 19:41:44,,1.03
2025-04-05 19:41:45,,1.03
2025-04-05 19:41:46,,1.03
2025-04-05 19:41:47,,1.03
2025-04-05 19:41:48,,1.03
2025-04-05 19:41:49,,1.03
2025-04-05 19:41:50,,1.03
2025-04-05 19:41:51,,1.03
2025-04-05 19:41:52,,1.03
2025-04-05 19:41:53,,0.638
2025-04-05 19:41:54,,0.0535
2025-04-05 19:41:55,,0.0562
2025-04-05 19:41:56,,0.0590
2025-04-05 19:41:57,,0.0618
2025-04-05 19:41:58,,0.0834
2025-04-05 19:41:59,,0.0834
2025-04-05 19:42:00,,0.0834
2025-04-05 19:42:01,,0.0834
2025-04-05 19:42:02,,0.0834
2025-04-05 19:42:03,0.000807,0.0834
2025-04-05 19:42:04,0.000848,0.0448
2025-04-05 19:42:05,0.000890,0.0448
2025-04-05 19:42:06,0.000932,0.0448
2025-04-05 19:42:07,0.00125,0.0448
2025-04-05 19:42:08,0.00125,0.0448
2025-04-05 19:42:09,0.00125,0.0448
2025-04-05 19:42:10,0.00125,0.0448
2025-04-05 19:42:11,0.00125,0.000919
2025-04-05 19:42:12,0.00125,0.00117
2025-04-05 19:42:13,0.00125,0.00117
2025-04-05 19:42:14,0.00125,0.00117
2025-04-05 19:42:15,0.00125,0.00117
2025-04-05 19:42:16,0.000934,0.000885
2025-04-05 19:42:17,0.000892,0.000846
2025-04-05 19:42:18,0.000850,0.000806
2025-04-05 19:42:19,0.000809,0.000767
2025-04-05 19:42:20,,0.00123
2025-04-05 19:42:21,,0.00123
2025-04-05 19:42:22,,0.00123
2025-04-05 19:42:23,,0.00128
2025-04-05 19:42:24,,0.00128
2025-04-05 19:42:25,,0.00128
2025-04-05 19:42:26,,0.00128
2025-04-05 19:42:27,,0.00128
2025-04-05 19:42:28,,0.00128
2025-04-05 19:42:29,,0.00128
2025-04-05 19:42:30,,0.00128
2025-04-05 19:42:31,,0.00128
2025-04-05 19:42:32,,0.00128
2025-04-05 19:42:33,,0.00128
2025-04-05 19:42:36,,0.00135
2025-04-05 19:42:37,,0.00135
2025-04-05 19:42:38,,0.00135
2025-04-05 19:42:39,,0.00135
2025-04-05 19:42:40,,0.00135
2025-04-05 19:42:41,,0.00135
2025-04-05 19:42:42,,0.00135
2025-04-05 19:42:43,,0.00135
2025-04-05 19:42:44,,0.00135
2025-04-05 19:42:45,,0.00135
2025-04-05 19:42:46,,0.00135
2025-04-05 19:42:47,,0.00135
2025-04-05 19:42:48,,0.00135
2025-04-05 19:42:49,,0.00129
2025-04-05 19:42:50,,0.000850
2025-04-05 19:42:51,,0.000891
2025-04-05 19:42:52,,0.00123
2025-04-05 19:42:53,,0.00123
2025-04-05 19:42:54,,0.00123
2025-04-05 19:42:55,,0.00123
2025-04-05 19:42:56,,0.00123
2025-04-05 19:42:57,,0.00123
2025-04-05 19:42:58,,0.00123
2025-04-05 19:42:59,,0.00123
2025-04-05 19:43:00,,0.00123
2025-04-05 19:43:01,,0.00123
2025-04-05 19:43:02,,0.00123
2025-04-05 19:43:03,,0.00124
2025-04-05 19:43:04,,0.00124
2025-04-05 19:43:05,,0.00124
2025-04-05 19:43:06,,0.00125
2025-04-05 19:43:07,,0.00125
2025-04-05 19:43:08,,0.00125
2025-04-05 19:43:09,,0.00125
2025-04-05 19:43:10,,0.00125
2025-04-05 19:43:11,,0.00125
2025-04-05 19:43:12,,0.00125
2025-04-05 19:43:13,,0.00125
2025-04-05 19:43:14,,0.00125
2025-04-05 19:43:15,,0.00125
2025-04-05 19:43:16,,0.00125
2025-04-05 19:43:17,,0.00125
2025-04-05 19:43:18,,0.00125
2025-04-05 19:43:19,,0.00124
2025-04-05 19:43:20,,0.00124
2025-04-05 19:43:21,,0.00124
2025-04-05 19:43:22,,0.00124
2025-04-05 19:43:23,,0.00124
2025-04-05 19:43:24,,0.00124
2025-04-05 19:43:25,,0.00124
2025-04-05 19:43:26,,0.00124
2025-04-05 19:43:27,,0.00124
2025-04-05 19:43:28,,0.00124
2025-04-05 19:43:29,,0.00124
2025-04-05 19:43:30,,0.00125
2025-04-05 19:43:31,,0.00125
2025-04-05 19:43:32,,0.00125
2025-04-05 19:43:33,,0.000812
2025-04-05 19:43:34,,0.000854
2025-04-05 19:43:35,,0.000896
2025-04-05 19:43:36,,0.000939
2025-04-05 19:43:37,,0.000981
2025-04-05 19:43:38,,0.00127
2025-04-05 19:43:39,,0.00127
2025-04-05 19:43:40,,0.00127
2025-04-05 19:43:41,,0.000981
2025-04-05 19:43:42,,0.000939
2025-04-05 19:43:43,,0.00128
2025-04-05 19:43:44,,0.00128
2025-04-05 19:43:45,,0.00128
2025-04-05 19:43:46,,0.00128
2025-04-05 19:43:47,,0.00128
2025-04-05 19:43:48,,0.00128
2025-04-05 19:43:49,,0.00129
2025-04-05 19:43:50,,0.00129
2025-04-05 19:43:51,,0.00129
2025-04-05 19:43:52,,0.00129
2025-04-05 19:43:53,,0.00129
