sep=,
"Time","reducirimagen.openfaas-fn"
2025-04-06 16:48:00,0
2025-04-06 16:48:01,0
2025-04-06 16:48:02,0.333
2025-04-06 16:48:03,2.71
2025-04-06 16:48:04,3.60
2025-04-06 16:48:05,4.71
2025-04-06 16:48:06,5.71
2025-04-06 16:48:07,6.82
2025-04-06 16:48:08,15.5
2025-04-06 16:48:09,16.6
2025-04-06 16:48:10,17.8
2025-04-06 16:48:11,18.5
2025-04-06 16:48:12,18.9
2025-04-06 16:48:13,19.9
2025-04-06 16:48:14,19.9
2025-04-06 16:48:15,19.9
2025-04-06 16:48:16,19.9
2025-04-06 16:48:17,19.9
2025-04-06 16:48:18,19.7
2025-04-06 16:48:19,19.7
2025-04-06 16:48:20,19.7
2025-04-06 16:48:21,19.6
2025-04-06 16:48:22,19.6
2025-04-06 16:48:23,19.5
2025-04-06 16:48:24,19.6
2025-04-06 16:48:25,19.6
2025-04-06 16:48:26,19.5
2025-04-06 16:48:27,19.6
2025-04-06 16:48:28,19.6
2025-04-06 16:48:29,19.6
2025-04-06 16:48:30,19.7
2025-04-06 16:48:31,19.7
2025-04-06 16:48:32,19.7
2025-04-06 16:48:33,19.7
2025-04-06 16:48:34,19.7
2025-04-06 16:48:35,19.8
2025-04-06 16:48:36,19.6
2025-04-06 16:48:37,19.6
2025-04-06 16:48:38,19.6
2025-04-06 16:48:39,19.5
2025-04-06 16:48:40,19.4
2025-04-06 16:48:41,19.4
2025-04-06 16:48:42,19.0
2025-04-06 16:48:43,17.9
2025-04-06 16:48:44,17.0
2025-04-06 16:48:45,16.0
2025-04-06 16:48:46,14.9
2025-04-06 16:48:47,13.8
2025-04-06 16:48:48,4.80
2025-04-06 16:48:49,3.80
2025-04-06 16:48:50,2.80
2025-04-06 16:48:51,2.02
2025-04-06 16:48:52,1.02
2025-04-06 16:48:53,0
2025-04-06 16:48:54,0
2025-04-06 16:48:55,0
2025-04-06 16:48:56,0
2025-04-06 16:48:57,0
2025-04-06 16:48:58,0
2025-04-06 16:48:59,0
2025-04-06 16:49:00,0
2025-04-06 16:49:01,0
2025-04-06 16:49:02,0
2025-04-06 16:49:03,0
