217.000,203.000,201.000,199.000,195.000,220.000,201.000
217.000,203.000,200.170,199.000,195.000,220.000,201.500
217.000,203.000,200.000,199.000,195.000,220.000,202.000
217.000,202.330,200.000,199.000,195.330,220.000,202.000
217.330,202.000,201.000,199.000,195.670,220.000,202.000
218.000,202.000,201.000,199.000,196.000,220.000,202.670
218.000,203.000,201.000,199.830,195.000,220.000,203.000
218.000,203.000,201.000,200.000,195.000,205.830,203.000
218.000,203.000,201.000,199.500,195.000,152.330,203.000
218.000,202.170,201.000,200.000,195.000,165.170,202.500
218.000,202.000,201.000,200.000,195.000,180.670,202.000
218.000,202.000,201.000,200.000,195.000,182.000,202.000
218.000,202.000,201.000,200.000,195.000,182.000,202.000
218.000,201.330,201.000,200.000,195.000,182.000,202.000
218.000,201.000,201.000,200.000,195.000,182.000,202.000
218.000,201.500,201.000,200.000,195.000,182.000,202.000
218.000,202.000,201.000,200.000,195.000,181.330,202.000
218.000,189.500,201.000,200.000,194.830,182.000,202.000
218.000,188.000,201.500,200.000,194.170,182.000,202.000
218.000,188.330,202.000,200.000,194.830,182.000,202.000
218.000,189.000,202.000,200.000,194.000,182.000,202.000
218.000,189.000,202.000,200.000,194.000,184.000,202.000
218.000,189.000,202.000,200.000,194.000,184.000,202.000
218.000,189.830,202.000,200.000,194.170,184.500,202.000
218.000,190.000,202.000,200.000,195.000,184.000,202.000
218.000,190.670,202.000,200.000,194.670,184.000,202.000
218.000,190.000,202.000,200.000,194.170,184.170,202.000
218.000,190.330,202.330,200.000,194.670,185.000,202.000
218.000,190.500,203.000,200.000,194.000,185.000,202.000
218.000,190.330,202.170,200.000,194.000,185.000,202.000
218.000,191.000,202.000,200.000,194.000,185.000,202.000
218.330,191.000,202.000,200.000,194.000,185.830,202.000
219.000,191.000,202.000,200.000,194.000,185.330,202.000
219.000,190.670,202.000,200.500,194.000,185.170,202.000
218.500,190.500,202.000,200.000,194.000,186.000,202.000
218.500,190.000,202.000,201.000,194.000,186.000,202.000
219.000,190.000,202.000,200.170,194.000,186.000,202.000
219.000,190.500,202.000,200.000,194.000,186.000,202.000
218.000,190.000,202.000,200.000,194.000,186.000,202.000
218.000,190.000,202.000,200.000,194.500,186.000,202.000
218.170,190.170,202.000,200.000,195.000,186.000,202.000
219.000,191.000,202.000,200.000,195.000,187.000,202.000
219.000,191.000,202.000,200.000,195.000,187.000,202.000
219.000,191.000,202.000,200.000,195.000,187.000,202.000
219.000,191.000,202.000,200.000,195.000,187.000,202.000
219.000,191.000,202.000,200.000,195.000,187.000,202.000
219.000,191.000,202.000,200.000,195.000,187.000,202.000
219.000,191.000,202.000,200.000,195.000,187.000,202.000
219.000,191.000,202.000,200.000,194.170,187.000,202.000
219.000,191.000,202.000,200.000,194.000,187.000,202.000
219.000,191.000,202.000,200.000,194.000,187.000,202.000
219.000,191.000,202.000,199.830,194.500,194.000,202.000
219.000,191.000,202.330,199.000,194.000,201.000,202.000
219.000,191.000,203.000,199.670,194.000,201.000,202.000
219.000,191.000,202.000,200.000,194.000,201.000,202.000
219.000,191.000,202.000,199.670,194.000,201.000,202.000
