ResponseCode,SendingTime,ReceptionTime,ProcessingTime
200,2024-05-23-19:22:15.8930,2024-05-23-19:22:23.8640,70
200,2024-05-23-19:22:23.6941,2024-05-23-19:22:25.6680,68
200,2024-05-23-19:22:25.4913,2024-05-23-19:22:26.6340,65
200,2024-05-23-19:22:26.4557,2024-05-23-19:22:27.8620,68
200,2024-05-23-19:22:27.7033,2024-05-23-19:22:28.4390,72
200,2024-05-23-19:22:28.2658,2024-05-23-19:22:29.9320,69
200,2024-05-23-19:22:29.7568,2024-05-23-19:22:31.5180,69
200,2024-05-23-19:22:31.3904,2024-05-23-19:22:32.0860,65
200,2024-05-23-19:22:31.9489,2024-05-23-19:22:33.8190,74
200,2024-05-23-19:22:33.7002,2024-05-23-19:22:34.9080,75
200,2024-05-23-19:22:34.7794,2024-05-23-19:22:36.9870,92
200,2024-05-23-19:22:36.8807,2024-05-23-19:22:39.4200,157
200,2024-05-23-19:22:39.3351,2024-05-23-19:22:41.8190,76
200,2024-05-23-19:22:41.6998,2024-05-23-19:22:42.5770,78
200,2024-05-23-19:22:42.4089,2024-05-23-19:22:43.8390,77
200,2024-05-23-19:22:43.6705,2024-05-23-19:22:45.9970,69
200,2024-05-23-19:22:45.8796,2024-05-23-19:22:47.9830,69
200,2024-05-23-19:22:47.8593,2024-05-23-19:22:50.7680,74
200,2024-05-23-19:22:50.6388,2024-05-23-19:22:51.5510,74
200,2024-05-23-19:22:51.4297,2024-05-23-19:22:52.9750,89
200,2024-05-23-19:22:52.8190,2024-05-23-19:22:55.0240,74
200,2024-05-23-19:22:54.8984,2024-05-23-19:22:55.8520,77
200,2024-05-23-19:22:55.7292,2024-05-23-19:22:56.9060,101
200,2024-05-23-19:22:56.7644,2024-05-23-19:22:58.9400,73
200,2024-05-23-19:22:58.8089,2024-05-23-19:23:00.8510,70
200,2024-05-23-19:23:00.7188,2024-05-23-19:23:02.5890,69
200,2024-05-23-19:23:02.4592,2024-05-23-19:23:03.7060,72
200,2024-05-23-19:23:03.5782,2024-05-23-19:23:06.0980,71
200,2024-05-23-19:23:05.9787,2024-05-23-19:23:07.6860,72
200,2024-05-23-19:23:07.5126,2024-05-23-19:23:10.0590,67
200,2024-05-23-19:23:09.8793,2024-05-23-19:23:11.4400,74
200,2024-05-23-19:23:11.2665,2024-05-23-19:23:12.9190,74
200,2024-05-23-19:23:12.7476,2024-05-23-19:23:14.2980,84
200,2024-05-23-19:23:14.1358,2024-05-23-19:23:14.7870,79
