ResponseCode,SendingTime,ReceptionTime,ProcessingTime
200,2024-05-23-19:22:15.9000,2024-05-23-19:22:21.9350,70
200,2024-05-23-19:22:21.7603,2024-05-23-19:22:22.3570,66
200,2024-05-23-19:22:22.1781,2024-05-23-19:22:23.2160,80
200,2024-05-23-19:22:23.0518,2024-05-23-19:22:24.7430,75
200,2024-05-23-19:22:24.5727,2024-05-23-19:22:26.9350,67
200,2024-05-23-19:22:26.7997,2024-05-23-19:22:28.5120,69
200,2024-05-23-19:22:28.3356,2024-05-23-19:22:30.0740,65
200,2024-05-23-19:22:29.8945,2024-05-23-19:22:31.9440,72
200,2024-05-23-19:22:31.7714,2024-05-23-19:22:34.4700,72
200,2024-05-23-19:22:34.3395,2024-05-23-19:22:35.9360,73
200,2024-05-23-19:22:35.8096,2024-05-23-19:22:38.6360,127
200,2024-05-23-19:22:38.5642,2024-05-23-19:22:40.9140,98
200,2024-05-23-19:22:40.8092,2024-05-23-19:22:42.4900,86
200,2024-05-23-19:22:42.3790,2024-05-23-19:22:44.1800,99
200,2024-05-23-19:22:44.0794,2024-05-23-19:22:45.4120,67
200,2024-05-23-19:22:45.2802,2024-05-23-19:22:47.6930,70
200,2024-05-23-19:22:47.5591,2024-05-23-19:22:48.7350,82
200,2024-05-23-19:22:48.6193,2024-05-23-19:22:50.6660,101
200,2024-05-23-19:22:50.5700,2024-05-23-19:22:52.3650,65
200,2024-05-23-19:22:52.2286,2024-05-23-19:22:54.9450,78
200,2024-05-23-19:22:54.8286,2024-05-23-19:22:56.6050,75
200,2024-05-23-19:22:56.4782,2024-05-23-19:22:57.0920,69
200,2024-05-23-19:22:56.9689,2024-05-23-19:22:58.4090,88
200,2024-05-23-19:22:58.2514,2024-05-23-19:22:59.8870,80
200,2024-05-23-19:22:59.7684,2024-05-23-19:23:01.4330,69
200,2024-05-23-19:23:01.2983,2024-05-23-19:23:02.2980,70
200,2024-05-23-19:23:02.1689,2024-05-23-19:23:04.7880,70
200,2024-05-23-19:23:04.6583,2024-05-23-19:23:07.2320,83
