ResponseCode,SendingTime,ReceptionTime,ProcessingTime
200,2024-05-23-18:45:38.0393,2024-05-23-18:45:38.9020,79
200,2024-05-23-18:45:38.8122,2024-05-23-18:45:39.1180,73
200,2024-05-23-18:45:39.0217,2024-05-23-18:45:39.3630,72
200,2024-05-23-18:45:39.2650,2024-05-23-18:45:39.5530,72
200,2024-05-23-18:45:39.4555,2024-05-23-18:45:39.7130,72
200,2024-05-23-18:45:39.6141,2024-05-23-18:45:39.9260,81
200,2024-05-23-18:45:39.8375,2024-05-23-18:45:40.1610,68
200,2024-05-23-18:45:40.0589,2024-05-23-18:45:40.3910,69
200,2024-05-23-18:45:40.2903,2024-05-23-18:45:40.6590,83
200,2024-05-23-18:45:40.5725,2024-05-23-18:45:40.8550,76
200,2024-05-23-18:45:40.7610,2024-05-23-18:45:41.0860,72
200,2024-05-23-18:45:40.9934,2024-05-23-18:45:41.2720,70
200,2024-05-23-18:45:41.1719,2024-05-23-18:45:41.4690,79
200,2024-05-23-18:45:41.3774,2024-05-23-18:45:41.7100,68
200,2024-05-23-18:45:41.6078,2024-05-23-18:45:41.9450,69
200,2024-05-23-18:45:41.8431,2024-05-23-18:45:42.1930,68
200,2024-05-23-18:45:42.0905,2024-05-23-18:45:42.4310,73
200,2024-05-23-18:45:42.3358,2024-05-23-18:45:42.6720,67
200,2024-05-23-18:45:42.5692,2024-05-23-18:45:42.8430,70
200,2024-05-23-18:45:42.7427,2024-05-23-18:45:43.0110,78
200,2024-05-23-18:45:42.9761,2024-05-23-18:45:43.2890,69
200,2024-05-23-18:45:43.1875,2024-05-23-18:45:43.4590,70
200,2024-05-23-18:45:43.4169,2024-05-23-18:45:43.6390,70
200,2024-05-23-18:45:43.5864,2024-05-23-18:45:43.8620,70
200,2024-05-23-18:45:43.8158,2024-05-23-18:45:44.0600,69
200,2024-05-23-18:45:43.9584,2024-05-23-18:45:44.2530,67
200,2024-05-23-18:45:44.1499,2024-05-23-18:45:44.4340,89
200,2024-05-23-18:45:44.3544,2024-05-23-18:45:44.6270,74
200,2024-05-23-18:45:44.5858,2024-05-23-18:45:44.8530,71
200,2024-05-23-18:45:44.8062,2024-05-23-18:45:45.0860,73
200,2024-05-23-18:45:45.0356,2024-05-23-18:45:45.3170,66
200,2024-05-23-18:45:45.2560,2024-05-23-18:45:45.5310,69
200,2024-05-23-18:45:45.4754,2024-05-23-18:45:45.7500,68
200,2024-05-23-18:45:45.7058,2024-05-23-18:45:45.9940,76
200,2024-05-23-18:45:45.9461,2024-05-23-18:45:46.2120,65
200,2024-05-23-18:45:46.1665,2024-05-23-18:45:46.4470,68
200,2024-05-23-18:45:46.3859,2024-05-23-18:45:46.6120,81
200,2024-05-23-18:45:46.5754,2024-05-23-18:45:46.8150,70
200,2024-05-23-18:45:46.7659,2024-05-23-18:45:47.0810,67
200,2024-05-23-18:45:46.9774,2024-05-23-18:45:47.2270,75
200,2024-05-23-18:45:47.1868,2024-05-23-18:45:47.4690,77
200,2024-05-23-18:45:47.4172,2024-05-23-18:45:47.6860,69
200,2024-05-23-18:45:47.6256,2024-05-23-18:45:47.8730,69
200,2024-05-23-18:45:47.7722,2024-05-23-18:45:48.0510,68
200,2024-05-23-18:45:47.9956,2024-05-23-18:45:48.2840,70
200,2024-05-23-18:45:48.2260,2024-05-23-18:45:48.4490,67
200,2024-05-23-18:45:48.3856,2024-05-23-18:45:48.6770,66
200,2024-05-23-18:45:48.6160,2024-05-23-18:45:48.9070,81
200,2024-05-23-18:45:48.8763,2024-05-23-18:45:49.1090,71
200,2024-05-23-18:45:49.0558,2024-05-23-18:45:49.3030,75
200,2024-05-23-18:45:49.2064,2024-05-23-18:45:49.4950,68
200,2024-05-23-18:45:49.3929,2024-05-23-18:45:49.6470,67
200,2024-05-23-18:45:49.5864,2024-05-23-18:45:49.8760,69
200,2024-05-23-18:45:49.8257,2024-05-23-18:45:50.0900,73
200,2024-05-23-18:45:50.0362,2024-05-23-18:45:50.3210,76
