Time;" code=""200"" pod_template_hash=""5f59dffc5""";"code=""200"" pod_template_hash=""86d89cc867""";"code=""500"" pod_template_hash=""5f59dffc5""";"code=""500"" pod_template_hash=""86d89cc867""";"code=""502"" pod_template_hash=""5f59dffc5""";"code=""502"" pod_template_hash=""86d89cc867""";"code=""504"" pod_template_hash=""5f59dffc5""";"code=""504"" pod_template_hash=""86d89cc867"""
15/10/2024 14:50;;3.14;;30;;0;;0
15/10/2024 14:51;;1.54;;0;;0;;0
15/10/2024 14:51;;3.19;;0;;0;;0
15/10/2024 14:51;;2.2;;1.49;;0;;0
15/10/2024 14:51;;4.68;;0;;0;;0
15/10/2024 14:52;;4.36;;30;;0;;0
15/10/2024 14:52;;4.73;;0;;0;;0
15/10/2024 14:52;;4.71;;30;;0;;0
15/10/2024 14:52;;4.31;;0;;0;;0
15/10/2024 14:53;;5.14;;30;;0;;0
15/10/2024 14:53;;4.46;;0;;0;;0
15/10/2024 14:53;;5.32;;30;;0;;0
15/10/2024 14:53;;8.56;;0;;0;;0
15/10/2024 14:54;;6.95;;30;;0;;0
15/10/2024 14:54;;7.93;;30;;0;;0
15/10/2024 14:54;;8.09;;30;;0;;0
15/10/2024 14:54;;0;;30;;305;;0
15/10/2024 14:55;;7.38;;0;;0;;0
15/10/2024 14:55;;5.18;;0;;0;;0
15/10/2024 14:55;;6.6;;0;;0;;0
15/10/2024 14:55;;3.95;;0;;0;;0
15/10/2024 14:56;;7.64;;0;;0;;0
15/10/2024 14:56;;3.58;;0;;0;;0
15/10/2024 14:56;;8.2;;0;;0;;0
15/10/2024 14:56;;3.57;;0;;0;;0
15/10/2024 14:57;;6.9;;30;;0;;0
15/10/2024 14:57;;5.88;;30;;0;;0
15/10/2024 14:57;;6.24;;0;;0;;0
15/10/2024 14:57;;6.49;;0;;0;;0
15/10/2024 14:58;;0.973;;0;;0;;0
15/10/2024 14:58;;5.22;;0;;0;;0
15/10/2024 14:58;;7.67;;30;;0;;0
15/10/2024 14:58;;5.45;;0;;0;;0
15/10/2024 14:59;;4.55;;30;;0;;0
15/10/2024 14:59;;4.43;;0;;0;;0
15/10/2024 14:59;;5.35;;30;;0;;0
15/10/2024 14:59;;5.3;;0;;0;;0
15/10/2024 15:00;;4.66;;30;;0;;0
15/10/2024 15:00;;7.04;;0;;0;;0
15/10/2024 15:00;;5.77;;30;;0;;0
15/10/2024 15:00;;8.31;;30;;0;;0
15/10/2024 15:01;;7.88;;30;;0;;0
15/10/2024 15:01;;0;;30;;0;;0
15/10/2024 15:01;;1.07;;0;;0;;0
15/10/2024 15:01;;3.52;;0;;0;;0
15/10/2024 15:02;;4.15;;0;;0;;0
15/10/2024 15:02;;3.69;;0;;0;;0
15/10/2024 15:02;;3.34;;30;;0;;0
15/10/2024 15:02;;3.03;;0;;0;;0
15/10/2024 15:03;;4.37;;30;;0;;0
15/10/2024 15:03;;4.06;;0;;0;;0
15/10/2024 15:03;;3.78;;30;;0;;0
15/10/2024 15:03;;5.98;;30;;0;;0
15/10/2024 15:04;;5.59;;30;;0;;0
15/10/2024 15:04;;5.38;;30;;0;;0
15/10/2024 15:04;;10.2;;30;;0;;0
15/10/2024 15:04;;4.14;;0;;0;;0
15/10/2024 15:05;;6.77;;0;;0;;0
15/10/2024 15:05;;4.6;;0;;0;;0
15/10/2024 15:05;;8.3;;0;;0;;0
15/10/2024 15:05;;5.67;;0;;0;;0
15/10/2024 15:06;;7.32;;0;;0;;0
15/10/2024 15:06;;6.56;;0;;0;;0
15/10/2024 15:06;;6.81;;0;;0;;0
15/10/2024 15:06;;6.21;;0;;0;;0
15/10/2024 15:07;;7.73;;0;;0;;0
15/10/2024 15:07;;5.8;;0;;0;;0
15/10/2024 15:07;;5.76;;0;;0;;0
15/10/2024 15:07;;0;;0;;0;;0
15/10/2024 15:08;;2.72;;0;;0;;0
15/10/2024 15:08;;6.46;;30;;0;;0
15/10/2024 15:08;;4.82;;0;;0;;0
15/10/2024 15:08;;4.5;;30;;0;;0
15/10/2024 15:09;;6.05;;0;;0;;0
15/10/2024 15:09;;6.57;;0;;0;;0
15/10/2024 15:09;;6.69;;0;;0;;0
15/10/2024 15:09;;5.83;;0;;0;;0
15/10/2024 15:10;;5.84;;0;;0;;0
15/10/2024 15:10;;6.36;;0;;0;;0
15/10/2024 15:10;;5.83;;0;;0;;0
15/10/2024 15:10;;5.81;;0;;0;;0
