sep=,
"Time","reducirimagen-74f7996c94-22ll8","reducirimagen-74f7996c94-272s9","reducirimagen-74f7996c94-27lw4","reducirimagen-74f7996c94-28zvk","reducirimagen-74f7996c94-29z2z","reducirimagen-74f7996c94-428kh","reducirimagen-74f7996c94-46xmb","reducirimagen-74f7996c94-486ll","reducirimagen-74f7996c94-48l2j","reducirimagen-74f7996c94-4cz5c","reducirimagen-74f7996c94-4qv8w","reducirimagen-74f7996c94-4snrh","reducirimagen-74f7996c94-54228","reducirimagen-74f7996c94-558vk","reducirimagen-74f7996c94-5bzng","reducirimagen-74f7996c94-5ds9w","reducirimagen-74f7996c94-5hm9v","reducirimagen-74f7996c94-5kkq9","reducirimagen-74f7996c94-5nvq5","reducirimagen-74f7996c94-5p9fq","reducirimagen-74f7996c94-5r9l5","reducirimagen-74f7996c94-5s9c2","reducirimagen-74f7996c94-6df8c","reducirimagen-74f7996c94-6l225","reducirimagen-74f7996c94-6mvqv","reducirimagen-74f7996c94-6pwtk","reducirimagen-74f7996c94-75r9p","reducirimagen-74f7996c94-7hqvm","reducirimagen-74f7996c94-7jlmr","reducirimagen-74f7996c94-7kqlm","reducirimagen-74f7996c94-7l9cn","reducirimagen-74f7996c94-7ltbf","reducirimagen-74f7996c94-7xdzb","reducirimagen-74f7996c94-87d9p","reducirimagen-74f7996c94-87s2c","reducirimagen-74f7996c94-88zt4","reducirimagen-74f7996c94-8fk9t","reducirimagen-74f7996c94-8hgnj","reducirimagen-74f7996c94-8tx27","reducirimagen-74f7996c94-8zvhf","reducirimagen-74f7996c94-94568","reducirimagen-74f7996c94-96pqv","reducirimagen-74f7996c94-96w9n","reducirimagen-74f7996c94-9dbsm","reducirimagen-74f7996c94-9qrqk","reducirimagen-74f7996c94-b9qrg","reducirimagen-74f7996c94-bbdld","reducirimagen-74f7996c94-bbnnk","reducirimagen-74f7996c94-bdwvx","reducirimagen-74f7996c94-c72lw","reducirimagen-74f7996c94-c8ws2","reducirimagen-74f7996c94-cksxf","reducirimagen-74f7996c94-cm8zn","reducirimagen-74f7996c94-cppl6","reducirimagen-74f7996c94-crj2t","reducirimagen-74f7996c94-csbpb","reducirimagen-74f7996c94-d7s5n","reducirimagen-74f7996c94-dffbb","reducirimagen-74f7996c94-dfh79","reducirimagen-74f7996c94-dzpwp","reducirimagen-74f7996c94-f9h54","reducirimagen-74f7996c94-fc6xz","reducirimagen-74f7996c94-fjlmw","reducirimagen-74f7996c94-fl782","reducirimagen-74f7996c94-fncvm","reducirimagen-74f7996c94-fwprt","reducirimagen-74f7996c94-ggvj8","reducirimagen-74f7996c94-gw4n5","reducirimagen-74f7996c94-gwjmr","reducirimagen-74f7996c94-gzrgj","reducirimagen-74f7996c94-h4flp","reducirimagen-74f7996c94-hbw9w","reducirimagen-74f7996c94-hgskq","reducirimagen-74f7996c94-hjsbt","reducirimagen-74f7996c94-hxbkv","reducirimagen-74f7996c94-hz9pb","reducirimagen-74f7996c94-j6slb","reducirimagen-74f7996c94-jfzqr","reducirimagen-74f7996c94-jjkbg","reducirimagen-74f7996c94-jzwjz","reducirimagen-74f7996c94-k7l6c","reducirimagen-74f7996c94-k8v45","reducirimagen-74f7996c94-kg2dz","reducirimagen-74f7996c94-kht4z","reducirimagen-74f7996c94-kmjtv","reducirimagen-74f7996c94-kmr84","reducirimagen-74f7996c94-l2b46","reducirimagen-74f7996c94-l79mt","reducirimagen-74f7996c94-lg8vm","reducirimagen-74f7996c94-lkjmh","reducirimagen-74f7996c94-lkt9z","reducirimagen-74f7996c94-llxw4","reducirimagen-74f7996c94-lz54x","reducirimagen-74f7996c94-m698r","reducirimagen-74f7996c94-mlfxr","reducirimagen-74f7996c94-mq6jv","reducirimagen-74f7996c94-mt8ql","reducirimagen-74f7996c94-nb485","reducirimagen-74f7996c94-nd2c9","reducirimagen-74f7996c94-npt2d","reducirimagen-74f7996c94-pfqgw","reducirimagen-74f7996c94-q4l7j","reducirimagen-74f7996c94-q57lq","reducirimagen-74f7996c94-qgckn","reducirimagen-74f7996c94-ql6g9","reducirimagen-74f7996c94-r8h4w","reducirimagen-74f7996c94-rc668","reducirimagen-74f7996c94-rcn8d","reducirimagen-74f7996c94-rh2hn","reducirimagen-74f7996c94-rkqt2","reducirimagen-74f7996c94-s6hbz","reducirimagen-74f7996c94-sqvtr","reducirimagen-74f7996c94-tb7tc","reducirimagen-74f7996c94-tmdrq","reducirimagen-74f7996c94-twtmx","reducirimagen-74f7996c94-txv4d","reducirimagen-74f7996c94-v28tw","reducirimagen-74f7996c94-v5j4h","reducirimagen-74f7996c94-vh2p5","reducirimagen-74f7996c94-vnflw","reducirimagen-74f7996c94-vnfqz","reducirimagen-74f7996c94-vqtn6","reducirimagen-74f7996c94-vzn65","reducirimagen-74f7996c94-wzgd9","reducirimagen-74f7996c94-xcld4","reducirimagen-74f7996c94-xctl5","reducirimagen-74f7996c94-xfqkb","reducirimagen-74f7996c94-xt5x4","reducirimagen-74f7996c94-xz44z","reducirimagen-74f7996c94-z4k9b","reducirimagen-74f7996c94-z5bsj","reducirimagen-74f7996c94-zbh2v","reducirimagen-74f7996c94-zc69n","reducirimagen-74f7996c94-zcq5c","reducirimagen-74f7996c94-zxfvd","reducirimagen-74f7996c94-zxxdr"
2024-10-16 02:23:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.4 MiB,,,,,,,,,,,,,,,,,,,23.8 MiB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,139 MiB,,,,,57.4 MiB,,,,
2024-10-16 02:23:20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.4 MiB,,,,,,,,,,,,,,,,,,,23.8 MiB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,139 MiB,,,,,57.4 MiB,,,,
2024-10-16 02:23:40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.4 MiB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,139 MiB,,,,,57.4 MiB,,,,
2024-10-16 02:24:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.4 MiB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,139 MiB,,,,,57.4 MiB,,,,
2024-10-16 02:24:20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.4 MiB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140 MiB,,,,,57.4 MiB,,,,
2024-10-16 02:24:40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,139 MiB,,,,,57.4 MiB,,,,
2024-10-16 02:25:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,139 MiB,,,,,57.4 MiB,,,,
2024-10-16 02:25:20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,139 MiB,,,,,57.4 MiB,,,,
2024-10-16 02:25:40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140 MiB,,,,,57.4 MiB,,,,
2024-10-16 02:26:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140 MiB,,,,,,,,,
2024-10-16 02:26:20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,141 MiB,,,,,,,,,
2024-10-16 02:26:40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,141 MiB,,,,,,,,,
2024-10-16 02:27:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,141 MiB,,,,,,,,,
2024-10-16 02:27:20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,141 MiB,,,,,,,,,
2024-10-16 02:27:40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,141 MiB,,,,,,,,,
2024-10-16 02:28:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,141 MiB,,,,,,,,,
2024-10-16 02:28:20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,141 MiB,,,,,,,,,
2024-10-16 02:28:40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140 MiB,,,,,,,,,
2024-10-16 02:29:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140 MiB,,,,,,,,,
2024-10-16 02:29:20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.64 MiB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,143 MiB,,,,,,,,,
2024-10-16 02:29:40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,127 MiB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,141 MiB,,,,,,,,,
2024-10-16 02:30:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.9 MiB,,,,,,,,,,,,,,,,,,,,,,,,,,,150 MiB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,141 MiB,,,,,,,,,
2024-10-16 02:30:20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118 MiB,,,,,,,,,,,,,,,,,,,,,,,,,,,151 MiB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,134 MiB,,,,,,,,,
2024-10-16 02:30:40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,141 MiB,,,,,,,,,,,,,,,,,,,,,,,,,,,152 MiB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,280 KiB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,134 MiB,,,,,,,,,
2024-10-16 02:31:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,141 MiB,,,,,,,,,,,,,,,,,,,,,,,,,,,151 MiB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116 MiB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130 MiB,,,,,,,,,
2024-10-16 02:31:20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,143 MiB,,,,,,,,,,,,,,,,,,,,,,,,,,,149 MiB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,139 MiB,,,,,,5.43 MiB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130 MiB,,,,,,,,,
2024-10-16 02:31:40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,143 MiB,,,,,,,,,,,,,,,,,,,,,,,,,,,149 MiB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,145 MiB,,,,,,118 MiB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,127 MiB,,,,,,,,,
2024-10-16 02:32:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,143 MiB,,,,,,,,,,,,,,,,,,,,,,,,,,,149 MiB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,146 MiB,,,,,,137 MiB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128 MiB,,,,,,,,,
2024-10-16 02:32:20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,141 MiB,,,,,,,,,,,,,,,,,,,,,,,,,,,149 MiB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,146 MiB,,,,,,137 MiB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,129 MiB,,,,,,,,,
2024-10-16 02:32:40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,141 MiB,,,,,,,,,,,,,,,,,,,,,,,,,,,149 MiB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,146 MiB,,,,,,137 MiB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,129 MiB,,,,,,,,,
2024-10-16 02:33:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,141 MiB,,,,,,,,,,,,,,,,,,,,,,,,,,,149 MiB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,146 MiB,,,,,,137 MiB,,74.4 MiB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130 MiB,,,,,,,,,
2024-10-16 02:33:20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,141 MiB,,,,,,,,,,,,,,,,,,,,,,,,,,,149 MiB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,146 MiB,,,,,,137 MiB,,111 MiB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,136 MiB,,,,,,,,,
2024-10-16 02:33:40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,141 MiB,,,,,,,,,,,,,,,,,,,,,,,,,,,149 MiB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,146 MiB,,,72.1 MiB,,,137 MiB,,116 MiB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,136 MiB,,,,,,,,,
2024-10-16 02:34:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,141 MiB,,,,,,,,,,,,,,,,,,,,,,,,,,,149 MiB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,146 MiB,,,105 MiB,,,137 MiB,,119 MiB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,136 MiB,,,,,,,,,
2024-10-16 02:34:20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,141 MiB,,,,,,,,,,,,,,,,,,,,,,,,,,,149 MiB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,146 MiB,,,124 MiB,,,137 MiB,,129 MiB,,,,,,,,,,,,,,,,,,,,,,,,,,71.4 MiB,,,,134 MiB,,,,,,,,,
2024-10-16 02:34:40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,141 MiB,,,,,,,,,,,,,,,,,,,,,,,,,,,149 MiB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,146 MiB,,,125 MiB,,,137 MiB,,124 MiB,,,,,,,,,,,,,,,,,,,,,,,,,,93.8 MiB,,,,134 MiB,,,,,,,,,
2024-10-16 02:35:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,141 MiB,,,,,,,,,,,,,,,,,,,,,,,,,,,149 MiB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,146 MiB,,,126 MiB,,71.8 MiB,137 MiB,,125 MiB,,,,,,,,,,,,,,,,,,,,,,,,,,114 MiB,,,,129 MiB,,,,,,,,,
2024-10-16 02:35:20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,141 MiB,,,,,,,,,,,,,,,,,,,,,,,,,,,149 MiB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,146 MiB,,,126 MiB,,88.5 MiB,137 MiB,,126 MiB,,,,,,,,,,,,,,,,,,,,,,,,,,120 MiB,,,,129 MiB,,,,,,,,,
2024-10-16 02:35:40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,141 MiB,,,,,,,,,,,,,,,,,,,,,,,,,,,149 MiB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,146 MiB,,,127 MiB,,102 MiB,137 MiB,,126 MiB,,,,,,,,,,,,,,,,,,,,,,,,,,120 MiB,,,,129 MiB,,,,,,,,,
2024-10-16 02:36:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,141 MiB,,,,,,,,,,,,,,,,,,,,,,,,,,,149 MiB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,146 MiB,,,127 MiB,,102 MiB,137 MiB,,126 MiB,,,,,,,,,,,,,,,,,,,,,,,,,,120 MiB,,,,130 MiB,,,,,,,,,
2024-10-16 02:36:20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,141 MiB,,,,,,,,,,,,,,,,,,,,,,,,,,,149 MiB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,146 MiB,,,127 MiB,,102 MiB,137 MiB,,126 MiB,,,,,564 KiB,,,,,,,,,,,,,,,,,,,,,120 MiB,,,,131 MiB,,,,,,,,,
2024-10-16 02:36:40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,141 MiB,,,,,,,,,,,,,,,,,,,,,,,,,,,149 MiB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,146 MiB,,,127 MiB,,102 MiB,137 MiB,,126 MiB,,,,,113 MiB,,,,,,,,,,,,,,,,,,,,,120 MiB,,,,132 MiB,,,,,,,,,
2024-10-16 02:37:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,141 MiB,,,,,,,,,,,,,,,,,,,,,,,,,,,149 MiB,,,,,,,,,,,,,,,,592 KiB,,,,,,,,,,,,,,,,146 MiB,,,127 MiB,,102 MiB,137 MiB,,126 MiB,,,,,121 MiB,,,,,,,,,,,,,,,,,,,,,120 MiB,,,,132 MiB,,,,,,,,,
2024-10-16 02:37:20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113 MiB,,,,,,,,,,,,,,,,,,,127 MiB,,102 MiB,,,126 MiB,,,,,138 MiB,,,,,,,,,,,,,,,,,,,,,120 MiB,,,,132 MiB,,,,,,,,,
2024-10-16 02:37:40,,,,,,,,,,,,,,,,,,,,,,,,,1.36 MiB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121 MiB,,,,,,,,,,,,,,,,,,,127 MiB,,102 MiB,,,126 MiB,,,,,139 MiB,,,,,,,,,,,,,,,,,,,,,120 MiB,,,,132 MiB,,,,,,,,,
2024-10-16 02:38:00,,,,,,,,,,,,,,,,,,,,,,,,,111 MiB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,136 MiB,,,,,,,,,,,,,,,,,,,127 MiB,,102 MiB,,,126 MiB,,,,,140 MiB,,,,,,,,,,,,,,,,,,,,,120 MiB,,,,127 MiB,,,,,,,,,
2024-10-16 02:38:20,,,,,,,,,,,,,,,,,,,,,,,,,122 MiB,,,,,,,,456 KiB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,137 MiB,,,,,,,,,,,,,,,,,,,127 MiB,,102 MiB,,,126 MiB,,,,,140 MiB,,,,,,,,,,,,,,,,,,,,,120 MiB,,,,127 MiB,,,,,,,,,
2024-10-16 02:38:40,,,,,,,,,,,,,,,,,,,,,,,,,134 MiB,,,,,,,,112 MiB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,138 MiB,,,,,,,,,,,,,,,,,,,127 MiB,,102 MiB,,,126 MiB,,,,,141 MiB,,,,,,,,,,,,,,,,,,,,,120 MiB,,,,126 MiB,,,,,,,,,
2024-10-16 02:39:00,,,,,,,,,,,,,,,,,,,,,,,,,138 MiB,,,,,,,,122 MiB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,138 MiB,,,,,,,,,,,,,,,,,,,127 MiB,,102 MiB,,,126 MiB,,,,,141 MiB,,,,,,,,,,,,,,,,,,,,,120 MiB,,,,126 MiB,,,,,,,,,
2024-10-16 02:39:20,,,,,,,,,,,,,,,,,,,,,,,,,142 MiB,,,,,,,,116 MiB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,138 MiB,,,,,,,,,,,,,,,,,,,127 MiB,,102 MiB,,,126 MiB,,,,,141 MiB,,,,,,,,,,,,,,,,,,,,,120 MiB,,,,126 MiB,,,,,,,,,
2024-10-16 02:39:40,,,,,,,,,,,,,,,,,,,,,,,,,142 MiB,,,,,,,,116 MiB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,138 MiB,,,,,,,,,,,,,,,,,,,127 MiB,,102 MiB,,,126 MiB,,,,,141 MiB,,,,,,,,,,,,,,,,,,,,,120 MiB,,,,127 MiB,,,,,,,,,
2024-10-16 02:40:00,,,,,,,,,,,,,,19.2 MiB,,,,,,,,,,,142 MiB,,,,,,,,116 MiB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,138 MiB,,,,,,,,,,,,,,,,,,,127 MiB,,102 MiB,,,126 MiB,,,,,141 MiB,,,,,,,,,,,,,,,,,,,,,120 MiB,,,,128 MiB,,,,,,,,,
2024-10-16 02:40:20,,,,,,,,,,,,,,116 MiB,,,,,,,,,,,142 MiB,,,,,,,,116 MiB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,138 MiB,,,,,,,,,,,,,,,,,,,127 MiB,,102 MiB,,,126 MiB,,,,,141 MiB,,,,,,,,,,,,,,,,,,,,,120 MiB,,,,130 MiB,,,,,,,,,
2024-10-16 02:40:40,,,,,19.2 MiB,,,,,,,,,119 MiB,,,,,,,,,,,142 MiB,,,,,,,,116 MiB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,138 MiB,,,,,,,,,,,,,,,,,,,127 MiB,,101 MiB,,,125 MiB,,,,,141 MiB,,,,,,,,,,,,,,,,,,,,,120 MiB,,,,131 MiB,,,,,,,,,
2024-10-16 02:41:00,,,,,118 MiB,,,,,,,,,118 MiB,,,,,,,,,,,142 MiB,,,,,,,,116 MiB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,138 MiB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,141 MiB,,,,,,,,,,,,,,,,,,,,,,,,,128 MiB,,,,,,,,,
2024-10-16 02:41:20,,,,,118 MiB,,,,,,,,,118 MiB,,,,,,,,,,,142 MiB,,,,,,,,116 MiB,,,,,,,,,,,,,28.1 MiB,,,,,,,,,,,,,,,,,,,,,,,,,,,138 MiB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,141 MiB,,,,,,,,,,,,,,,,,,,,,,,,,128 MiB,,,,,,,,,
2024-10-16 02:41:40,,,,,122 MiB,,,,,,,,,119 MiB,,,,,,,,,,,142 MiB,,,,,,,,116 MiB,,,,,,,,,,,,,98.9 MiB,,,,,,,,,,,,,,,,,,,,,,,,,,,138 MiB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,141 MiB,,,,,,,,,,,,,,,,,,,,,,,,,126 MiB,,,,,,,,,
2024-10-16 02:42:00,,,,,120 MiB,,,,,,8.54 MiB,,,119 MiB,,,,,,,,,,,142 MiB,,,,,,,,116 MiB,,,,,,,,,,,,,122 MiB,,,,,,,,,,,,,,,,,,,,,,,,,,,138 MiB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,141 MiB,,,,,,,,,,,,,,,,,,,,,,,,,126 MiB,,,,,,,,,
2024-10-16 02:42:20,,,,,121 MiB,,,,,,96.7 MiB,,,119 MiB,,,,,,,,,,,142 MiB,,,,,,,,116 MiB,,,,,,,,,,,,,120 MiB,,,,,,,,,,,,,,,,,,,,,,,,,,,138 MiB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,141 MiB,,,,,,,,,,,,,,,,,,,,,,,,,127 MiB,,,,,,,,,
2024-10-16 02:42:40,,,,,121 MiB,,,,,,118 MiB,,,119 MiB,,,,,,,,,,,142 MiB,,,,,,,,116 MiB,,,,,,,,,,,,,119 MiB,,,,,,,,,,,,,,,,,,,,,,,,,,,138 MiB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,141 MiB,,,,,,,,,,,,,,,,,,,,,,,,,127 MiB,,,,,,,,,
2024-10-16 02:43:00,,,,,121 MiB,,,,,,113 MiB,,,120 MiB,,,,,,,,,,,142 MiB,,,,,,,,116 MiB,,,,,,,,,,,,,119 MiB,,,,,,,,,,,,,,,,,,,,,,,,,,,138 MiB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,141 MiB,,,,,,,,,,,,,,,,,,,,,,,,,128 MiB,,,,,,,,,
2024-10-16 02:43:20,,,,,121 MiB,,,,,,113 MiB,,,120 MiB,,,,,,,,,,,142 MiB,,,,,,,,116 MiB,,,,,,,,,,,,,119 MiB,,,,,,,,,,,,,,,,,,,,,,,,,,,138 MiB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,141 MiB,,,,,,,,,,,,,,,,,,,,,,,,,129 MiB,,,,,,,,,
2024-10-16 02:43:40,,,,,121 MiB,,,,,,113 MiB,,,120 MiB,,,,,,,,,,,142 MiB,,,,,,,,116 MiB,,,,,,,,,,,,,119 MiB,,,,,,,,,,,,,,,,,,,,,,,,,,,138 MiB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,141 MiB,,,,,,,,,,,,,,,,,,,,,,,,,129 MiB,,,,,,,,,
