sep=,
"Time","reducirimagen-74f7996c94-22ll8","reducirimagen-74f7996c94-272s9","reducirimagen-74f7996c94-27lw4","reducirimagen-74f7996c94-28zvk","reducirimagen-74f7996c94-29z2z","reducirimagen-74f7996c94-428kh","reducirimagen-74f7996c94-46xmb","reducirimagen-74f7996c94-486ll","reducirimagen-74f7996c94-48l2j","reducirimagen-74f7996c94-4cz5c","reducirimagen-74f7996c94-4qv8w","reducirimagen-74f7996c94-4snrh","reducirimagen-74f7996c94-54228","reducirimagen-74f7996c94-558vk","reducirimagen-74f7996c94-5bzng","reducirimagen-74f7996c94-5ds9w","reducirimagen-74f7996c94-5hm9v","reducirimagen-74f7996c94-5kkq9","reducirimagen-74f7996c94-5nvq5","reducirimagen-74f7996c94-5p9fq","reducirimagen-74f7996c94-5r9l5","reducirimagen-74f7996c94-5s9c2","reducirimagen-74f7996c94-6df8c","reducirimagen-74f7996c94-6l225","reducirimagen-74f7996c94-6mvqv","reducirimagen-74f7996c94-6pwtk","reducirimagen-74f7996c94-75r9p","reducirimagen-74f7996c94-7hqvm","reducirimagen-74f7996c94-7jlmr","reducirimagen-74f7996c94-7kqlm","reducirimagen-74f7996c94-7l9cn","reducirimagen-74f7996c94-7ltbf","reducirimagen-74f7996c94-7xdzb","reducirimagen-74f7996c94-87d9p","reducirimagen-74f7996c94-87s2c","reducirimagen-74f7996c94-88zt4","reducirimagen-74f7996c94-8fk9t","reducirimagen-74f7996c94-8hgnj","reducirimagen-74f7996c94-8tx27","reducirimagen-74f7996c94-8zvhf","reducirimagen-74f7996c94-94568","reducirimagen-74f7996c94-96pqv","reducirimagen-74f7996c94-96w9n","reducirimagen-74f7996c94-9dbsm","reducirimagen-74f7996c94-9qrqk","reducirimagen-74f7996c94-b9qrg","reducirimagen-74f7996c94-bbdld","reducirimagen-74f7996c94-bbnnk","reducirimagen-74f7996c94-bdwvx","reducirimagen-74f7996c94-c72lw","reducirimagen-74f7996c94-c8ws2","reducirimagen-74f7996c94-cksxf","reducirimagen-74f7996c94-cm8zn","reducirimagen-74f7996c94-cppl6","reducirimagen-74f7996c94-crj2t","reducirimagen-74f7996c94-csbpb","reducirimagen-74f7996c94-d7s5n","reducirimagen-74f7996c94-dffbb","reducirimagen-74f7996c94-dfh79","reducirimagen-74f7996c94-dzpwp","reducirimagen-74f7996c94-f9h54","reducirimagen-74f7996c94-fc6xz","reducirimagen-74f7996c94-fjlmw","reducirimagen-74f7996c94-fl782","reducirimagen-74f7996c94-fncvm","reducirimagen-74f7996c94-fwprt","reducirimagen-74f7996c94-ggvj8","reducirimagen-74f7996c94-gw4n5","reducirimagen-74f7996c94-gwjmr","reducirimagen-74f7996c94-gzrgj","reducirimagen-74f7996c94-h4flp","reducirimagen-74f7996c94-hbw9w","reducirimagen-74f7996c94-hgskq","reducirimagen-74f7996c94-hjsbt","reducirimagen-74f7996c94-hxbkv","reducirimagen-74f7996c94-hz9pb","reducirimagen-74f7996c94-j6slb","reducirimagen-74f7996c94-jfzqr","reducirimagen-74f7996c94-jjkbg","reducirimagen-74f7996c94-jzwjz","reducirimagen-74f7996c94-k7l6c","reducirimagen-74f7996c94-k8v45","reducirimagen-74f7996c94-kg2dz","reducirimagen-74f7996c94-kht4z","reducirimagen-74f7996c94-kmjtv","reducirimagen-74f7996c94-kmr84","reducirimagen-74f7996c94-l2b46","reducirimagen-74f7996c94-l79mt","reducirimagen-74f7996c94-lg8vm","reducirimagen-74f7996c94-lkjmh","reducirimagen-74f7996c94-lkt9z","reducirimagen-74f7996c94-llxw4","reducirimagen-74f7996c94-lz54x","reducirimagen-74f7996c94-m698r","reducirimagen-74f7996c94-mlfxr","reducirimagen-74f7996c94-mq6jv","reducirimagen-74f7996c94-mt8ql","reducirimagen-74f7996c94-nb485","reducirimagen-74f7996c94-nd2c9","reducirimagen-74f7996c94-npt2d","reducirimagen-74f7996c94-pfqgw","reducirimagen-74f7996c94-q4l7j","reducirimagen-74f7996c94-q57lq","reducirimagen-74f7996c94-qgckn","reducirimagen-74f7996c94-ql6g9","reducirimagen-74f7996c94-r8h4w","reducirimagen-74f7996c94-rc668","reducirimagen-74f7996c94-rcn8d","reducirimagen-74f7996c94-rh2hn","reducirimagen-74f7996c94-rkqt2","reducirimagen-74f7996c94-s6hbz","reducirimagen-74f7996c94-sqvtr","reducirimagen-74f7996c94-tb7tc","reducirimagen-74f7996c94-tmdrq","reducirimagen-74f7996c94-twtmx","reducirimagen-74f7996c94-txv4d","reducirimagen-74f7996c94-v28tw","reducirimagen-74f7996c94-v5j4h","reducirimagen-74f7996c94-vh2p5","reducirimagen-74f7996c94-vnflw","reducirimagen-74f7996c94-vnfqz","reducirimagen-74f7996c94-vqtn6","reducirimagen-74f7996c94-vzn65","reducirimagen-74f7996c94-wzgd9","reducirimagen-74f7996c94-xcld4","reducirimagen-74f7996c94-xctl5","reducirimagen-74f7996c94-xfqkb","reducirimagen-74f7996c94-xt5x4","reducirimagen-74f7996c94-xz44z","reducirimagen-74f7996c94-z4k9b","reducirimagen-74f7996c94-z5bsj","reducirimagen-74f7996c94-zbh2v","reducirimagen-74f7996c94-zc69n","reducirimagen-74f7996c94-zcq5c","reducirimagen-74f7996c94-zxfvd","reducirimagen-74f7996c94-zxxdr"
2024-10-16 02:03:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110 MiB,,,,,,,,,145 MiB,,,,,,121 MiB,,,,,,,,,,,,,,,111 MiB,,,,,,140 MiB,,,,,,107 MiB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,147 MiB,,,,,,,,,,,,,,,,151 MiB,,,,,,,,114 MiB,
2024-10-16 02:03:20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110 MiB,,,,,,,,,145 MiB,,,,,,142 MiB,,,,,,,,,,,,,,,111 MiB,,,,,,142 MiB,,,,,,107 MiB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,148 MiB,,,,,,,,,,,,,,,,151 MiB,,,,,,,,114 MiB,
2024-10-16 02:03:40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110 MiB,,,,,,,,,145 MiB,,,,,,142 MiB,,,,,,,,,,,,,,,111 MiB,,,,,,142 MiB,,,,,,107 MiB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,148 MiB,,,,,,,,,,,,,,,,153 MiB,,,,,,,,114 MiB,
2024-10-16 02:04:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110 MiB,,,,,,,,,145 MiB,,,,,,142 MiB,,,,,,,,,,,,,,,111 MiB,,,,,,142 MiB,,,,,,107 MiB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,148 MiB,,,,,,,,,,,,,,,,155 MiB,,,,,,,,114 MiB,
2024-10-16 02:04:20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110 MiB,,,,,,,94.8 MiB,,145 MiB,,,,,,142 MiB,,,,,,,,,,,,,,,111 MiB,,,,,,142 MiB,,,,,,107 MiB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,148 MiB,,,,,,,,,,,,,,,,157 MiB,,,,,,,,114 MiB,
2024-10-16 02:04:40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110 MiB,,,,,,,123 MiB,,145 MiB,,,,,,142 MiB,,,,,,,,,,,,,,,111 MiB,,,,,,142 MiB,,,,,,107 MiB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,148 MiB,,,,,,,,,,,,,,,,156 MiB,,,,,,,,114 MiB,
2024-10-16 02:05:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125 MiB,,145 MiB,,,,,,142 MiB,,,,,,,,,,,,,,,,,,,,,142 MiB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,148 MiB,,,,,,,,,,,,,,,,155 MiB,,,,,,,86.9 MiB,,
2024-10-16 02:05:20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,126 MiB,,145 MiB,,,,,,142 MiB,,,,,,,,,,,,,,,,,,,,,142 MiB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,148 MiB,,,,,,,,,,,,,,,,156 MiB,,,,,,,108 MiB,,
2024-10-16 02:05:40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,134 MiB,,145 MiB,,,77.4 MiB,,,142 MiB,,,,,,,,,,,,,,,,,,,,,142 MiB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,148 MiB,,,,,,,,,,,,,,,,150 MiB,,,,,,,119 MiB,,
2024-10-16 02:06:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130 MiB,,145 MiB,,,103 MiB,,,142 MiB,,,,,,,,,,,,,,,,,,,,,142 MiB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,148 MiB,,,,,,,,,,,,,,,,150 MiB,,,,,,,120 MiB,,
2024-10-16 02:06:20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128 MiB,,145 MiB,,,119 MiB,,,142 MiB,,,,,,,,,,,76.3 MiB,,,,,,,,,,142 MiB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,148 MiB,,,,,,,,,,,,,,,,147 MiB,,,,,,,121 MiB,,
2024-10-16 02:06:40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,129 MiB,,145 MiB,,,126 MiB,,,142 MiB,,,,,,,,,,,91.1 MiB,,,,,,,,,,142 MiB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,148 MiB,,,,,,,,,,,,,,,,147 MiB,,,,,,,122 MiB,,
2024-10-16 02:07:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,129 MiB,,145 MiB,,,127 MiB,,,142 MiB,,,,,,,,,,,98.1 MiB,,,,,,,,,,142 MiB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,148 MiB,,,,,,,,,,,,,,,,147 MiB,,,,,,,122 MiB,,
2024-10-16 02:07:20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,129 MiB,,145 MiB,,,127 MiB,,,142 MiB,,,,,,,,,,,98.1 MiB,,,,,,,,,,142 MiB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,148 MiB,,,,,,,,,,,,,,,,149 MiB,,,,,,,122 MiB,,
2024-10-16 02:07:40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,129 MiB,,145 MiB,,,127 MiB,,,142 MiB,,,,,,,,,,,98.1 MiB,,,,,,,,,,142 MiB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,148 MiB,,,,,,,,22.8 MiB,,,,,,,,149 MiB,,,,,,,122 MiB,,
2024-10-16 02:08:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,129 MiB,,145 MiB,,,127 MiB,,,142 MiB,,,,,,,,,,,98.1 MiB,,,,,,,,,,142 MiB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,148 MiB,,,,,,,,118 MiB,,,,,,,,149 MiB,,,,,,,122 MiB,,
2024-10-16 02:08:20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,129 MiB,,145 MiB,,,127 MiB,,,142 MiB,,,,,,,,,,,98.1 MiB,,,,,,,,,,142 MiB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,148 MiB,,,,,22.6 MiB,,,142 MiB,,,,,,,,149 MiB,,,,,,,122 MiB,,
2024-10-16 02:08:40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,129 MiB,,,,,127 MiB,,,,,,,,,,,,,,98.1 MiB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115 MiB,,,141 MiB,,,,,,,,149 MiB,,,,,,,122 MiB,,
2024-10-16 02:09:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,129 MiB,,,,,127 MiB,,,,,,,,,,,,,,98.1 MiB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.0 MiB,,,,,,,,123 MiB,,,142 MiB,,,,,,,,149 MiB,,,,,,,122 MiB,,
2024-10-16 02:09:20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,129 MiB,,,,,127 MiB,,,,,,,,,,,,,,98.1 MiB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113 MiB,,,,,,,,142 MiB,,,142 MiB,,,,,,,,143 MiB,,,,,,,122 MiB,,
2024-10-16 02:09:40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,129 MiB,,,,,127 MiB,,,,,,,,,,,,,,98.1 MiB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114 MiB,,,,,,,,143 MiB,,,142 MiB,,,,,21.8 MiB,,,141 MiB,,,,,,,122 MiB,,
2024-10-16 02:10:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,129 MiB,,,,,127 MiB,,,,,,,,,,,,,,98.1 MiB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,134 MiB,,,,,,,,141 MiB,,,138 MiB,,,,,115 MiB,,,132 MiB,,,,,,,122 MiB,,
2024-10-16 02:10:20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,129 MiB,,,,,127 MiB,,,,,,,,,,,,,,98.1 MiB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,135 MiB,,,,,,,,142 MiB,,,138 MiB,,,,,122 MiB,,,132 MiB,,,,,,,122 MiB,,
2024-10-16 02:10:40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,129 MiB,,,,,127 MiB,,,,,,,,,,,,,,98.1 MiB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,135 MiB,,,,,,,,142 MiB,,,138 MiB,,,,,115 MiB,,,134 MiB,,,,,,,122 MiB,,
2024-10-16 02:11:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,129 MiB,,,,,127 MiB,,,,,,,,,,,,,,98.1 MiB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,135 MiB,,,,,,,,142 MiB,,,138 MiB,,,,,115 MiB,,,134 MiB,,,,,,,122 MiB,,
2024-10-16 02:11:20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.4 MiB,,,,,,,,,,,,,,129 MiB,,,,,127 MiB,,,,,,,,,,,,,,98.1 MiB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,135 MiB,,,,,,,,142 MiB,,,138 MiB,,,,,115 MiB,,,136 MiB,,,,,,,122 MiB,,
2024-10-16 02:11:40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122 MiB,,,,,,,,,,,,,,128 MiB,,,,,127 MiB,,,,,,,,,,,,,,98.1 MiB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,135 MiB,,,,,,,,142 MiB,,,138 MiB,,,,,115 MiB,,,139 MiB,,,,,,,122 MiB,,
2024-10-16 02:12:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122 MiB,,,,,,,,,81.0 MiB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,135 MiB,,,,,,,,142 MiB,,,138 MiB,,,,,115 MiB,,,139 MiB,,,,,,,,,
2024-10-16 02:12:20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,126 MiB,,,,,,,,,115 MiB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,135 MiB,,,,,,,,142 MiB,,,138 MiB,,,,,115 MiB,,,139 MiB,,,,,,,,,
2024-10-16 02:12:40,,,,,,,,,,,,,,,,75.0 MiB,,,,,,,,,,,,,123 MiB,,,,,,,,,120 MiB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,135 MiB,,,,,,,,142 MiB,,,138 MiB,,,,,115 MiB,,,138 MiB,,,,,,,,,
2024-10-16 02:13:00,,,,,,,,,,,,,,,,116 MiB,,,,,,,,,,,,,124 MiB,,,,,,,,,119 MiB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,135 MiB,,,,,,,,142 MiB,,,138 MiB,,,,,115 MiB,,,138 MiB,,,,,,,,,
2024-10-16 02:13:20,,,,,,,,,,,,,,,,116 MiB,,,,,,,,,,,,,122 MiB,,,,,71.1 MiB,,,,122 MiB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,135 MiB,,,,,,,,142 MiB,,,138 MiB,,,,,115 MiB,,,132 MiB,,,,,,,,,
2024-10-16 02:13:40,,,,,,,,,,,,,,,,118 MiB,,,,,,,,,,,,,122 MiB,,,,,114 MiB,,,,120 MiB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,135 MiB,,,,,,,,142 MiB,,,138 MiB,,,,,115 MiB,,,132 MiB,,,,,,,,,
2024-10-16 02:14:00,,,,,,,,,,,,,,,,122 MiB,,,,,,,,,,,,,123 MiB,,,,,115 MiB,,,,120 MiB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,135 MiB,,,,,,,,142 MiB,,,138 MiB,,,,,115 MiB,,,134 MiB,,,,,,,,,
2024-10-16 02:14:20,,,,,,,,,,,,,,,,122 MiB,,,,,,,,,,,,,123 MiB,,,,,115 MiB,,,,120 MiB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,135 MiB,,,,,,,,142 MiB,,,138 MiB,,,,,115 MiB,,,134 MiB,,,,,,,,,
2024-10-16 02:14:40,,,,,,,,,,,,,,,,122 MiB,,,,,,,,,,,,,123 MiB,,,,,115 MiB,,,,120 MiB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,135 MiB,,,,,,,,142 MiB,,,138 MiB,,,,,115 MiB,,,135 MiB,,,,,,,,,
2024-10-16 02:15:00,,,,,,,,,,,,,,,,122 MiB,,,,,,,,,,,,,123 MiB,,,,,115 MiB,,,,120 MiB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,135 MiB,,,,,,,,142 MiB,,,138 MiB,,,,,115 MiB,,,135 MiB,,,,,,,,,
2024-10-16 02:15:20,,,,,,,,,,,,,,,,122 MiB,,,,,,,,,,,,,123 MiB,,,,,115 MiB,,,,120 MiB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,135 MiB,,,,,,,,142 MiB,,,138 MiB,,,,,115 MiB,,,135 MiB,,,,,,,,,
2024-10-16 02:15:40,,,,,,,,,,,,,,,,122 MiB,,,,,,,,,,,,,123 MiB,,,,,115 MiB,,,,120 MiB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,135 MiB,,,,,,,,,
2024-10-16 02:16:00,,,,,,,,,,,,,,,,122 MiB,,,,,,,,,,,,,123 MiB,,,,,115 MiB,,,,120 MiB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,135 MiB,,,,,,,,,
2024-10-16 02:16:20,,,,,,,,,,,,,,,,122 MiB,,,,,,,,,,,,,123 MiB,,,,,115 MiB,,,,120 MiB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,135 MiB,,,,,,,,,
2024-10-16 02:16:40,,,,,,,,,,,,,,,,122 MiB,,,,,,,,,,,,,123 MiB,,,,,115 MiB,,,,120 MiB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,135 MiB,,,,,,,,,
2024-10-16 02:17:00,,,,,,,,,,,,,,,,122 MiB,,,,,,,,,,,,,123 MiB,,,,,115 MiB,,,,120 MiB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,136 MiB,,,,,,,,,
2024-10-16 02:17:20,,,,,,,,,,,,,,,,122 MiB,,,,,,,,,,,,,123 MiB,,,,,115 MiB,,,,120 MiB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,136 MiB,,,,,,,,,
2024-10-16 02:17:40,,,,,,,,,,,,,,,,122 MiB,,,,,,,,,,,,,123 MiB,,,,,115 MiB,,,,120 MiB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,136 MiB,,,,,,,,,
2024-10-16 02:18:00,,,,,,,,,,,,,,,,122 MiB,,,,,,,,,,,,,123 MiB,,,,,115 MiB,,,,120 MiB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,136 MiB,,,,,,,,,
2024-10-16 02:18:20,,,,,,,,,,,,,,,,122 MiB,,,,,,,,,,,,,123 MiB,,,,,115 MiB,,,,120 MiB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,136 MiB,,,,,,,,,
2024-10-16 02:18:40,,,,,,,,,,,,,,,,122 MiB,,,,,,,,,,,,,123 MiB,,,,,115 MiB,,,,120 MiB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.8 MiB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,137 MiB,,,,,,,,,
2024-10-16 02:19:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.8 MiB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,137 MiB,,,,,,,,,
2024-10-16 02:19:20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.8 MiB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,137 MiB,,,,,,,,,
2024-10-16 02:19:40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.4 MiB,,,,,,,,,,,,,,,,,,,23.8 MiB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,138 MiB,,,,,,,,,
2024-10-16 02:20:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.4 MiB,,,,,,,,,,,,,,,,,,,23.8 MiB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,137 MiB,,,,,,,,,
2024-10-16 02:20:20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.4 MiB,,,,,,,,,,,,,,,,,,,23.8 MiB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,138 MiB,,,,,,,,,
2024-10-16 02:20:40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.4 MiB,,,,,,,,,,,,,,,,,,,23.8 MiB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,138 MiB,,,,,,,,,
2024-10-16 02:21:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.4 MiB,,,,,,,,,,,,,,,,,,,23.8 MiB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,139 MiB,,,,,57.4 MiB,,,,
2024-10-16 02:21:20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.4 MiB,,,,,,,,,,,,,,,,,,,23.8 MiB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,139 MiB,,,,,57.4 MiB,,,,
2024-10-16 02:21:40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.4 MiB,,,,,,,,,,,,,,,,,,,23.8 MiB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,138 MiB,,,,,57.4 MiB,,,,
2024-10-16 02:22:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.4 MiB,,,,,,,,,,,,,,,,,,,23.8 MiB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,138 MiB,,,,,57.4 MiB,,,,
2024-10-16 02:22:20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.4 MiB,,,,,,,,,,,,,,,,,,,23.8 MiB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,139 MiB,,,,,57.4 MiB,,,,
2024-10-16 02:22:40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.4 MiB,,,,,,,,,,,,,,,,,,,23.8 MiB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,139 MiB,,,,,57.4 MiB,,,,
