Thread 0
[200.0, 1.730142001517E12, 0.0, 0.0, 1.730142014857E12, 548.0]
[200.0, 1.730142014942E12, 0.0, 0.0, 1.730142017778E12, 336.0]
[200.0, 1.730142017868E12, 0.0, 0.0, 1.730142023469E12, 359.0]
[200.0, 1.730142023537E12, 0.0, 0.0, 1.730142028725E12, 329.0]
[200.0, 1.730142028812E12, 0.0, 0.0, 1.730142033558E12, 351.0]
[200.0, 1.730142033632E12, 0.0, 0.0, 1.730142034507E12, 321.0]
[200.0, 1.730142034595E12, 0.0, 0.0, 1.73014204165E12, 339.0]
[200.0, 1.73014204174E12, 0.0, 0.0, 1.730142044368E12, 345.0]
[200.0, 1.730142044461E12, 0.0, 0.0, 1.73014204742E12, 313.0]
[200.0, 1.730142047508E12, 0.0, 0.0, 1.730142054098E12, 357.0]
[200.0, 1.730142054175E12, 0.0, 0.0, 1.730142055175E12, 377.0]
[200.0, 1.730142055263E12, 0.0, 0.0, 1.7301420599E12, 341.0]
[200.0, 1.730142059969E12, 0.0, 0.0, 1.73014206383E12, 427.0]
[200.0, 1.730142063918E12, 0.0, 0.0, 1.73014206932E12, 618.0]
[200.0, 1.730142069407E12, 0.0, 0.0, 1.730142077811E12, 323.0]
[200.0, 1.7301420779E12, 0.0, 0.0, 1.730142081238E12, 324.0]
[200.0, 1.730142081322E12, 0.0, 0.0, 1.730142084337E12, 376.0]
[200.0, 1.730142084418E12, 0.0, 0.0, 1.730142090764E12, 332.0]
[200.0, 1.730142090851E12, 0.0, 0.0, 1.730142093492E12, 336.0]
[200.0, 1.730142093795E12, 0.0, 0.0, 1.73014210027E12, 312.0]
[200.0, 1.73014210034E12, 0.0, 0.0, 1.730142106429E12, 328.0]
[200.0, 1.730142106523E12, 0.0, 0.0, 1.730142111951E12, 324.0]
[200.0, 1.730142112018E12, 0.0, 0.0, 1.73014211937E12, 344.0]
[500.0, 1.730142119461E12, 0.0, 0.0, 1.730142149471E12, 0.0]
[200.0, 1.730142149543E12, 0.0, 0.0, 1.730142157438E12, 339.0]
[200.0, 1.730142157518E12, 0.0, 0.0, 1.730142164188E12, 393.0]
[200.0, 1.730142164283E12, 0.0, 0.0, 1.73014217299E12, 341.0]
[500.0, 1.730142173104E12, 0.0, 0.0, 1.730142203116E12, 0.0]
Thread 1
[500.0, 1.730142001517E12, 0.0, 0.0, 1.730142031998E12, 0.0]
[500.0, 1.730142032585E12, 0.0, 0.0, 1.730142062708E12, 0.0]
[500.0, 1.730142063169E12, 0.0, 0.0, 1.7301420932E12, 0.0]
[200.0, 1.730142093779E12, 0.0, 0.0, 1.73014209927E12, 340.0]
[200.0, 1.730142099364E12, 0.0, 0.0, 1.73014210785E12, 342.0]
[200.0, 1.730142107937E12, 0.0, 0.0, 1.73014211594E12, 386.0]
[200.0, 1.730142116027E12, 0.0, 0.0, 1.730142120381E12, 327.0]
[200.0, 1.730142120467E12, 0.0, 0.0, 1.730142124182E12, 475.0]
