Thread 0
[200.0, 1.73014242096E12, 0.0, 0.0, 1.730142433467E12, 124.0]
[200.0, 1.730142433494E12, 0.0, 0.0, 1.730142434401E12, 142.0]
[200.0, 1.730142434438E12, 0.0, 0.0, 1.730142435974E12, 134.0]
[200.0, 1.730142436021E12, 0.0, 0.0, 1.730142438386E12, 118.0]
[200.0, 1.730142438416E12, 0.0, 0.0, 1.730142441102E12, 120.0]
[200.0, 1.730142441133E12, 0.0, 0.0, 1.730142443365E12, 137.0]
[200.0, 1.730142443409E12, 0.0, 0.0, 1.73014244442E12, 129.0]
[200.0, 1.730142444446E12, 0.0, 0.0, 1.730142449057E12, 147.0]
[200.0, 1.730142449103E12, 0.0, 0.0, 1.73014245034E12, 143.0]
[200.0, 1.730142450369E12, 0.0, 0.0, 1.730142452839E12, 167.0]
[200.0, 1.730142452864E12, 0.0, 0.0, 1.730142453247E12, 136.0]
[200.0, 1.730142453283E12, 0.0, 0.0, 1.730142454973E12, 151.0]
[200.0, 1.730142454998E12, 0.0, 0.0, 1.730142456496E12, 174.0]
[200.0, 1.730142456547E12, 0.0, 0.0, 1.730142456804E12, 153.0]
[200.0, 1.730142456856E12, 0.0, 0.0, 1.730142457908E12, 126.0]
[200.0, 1.730142457937E12, 0.0, 0.0, 1.730142458934E12, 148.0]
[200.0, 1.730142458958E12, 0.0, 0.0, 1.730142466628E12, 124.0]
[200.0, 1.730142466676E12, 0.0, 0.0, 1.730142467712E12, 135.0]
[200.0, 1.730142467748E12, 0.0, 0.0, 1.730142469057E12, 156.0]
[200.0, 1.730142469087E12, 0.0, 0.0, 1.730142470374E12, 140.0]
[200.0, 1.730142470397E12, 0.0, 0.0, 1.730142472208E12, 142.0]
[200.0, 1.730142472238E12, 0.0, 0.0, 1.730142473134E12, 117.0]
[200.0, 1.730142473187E12, 0.0, 0.0, 1.730142474779E12, 149.0]
[200.0, 1.730142474809E12, 0.0, 0.0, 1.730142475197E12, 120.0]
[200.0, 1.730142475244E12, 0.0, 0.0, 1.730142475558E12, 127.0]
[200.0, 1.73014247559E12, 0.0, 0.0, 1.73014247695E12, 134.0]
[200.0, 1.730142476978E12, 0.0, 0.0, 1.730142477175E12, 113.0]
[200.0, 1.730142477199E12, 0.0, 0.0, 1.730142477563E12, 132.0]
[200.0, 1.730142477587E12, 0.0, 0.0, 1.730142480168E12, 129.0]
[200.0, 1.730142480193E12, 0.0, 0.0, 1.730142480797E12, 133.0]
[200.0, 1.730142480827E12, 0.0, 0.0, 1.730142481005E12, 129.0]
[200.0, 1.730142481031E12, 0.0, 0.0, 1.730142481203E12, 132.0]
[200.0, 1.730142481228E12, 0.0, 0.0, 1.730142481485E12, 149.0]
[200.0, 1.730142481522E12, 0.0, 0.0, 1.730142482877E12, 183.0]
[200.0, 1.730142482902E12, 0.0, 0.0, 1.730142484516E12, 148.0]
[200.0, 1.730142484556E12, 0.0, 0.0, 1.730142485018E12, 159.0]
[200.0, 1.730142485042E12, 0.0, 0.0, 1.730142486069E12, 140.0]
[200.0, 1.730142486097E12, 0.0, 0.0, 1.730142486855E12, 332.0]
[200.0, 1.730142486907E12, 0.0, 0.0, 1.730142487186E12, 192.0]
[200.0, 1.730142487216E12, 0.0, 0.0, 1.730142487978E12, 164.0]
[200.0, 1.730142488003E12, 0.0, 0.0, 1.730142488737E12, 164.0]
[200.0, 1.730142488768E12, 0.0, 0.0, 1.730142489696E12, 190.0]
[200.0, 1.730142489726E12, 0.0, 0.0, 1.730142490451E12, 163.0]
[200.0, 1.730142490493E12, 0.0, 0.0, 1.730142491507E12, 147.0]
[200.0, 1.730142491542E12, 0.0, 0.0, 1.730142492567E12, 158.0]
[200.0, 1.730142492593E12, 0.0, 0.0, 1.730142493068E12, 174.0]
[200.0, 1.73014249313E12, 0.0, 0.0, 1.73014249367E12, 158.0]
[200.0, 1.730142493716E12, 0.0, 0.0, 1.730142494406E12, 192.0]
[200.0, 1.730142494441E12, 0.0, 0.0, 1.730142495266E12, 153.0]
[200.0, 1.73014249532E12, 0.0, 0.0, 1.730142496617E12, 169.0]
[200.0, 1.730142496676E12, 0.0, 0.0, 1.730142497225E12, 140.0]
[200.0, 1.730142497262E12, 0.0, 0.0, 1.730142498063E12, 159.0]
[200.0, 1.730142498087E12, 0.0, 0.0, 1.730142498563E12, 127.0]
[200.0, 1.730142498589E12, 0.0, 0.0, 1.730142498992E12, 140.0]
[200.0, 1.730142499018E12, 0.0, 0.0, 1.730142499831E12, 155.0]
[200.0, 1.730142499856E12, 0.0, 0.0, 1.730142500382E12, 162.0]
[200.0, 1.730142500424E12, 0.0, 0.0, 1.730142502036E12, 152.0]
[200.0, 1.73014250206E12, 0.0, 0.0, 1.730142502808E12, 160.0]
[200.0, 1.730142502835E12, 0.0, 0.0, 1.730142503018E12, 128.0]
[200.0, 1.730142503043E12, 0.0, 0.0, 1.730142503627E12, 147.0]
[200.0, 1.73014250365E12, 0.0, 0.0, 1.730142503859E12, 129.0]
[200.0, 1.730142503886E12, 0.0, 0.0, 1.730142504207E12, 163.0]
[200.0, 1.730142504237E12, 0.0, 0.0, 1.730142518189E12, 150.0]
[200.0, 1.73014251822E12, 0.0, 0.0, 1.730142529736E12, 214.0]
[200.0, 1.730142529778E12, 0.0, 0.0, 1.730142530871E12, 201.0]
