sep=,
"Time","reducirimagen-755894457-2dwpd","reducirimagen-755894457-2nqj2","reducirimagen-755894457-6pc9g","reducirimagen-755894457-6q5m5","reducirimagen-755894457-6xrp6","reducirimagen-755894457-798hp","reducirimagen-755894457-7xwkm","reducirimagen-755894457-8xbk5","reducirimagen-755894457-bwsr6","reducirimagen-755894457-cgd2k","reducirimagen-755894457-dvw22","reducirimagen-755894457-fs6fk","reducirimagen-755894457-fvp9d","reducirimagen-755894457-fwtfs","reducirimagen-755894457-gcgbr","reducirimagen-755894457-hlz85","reducirimagen-755894457-j29q8","reducirimagen-755894457-j8rp8","reducirimagen-755894457-jcjhb","reducirimagen-755894457-jclgd","reducirimagen-755894457-krcrr","reducirimagen-755894457-lcp7m","reducirimagen-755894457-lhss9","reducirimagen-755894457-mdpdd","reducirimagen-755894457-mwqjp","reducirimagen-755894457-ngfdz","reducirimagen-755894457-nv2rd","reducirimagen-755894457-pb55s","reducirimagen-755894457-pxsqg","reducirimagen-755894457-q6tkg","reducirimagen-755894457-qk654","reducirimagen-755894457-r4scc","reducirimagen-755894457-slz2k","reducirimagen-755894457-t8v66","reducirimagen-755894457-vd95h","reducirimagen-755894457-vnqdn","reducirimagen-755894457-vx5m8","reducirimagen-755894457-w6xnw","reducirimagen-755894457-wxhsr","reducirimagen-755894457-xpnnj","reducirimagen-755894457-zhvt9"
2025-04-15 16:14:40,,,0.749,,,,,,,,,0.664,,,,,,,,,,0.847,,,,,,0.692,,,,,,,,,,,,,0.867
2025-04-15 16:15:00,,,0.880,,,,,,,,,0.678,,,,,,,,,,0.938,,,,,,0.578,,,,,,,,,,,,,0.575
2025-04-15 16:15:20,,,0.740,,,,,,,,,0.539,,,,,,,,,,0.856,,,,,,0.446,,,,,,,,,,,,,0.796
2025-04-15 16:15:40,,,,,,,,,,,,0.755,,,,,,,,,,0.794,,,,,,0.608,,,,,,,,,,,,,0.836
2025-04-15 16:16:00,,,0.760,,,,,,,,,0.807,,,,,,,,,,0.899,,,,,,0.767,,,,,,,,,,,,,0.636
2025-04-15 16:16:20,,,0.798,,,,,,,,,0.884,,,,,,,,,,0.762,,,,,,,,,,,,,,,,,,,0.745
2025-04-15 16:16:40,,,0.773,,,,,,,,,0.750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.751
2025-04-15 16:17:00,,,0.760,,,,,,,,,0.660,,,,,,,,,,0.808,,,,,,0.730,,,,,,,,,,,,,0.627
2025-04-15 16:17:20,,,0.888,,,,,,,,,0.677,,,,,,,,,,0.852,,,,,,0.652,,,,,,,,,,,,,0.944
2025-04-15 16:17:40,,,0.610,,,,,,,,,0.501,,,,,,,,,,0.895,,,,,,0.815,,,,,,,,,,,,,0.794
2025-04-15 16:18:00,,,0.721,,,,,,,,,0.827,,,,,,,,,,0.864,,,,,,0.687,,,,,,,,,,,,,0.756
2025-04-15 16:18:20,,,0.767,,,,,,,,,0.398,,,,,,,,,,1.01,,,,,,0.768,,,,,,,,,,,,,0.738
2025-04-15 16:18:40,,,0.736,,,,,,,,,0.786,,,,,,,,,,0.954,,,,,,0.714,,,,,,,,,,,,,
2025-04-15 16:19:00,,,0.769,,,,,,,,,0.802,,,,,,,,,,0.900,,,,,,0.858,,,,,,,,,,,,,0.677
2025-04-15 16:19:20,,,0.695,,,,,,,,,0.824,,,,,,,,,,0.908,,,,,,0.804,,,,,,,,,,,,,0.735
2025-04-15 16:19:40,,,,,,,,,,,,0.853,,,,,,,,,,0.956,,,,,,0.637,,,,,,,,,,,,,0.686
2025-04-15 16:20:00,,,0.820,,,,,,,,,0.897,,,,,,,,,,0.851,,,,,,0.772,,,,,,,,,,,,,0.825
2025-04-15 16:20:20,,,0.767,,,,,,,,,0.715,,,,,,,,,,0.857,,,,,,0.714,,,,,,,,,,,,,0.671
2025-04-15 16:20:40,,,0.666,,,,,,,,,0.666,,,,,,,,,,0.908,,,,,,0.639,,,,,,,,,,,,,0.913
2025-04-15 16:21:00,,,0.736,,,,,,,,,0.807,,,,,,,,,,0.963,,,,,,0.755,,,,,,,,,,,,,0.787
2025-04-15 16:21:20,,,0.547,,,,,,,,,0.749,,,,,,,,,,0.961,,,,,,0.717,,,,,,,,,,,,,0.711
2025-04-15 16:21:40,,,0.829,,,,,,,,,0.403,,,,,,,,,,0.885,,,,,,0.598,,,,,,,,,,,,,
2025-04-15 16:22:00,,,0.828,,,,,,,,,0.785,,,,,,,,,,0.715,,,,,,0.830,,,,,,,,,,,,,
2025-04-15 16:22:20,,,0.757,,,,,,,,,0.858,,,,,,,,,,0.833,,,,,,0.625,,,,,,,,,,,,,0.629
2025-04-15 16:22:40,,,0.491,,,,,,,,,,,,,,,,,,,0.933,,,,,,0.696,,,,,,,,,,,,,0.662
2025-04-15 16:23:00,,,0.915,,,,,,,,,,,,,,,,,,,0.901,,,,,,0.732,,,,,,,,,,,,,0.848
2025-04-15 16:23:20,,,0.425,,,,,,,,,0.645,,,,,,,,,,0.941,,,,,,0.671,,,,,,,,,,,,,0.779
2025-04-15 16:23:40,,,0.842,,,,,,,,,0.859,,,,,,,,,,0.842,,,,,,0.738,,,,,,,,,,,,,0.736
2025-04-15 16:24:00,,,0.655,,,,,,,,,0.798,,,,,,,,,,0.795,,,,,,0.705,,,,,,,,,,,,,0.735
2025-04-15 16:24:20,,,0.819,,,,,,,,,0.509,,,,,,,,,,0.865,,,,,,0.769,,,,,,,,,,,,,0.677
2025-04-15 16:24:40,,,0.584,,,,,,,,,,,,,,,,,,,0.876,,,,,,0.789,,,,,,,,,,,,,0.726
2025-04-15 16:25:00,,,0.617,,,,,,,,,0.627,,,,,,,,,,0.821,,,,,,0.618,,,,,,,,,,,,,0.740
2025-04-15 16:25:20,,,0.00128,,,,,,,,,0.368,,,,,,,,,,0.000890,,,,,,0.0744,,,,,,,,,,,,,0.117
2025-04-15 16:25:40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00749
2025-04-15 16:26:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00754
2025-04-15 16:26:20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0149
2025-04-15 16:26:40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00731
2025-04-15 16:27:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0123
2025-04-15 16:27:20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.879
2025-04-15 16:28:20,,,,,,,,,,0.567,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.809
2025-04-15 16:28:40,,,,,,,,,,0.916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.945
2025-04-15 16:29:00,,,,,,,,,,0.798,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.06,0.766
2025-04-15 16:29:20,,,,,,,,,,0.882,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.646,0.719
2025-04-15 16:29:40,,,,,,,0.973,,,0.842,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.803,0.801
2025-04-15 16:30:00,,,,,,,,,,0.650,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.596,0.589
2025-04-15 16:30:20,,,,,,,0.846,,,0.707,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.760,0.771
2025-04-15 16:30:40,,,,,,,0.745,,,0.758,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.794,0.725
2025-04-15 16:31:00,,,,,,,0.826,,,0.718,,,,,,,,,,,,,,,,,,,0.856,,,,,,,,,,,0.558,0.809
2025-04-15 16:31:20,,,,,,,0.598,,,0.637,,,,,,,,,,,,,,,,,,,0.767,,,,,,,,,,,0.773,0.673
2025-04-15 16:31:40,,,,,,,0.478,,,,,,,,,,,,,,,,,,,,,,0.968,,,,,,,,,,,0.737,0.569
2025-04-15 16:32:00,,,,,,,0.853,,,0.636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.674,0.632
2025-04-15 16:32:20,,,,,,,0.919,,,0.716,,,,,,,,,,,,,,,,,,,0.687,,,,,,,,,,,0.700,0.699
2025-04-15 16:32:40,,,,,,,0.877,,,0.688,,,,,,,,,,,,,,,,,,,0.743,,,,,,,,,,,0.732,0.542
2025-04-15 16:33:00,,,,,,,0.823,,,0.702,,,,,,,,,,,,,,,,,,,0.523,,,,,,,,,,,0.770,0.536
2025-04-15 16:33:20,,,,,,,0.930,,,0.741,,,,,,,,,,,,,,,,,,,0.830,,,,,,,,,,,0.690,0.694
2025-04-15 16:33:40,,,,,,,0.992,,,0.693,,,,,,,,,,,,,,,,,,,0.874,,,,,,,,,,,0.436,0.575
2025-04-15 16:34:00,,,,,,,0.772,,,0.860,,,,,,,,,,,,,,,,,,,0.878,,,,,,,,,,,0.722,0.636
2025-04-15 16:34:20,,,,,,,,,,0.812,,,,,,,,,,,,,,,,,,,0.735,,,,,,,,,,,0.849,0.788
2025-04-15 16:34:40,,,,,,,0.851,,,0.646,,,,,,,,,,,,,,,,,,,0.803,,,,,,,,,,,0.790,0.702
2025-04-15 16:35:00,,,,,,,0.584,,,0.678,,,,,,,,,,,,,,,,,,,0.800,,,,,,,,,,,0.698,0.704
2025-04-15 16:35:20,,,,,,,0.894,,,,,,,,,,,,,,,,,,,,,,0.831,,,,,,,,,,,0.776,0.628
2025-04-15 16:35:40,,,,,,,0.977,,,0.758,,,,,,,,,,,,,,,,,,,0.515,,,,,,,,,,,0.543,0.775
2025-04-15 16:36:00,,,,,,,0.719,,,0.706,,,,,,,,,,,,,,,,,,,0.811,,,,,,,,,,,0.637,0.453
2025-04-15 16:36:20,,,,,,,,,,0.663,,,,,,,,,,,,,,,,,,,0.935,,,,,,,,,,,0.736,0.734
2025-04-15 16:36:40,,,,,,,0.855,,,0.488,,,,,,,,,,,,,,,,,,,0.924,,,,,,,,,,,0.703,0.842
2025-04-15 16:37:00,,,,,,,0.792,,,0.707,,,,,,,,,,,,,,,,,,,0.972,,,,,,,,,,,0.560,0.705
2025-04-15 16:37:20,,,,,,,0.761,,,0.783,,,,,,,,,,,,,,,,,,,0.850,,,,,,,,,,,0.750,0.538
2025-04-15 16:37:40,,,,,,,0.879,,,0.673,,,,,,,,,,,,,,,,,,,0.885,,,,,,,,,,,0.659,0.655
2025-04-15 16:38:00,,,,,,,0.835,,,0.745,,,,,,,,,,,,,,,,,,,0.804,,,,,,,,,,,0.561,0.849
2025-04-15 16:38:20,,,,,,,0.922,,,0.777,,,,,,,,,,,,,,,,,,,0.745,,,,,,,,,,,0.785,0.711
2025-04-15 16:38:40,,,,,,,0.747,,,0.379,,,,,,,,,,,,,,,,,,,0.841,,,,,,,,,,,0.773,0.861
2025-04-15 16:39:00,,,,,,,0.742,,,0.732,,,,,,,,,,,,,,,,,,,0.569,,,,,,,,,,,0.807,0.762
2025-04-15 16:39:20,,,,,,,0.886,,,0.646,,,,,,,,,,,,,,,,,,,0.788,,,,,,,,,,,,0.583
2025-04-15 16:39:40,,,,,,,0.899,,,0.879,,,,,,,,,,,,,,,,,,,0.860,,,,,,,,,,,,0.692
2025-04-15 16:40:00,,,,,,,0.896,,,0.717,,,,,,,,,,,,,,,,,,,0.741,,,,,,,,,,,0.805,0.873
2025-04-15 16:40:20,,,,,,,0.843,,,0.799,,,,,,,,,,,,,,,,,,,0.750,,,,,,,,,,,0.821,0.630
2025-04-15 16:40:40,,,,,,,0.921,,,0.637,,,,,,,,,,,,,,,,,,,0.747,,,,,,,,,,,0.845,0.742
2025-04-15 16:41:00,,,,,,,0.799,,,0.778,,,,,,,,,,,,,,,,,,,0.847,,,,,,,,,,,0.705,0.724
2025-04-15 16:41:20,,,,,,,0.861,,,0.448,,,,,,,,,,,,,,,,,,,0.833,,,,,,,,,,,0.632,0.764
2025-04-15 16:41:40,,,,,,,0.681,,,0.799,,,,,,,,,,,,,,,,,,,0.496,,,,,,,,,,,0.704,0.471
2025-04-15 16:42:00,,,,,,,,,,0.721,,,,,,,,,,,,,,,,,,,0.727,,,,,,,,,,,0.405,0.758
2025-04-15 16:42:20,,,,,,,0.00754,,,0.195,,,,,,,,,,,,,,,,,,,0.369,,,,,,,,,,,,0.163
2025-04-15 16:42:40,,,,,,,,,,0.000880,,,,,,,,,,,,,,,,,,,0.000730,,,,,,,,,,,,0.00121
2025-04-15 16:43:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00737
2025-04-15 16:43:20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0117
2025-04-15 16:43:40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0117
2025-04-15 16:44:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0151
2025-04-15 16:44:20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.756
2025-04-15 16:44:40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.03
2025-04-15 16:45:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.03
2025-04-15 16:45:20,,,,,,,,,,,,,,,,,,,,,1.14,,,,,,,,,,,,,,,,,,,,0.991
2025-04-15 16:45:40,,,,,,,,,,,,,,,,,,,,,1.03,,,,,,,,,,,,,,,,,,,,0.865
2025-04-15 16:46:00,,,,,,,,,,,,,0.733,,,,,,,,0.821,,,,,,,,,,,,,,,,,,,,0.695
2025-04-15 16:46:20,,,,,,,,,,,,,0.525,,,,,,,,1.01,,,,,,,,,,,,,,,,,,,,0.739
2025-04-15 16:46:40,,,,,,,,,,,,,0.596,,,,,,0.560,,,,,,,,,,,,,,,,,,,,,,0.708
2025-04-15 16:47:00,,,,,,,,,,,,,0.550,,,,,,0.756,,0.802,,,,,,,,,,,,,,,,,,,,
2025-04-15 16:47:20,,,,,,,,,,,,,0.718,,,,,,0.957,,0.682,,,,,,,,,,0.573,,,,,,,,,,0.577
2025-04-15 16:47:40,,,,,,,,,,,,,0.764,,,,,,0.875,,0.673,,,,,,,,,,0.729,,,,,,,,,,0.676
2025-04-15 16:48:00,,,,,,,,,,,,,0.512,,,,,,0.887,,0.768,,,,,,,,,,0.818,,,,,,,,,,0.832
2025-04-15 16:48:20,,,,,,,,,,,,,0.727,,,,,,0.789,,0.893,,,,,,,,,,0.815,,,,,,,,,,
2025-04-15 16:48:40,,,,,,,,,,,,,0.768,,,,,,0.661,,0.833,,,,,,,,,,0.956,,,,,,,,,,0.568
2025-04-15 16:49:00,,,,,,,,,,,,,0.755,,,,,,0.698,,0.886,,,,,,,,,,,,,,,,,,,,0.830
2025-04-15 16:49:20,,,,,,,,,,,,,0.793,,,,,,0.834,,0.877,,,,,,,,,,0.890,,,,,,,,,,0.740
2025-04-15 16:49:40,,,,,,,,,,,,,0.738,,,,,,0.846,,0.716,,,,,,,,,,0.757,,,,,,,,,,0.741
2025-04-15 16:50:00,,,,,,,,,,,,,0.490,,,,,,0.764,,0.901,,,,,,,,,,0.759,,,,,,,,,,0.703
2025-04-15 16:50:20,,,,,,,,,,,,,0.755,,,,,,0.756,,,,,,,,,,,,0.573,,,,,,,,,,0.782
2025-04-15 16:50:40,,,,,,,,,,,,,0.803,,,,,,0.732,,0.582,,,,,,,,,,,,,,,,,,,,0.803
2025-04-15 16:51:00,,,,,,,,,,,,,0.801,,,,,,0.685,,0.865,,,,,,,,,,0.869,,,,,,,,,,
2025-04-15 16:51:20,,,,,,,,,,,,,,,,,,,0.571,,0.442,,,,,,,,,,0.892,,,,,,,,,,
2025-04-15 16:51:40,,,,,,,,,,,,,0.866,,,,,,0.643,,0.885,,,,,,,,,,0.427,,,,,,,,,,0.773
2025-04-15 16:52:00,,,,,,,,,,,,,0.693,,,,,,0.499,,0.759,,,,,,,,,,0.825,,,,,,,,,,0.698
2025-04-15 16:52:20,,,,,,,,,,,,,0.750,,,,,,0.736,,0.728,,,,,,,,,,0.855,,,,,,,,,,0.833
2025-04-15 16:52:40,,,,,,,,,,,,,0.709,,,,,,0.582,,0.826,,,,,,,,,,0.769,,,,,,,,,,0.785
2025-04-15 16:53:00,,,,,,,,,,,,,0.583,,,,,,0.729,,,,,,,,,,,,0.824,,,,,,,,,,0.808
2025-04-15 16:53:20,,,,,,,,,,,,,,,,,,,,,0.548,,,,,,,,,,,,,,,,,,,,
2025-04-15 16:53:40,,,,,,,,,,,,,0.872,,,,,,,,0.699,,,,,,,,,,,,,,,,,,,,
2025-04-15 16:54:00,,,,,,,,,,,,,0.737,,,,,,0.847,,0.670,,,,,,,,,,0.845,,,,,,,,,,0.714
2025-04-15 16:54:20,,,,,,,,,,,,,0.820,,,,,,0.767,,,,,,,,,,,,0.783,,,,,,,,,,0.715
2025-04-15 16:54:40,,,,,,,,,,,,,0.758,,,,,,0.448,,0.572,,,,,,,,,,0.751,,,,,,,,,,0.686
2025-04-15 16:55:00,,,,,,,,,,,,,,,,,,,0.812,,0.682,,,,,,,,,,0.878,,,,,,,,,,0.789
2025-04-15 16:55:20,,,,,,,,,,,,,0.783,,,,,,0.636,,0.643,,,,,,,,,,0.758,,,,,,,,,,0.801
2025-04-15 16:55:40,,,,,,,,,,,,,0.600,,,,,,0.648,,0.834,,,,,,,,,,0.447,,,,,,,,,,0.583
2025-04-15 16:56:00,,,,,,,,,,,,,0.776,,,,,,0.839,,0.693,,,,,,,,,,0.766,,,,,,,,,,
2025-04-15 16:56:20,,,,,,,,,,,,,0.842,,,,,,0.789,,0.638,,,,,,,,,,,,,,,,,,,,0.486
2025-04-15 16:56:40,,,,,,,,,,,,,0.625,,,,,,0.831,,0.634,,,,,,,,,,0.902,,,,,,,,,,0.713
2025-04-15 16:57:00,,,,,,,,,,,,,0.726,,,,,,0.828,,0.795,,,,,,,,,,0.880,,,,,,,,,,0.472
2025-04-15 16:57:20,,,,,,,,,,,,,0.917,,,,,,0.700,,0.838,,,,,,,,,,0.704,,,,,,,,,,0.798
2025-04-15 16:57:40,,,,,,,,,,,,,0.835,,,,,,0.865,,0.681,,,,,,,,,,0.810,,,,,,,,,,0.759
2025-04-15 16:58:00,,,,,,,,,,,,,,,,,,,0.653,,0.819,,,,,,,,,,0.809,,,,,,,,,,0.852
2025-04-15 16:58:20,,,,,,,,,,,,,0.760,,,,,,0.547,,0.813,,,,,,,,,,0.708,,,,,,,,,,0.804
2025-04-15 16:58:40,,,,,,,,,,,,,0.792,,,,,,0.864,,0.623,,,,,,,,,,0.821,,,,,,,,,,0.805
2025-04-15 16:59:00,,,,,,,,,,,,,0.880,,,,,,0.872,,0.550,,,,,,,,,,0.473,,,,,,,,,,0.584
2025-04-15 16:59:20,,,,,,,,,,,,,0.000883,,,,,,0.280,,0.00115,,,,,,,,,,0.000932,,,,,,,,,,0.284
2025-04-15 16:59:40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00674,,,,,,,,,,0.00121
2025-04-15 17:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00752
2025-04-15 17:00:20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0149
2025-04-15 17:00:40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0113
2025-04-15 17:01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00725
2025-04-15 17:02:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.994
2025-04-15 17:02:20,,,,,,,,,,,,,,,,,,,,0.878,,,,,,,,,,,,,,,,,,,,,0.939
2025-04-15 17:02:40,,,,,,,,,,,,,,,,,,,,1.03,,,,,,,,,,,,,,,,,,,,,
2025-04-15 17:03:00,,,,,,,,,,,,,,,,,,,,0.816,,,,,,,,,,,,,,,,,,,0.613,,1.02
2025-04-15 17:03:20,,,,,,,,,,,,,,,,,,,,0.867,,,,,,,,,,,,,,,,,,,0.900,,0.884
2025-04-15 17:03:40,,,,,,,,,,,,,,,,,,,,0.860,,,,,,,0.872,,,,,,,,,,,,0.895,,0.572
2025-04-15 17:04:00,,,,,,,,,,,,,,,,,,,,0.408,,,,,,,0.737,,,,,,,,,,,,0.863,,0.664
2025-04-15 17:04:20,,,,,,,,,,,,,,,,,,,,0.807,,,,,0.834,,0.763,,,,,,,,,,,,0.713,,0.751
2025-04-15 17:04:40,,,,,,,,,,,,,,,,,,,,0.627,,,,,0.892,,0.866,,,,,,,,,,,,,,0.774
2025-04-15 17:05:00,,,,,,,,,,,,,,,,,,,,0.795,,,,,1.04,,0.835,,,,,,,,,,,,0.781,,0.677
2025-04-15 17:05:20,,,,,,,,,,,,,,,,,,,,0.433,,,,,,,,,,,,,,,,,,,0.776,,0.789
2025-04-15 17:05:40,,,,,,,,,,,,,,,,,,,,,,,,,,,0.501,,,,,,,,,,,,0.744,,0.871
2025-04-15 17:06:00,,,,,,,,,,,,,,,,,,,,0.673,,,,,0.963,,0.791,,,,,,,,,,,,0.757,,0.475
2025-04-15 17:06:20,,,,,,,,,,,,,,,,,,,,0.584,,,,,0.987,,0.885,,,,,,,,,,,,0.733,,0.760
2025-04-15 17:06:40,,,,,,,,,,,,,,,,,,,,0.744,,,,,0.776,,0.790,,,,,,,,,,,,0.694,,0.825
2025-04-15 17:07:00,,,,,,,,,,,,,,,,,,,,0.459,,,,,,,0.807,,,,,,,,,,,,0.841,,0.797
2025-04-15 17:07:20,,,,,,,,,,,,,,,,,,,,0.895,,,,,0.802,,0.763,,,,,,,,,,,,0.690,,0.802
2025-04-15 17:07:40,,,,,,,,,,,,,,,,,,,,0.722,,,,,0.866,,0.761,,,,,,,,,,,,,,0.859
2025-04-15 17:08:00,,,,,,,,,,,,,,,,,,,,0.627,,,,,0.877,,0.852,,,,,,,,,,,,,,0.471
2025-04-15 17:08:20,,,,,,,,,,,,,,,,,,,,0.844,,,,,0.691,,0.799,,,,,,,,,,,,0.775,,0.693
2025-04-15 17:08:40,,,,,,,,,,,,,,,,,,,,0.776,,,,,0.942,,0.702,,,,,,,,,,,,0.715,,0.651
2025-04-15 17:09:00,,,,,,,,,,,,,,,,,,,,0.841,,,,,0.900,,0.887,,,,,,,,,,,,,,0.607
2025-04-15 17:09:20,,,,,,,,,,,,,,,,,,,,,,,,,0.848,,0.729,,,,,,,,,,,,0.675,,
2025-04-15 17:09:40,,,,,,,,,,,,,,,,,,,,,,,,,0.898,,0.773,,,,,,,,,,,,0.884,,0.376
2025-04-15 17:10:00,,,,,,,,,,,,,,,,,,,,0.727,,,,,0.831,,0.718,,,,,,,,,,,,0.780,,0.738
2025-04-15 17:10:20,,,,,,,,,,,,,,,,,,,,0.849,,,,,0.880,,0.750,,,,,,,,,,,,0.846,,0.738
2025-04-15 17:10:40,,,,,,,,,,,,,,,,,,,,0.773,,,,,1.00,,0.729,,,,,,,,,,,,0.705,,
2025-04-15 17:11:00,,,,,,,,,,,,,,,,,,,,0.746,,,,,0.986,,,,,,,,,,,,,,0.664,,0.675
2025-04-15 17:11:20,,,,,,,,,,,,,,,,,,,,0.702,,,,,0.860,,,,,,,,,,,,,,0.965,,0.770
2025-04-15 17:11:40,,,,,,,,,,,,,,,,,,,,0.815,,,,,0.873,,,,,,,,,,,,,,,,0.785
2025-04-15 17:12:00,,,,,,,,,,,,,,,,,,,,,,,,,0.937,,0.646,,,,,,,,,,,,0.712,,0.704
2025-04-15 17:12:20,,,,,,,,,,,,,,,,,,,,0.743,,,,,0.789,,0.477,,,,,,,,,,,,0.824,,0.719
2025-04-15 17:12:40,,,,,,,,,,,,,,,,,,,,0.724,,,,,0.546,,0.652,,,,,,,,,,,,0.768,,0.825
2025-04-15 17:13:00,,,,,,,,,,,,,,,,,,,,0.755,,,,,0.836,,0.699,,,,,,,,,,,,0.868,,0.769
2025-04-15 17:13:20,,,,,,,,,,,,,,,,,,,,0.718,,,,,0.899,,0.827,,,,,,,,,,,,0.855,,0.790
2025-04-15 17:13:40,,,,,,,,,,,,,,,,,,,,0.689,,,,,0.844,,0.925,,,,,,,,,,,,0.666,,0.877
2025-04-15 17:14:00,,,,,,,,,,,,,,,,,,,,0.751,,,,,0.690,,0.801,,,,,,,,,,,,,,0.415
2025-04-15 17:14:20,,,,,,,,,,,,,,,,,,,,0.706,,,,,0.959,,0.744,,,,,,,,,,,,0.821,,0.736
2025-04-15 17:14:40,,,,,,,,,,,,,,,,,,,,0.671,,,,,,,0.809,,,,,,,,,,,,0.787,,0.684
2025-04-15 17:15:00,,,,,,,,,,,,,,,,,,,,0.726,,,,,0.904,,,,,,,,,,,,,,,,0.686
2025-04-15 17:15:20,,,,,,,,,,,,,,,,,,,,0.703,,,,,0.974,,,,,,,,,,,,,,0.779,,0.693
2025-04-15 17:15:40,,,,,,,,,,,,,,,,,,,,0.866,,,,,0.975,,0.807,,,,,,,,,,,,0.812,,0.631
2025-04-15 17:16:00,,,,,,,,,,,,,,,,,,,,0.763,,,,,0.679,,0.759,,,,,,,,,,,,0.649,,0.749
2025-04-15 17:16:20,,,,,,,,,,,,,,,,,,,,0.0883,,,,,0.0157,,0.204,,,,,,,,,,,,0.257,,0.234
2025-04-15 17:16:40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00125,,
2025-04-15 17:17:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00873
2025-04-15 17:17:20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0139
2025-04-15 17:17:40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00913
2025-04-15 17:18:20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.04
2025-04-15 17:18:40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.03
2025-04-15 17:19:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.987
2025-04-15 17:19:20,,,,1.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.656
2025-04-15 17:19:40,,,,0.944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.02
2025-04-15 17:20:00,,,,0.992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.02,,,0.817
2025-04-15 17:20:20,,,,0.985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.928,,,0.883
2025-04-15 17:20:40,,,,0.845,,,,,,,,,,,,,,,,,,,,0.666,,,,,,,,,,,,,,0.893,,,0.872
2025-04-15 17:21:00,,,,0.673,,,,,,,,,,,,,,,,,,,,0.915,,,,,,,,,,,,,,0.815,,,
2025-04-15 17:21:20,,,,0.870,,,,,,,,,,,,,,,,,,,,0.868,,,,,,,,,,,0.712,,,0.853,,,0.682
2025-04-15 17:21:40,,,,0.667,,,,,,,,,,,,,,,,,,,,0.440,,,,,,,,,,,,,,0.594,,,0.522
2025-04-15 17:22:00,,,,0.844,,,,,,,,,,,,,,,,,,,,0.699,,,,,,,,,,,0.580,,,0.652,,,0.788
2025-04-15 17:22:20,,,,,,,,,,,,,,,,,,,,,,,,0.798,,,,,,,,,,,0.741,,,0.695,,,0.896
2025-04-15 17:22:40,,,,0.363,,,,,,,,,,,,,,,,,,,,0.798,,,,,,,,,,,0.827,,,0.832,,,0.766
2025-04-15 17:23:00,,,,0.547,,,,,,,,,,,,,,,,,,,,0.792,,,,,,,,,,,0.946,,,0.543,,,0.774
2025-04-15 17:23:20,,,,,,,,,,,,,,,,,,,,,,,,0.864,,,,,,,,,,,0.864,,,,,,0.581
