sep=,
"Time","reducirimagen.openfaas-fn"
2025-04-06 21:33:02,1.34
2025-04-06 21:33:04,2.94
2025-04-06 21:33:06,9.35
2025-04-06 21:33:08,12.6
2025-04-06 21:33:10,15.9
2025-04-06 21:33:12,16.6
2025-04-06 21:33:14,16.6
2025-04-06 21:33:16,16.4
2025-04-06 21:33:18,16.5
2025-04-06 21:33:20,16.4
2025-04-06 21:33:22,16.6
2025-04-06 21:33:24,16.7
2025-04-06 21:33:26,16.5
2025-04-06 21:33:28,16.4
2025-04-06 21:33:30,16.4
2025-04-06 21:33:32,16.7
2025-04-06 21:33:34,16.6
2025-04-06 21:33:36,16.5
2025-04-06 21:33:38,16.5
2025-04-06 21:33:40,16.5
2025-04-06 21:33:42,16.1
2025-04-06 21:33:44,17.2
2025-04-06 21:33:46,22.6
2025-04-06 21:33:48,24.2
2025-04-06 21:33:50,26.1
2025-04-06 21:33:52,30.6
2025-04-06 21:33:54,30.5
2025-04-06 21:33:56,31.0
2025-04-06 21:33:58,30.8
2025-04-06 21:34:00,30.3
2025-04-06 21:34:02,29.7
2025-04-06 21:34:04,29.8
2025-04-06 21:34:06,32.0
2025-04-06 21:34:08,32.4
2025-04-06 21:34:10,32.8
2025-04-06 21:34:12,32.2
2025-04-06 21:34:14,32.2
2025-04-06 21:34:16,32.2
2025-04-06 21:34:18,32.3
2025-04-06 21:34:20,31.4
2025-04-06 21:34:22,28.3
2025-04-06 21:34:24,28.0
2025-04-06 21:34:26,30.7
2025-04-06 21:34:28,32.5
2025-04-06 21:34:30,34.6
2025-04-06 21:34:32,41.3
2025-04-06 21:34:34,42.4
2025-04-06 21:34:36,42.2
2025-04-06 21:34:38,42.0
2025-04-06 21:34:40,40.7
2025-04-06 21:34:42,37.3
2025-04-06 21:34:44,37
2025-04-06 21:34:46,38.4
2025-04-06 21:34:48,38.4
2025-04-06 21:34:50,39.2
2025-04-06 21:34:52,39.5
2025-04-06 21:34:54,40.0
2025-04-06 21:34:56,39.3
2025-04-06 21:34:58,38.5
2025-04-06 21:35:00,38.3
2025-04-06 21:35:02,37.6
2025-04-06 21:35:04,38.4
2025-04-06 21:35:06,42.3
2025-04-06 21:35:08,43.3
2025-04-06 21:35:10,44.1
2025-04-06 21:35:12,46.5
2025-04-06 21:35:14,46.6
2025-04-06 21:35:16,42.0
2025-04-06 21:35:18,41.6
2025-04-06 21:35:20,42.0
2025-04-06 21:35:22,45.4
2025-04-06 21:35:24,46.4
2025-04-06 21:35:26,48.6
2025-04-06 21:35:28,49.3
2025-04-06 21:35:30,48.6
2025-04-06 21:35:32,39.2
2025-04-06 21:35:34,33.5
2025-04-06 21:35:36,7.56
2025-04-06 21:35:38,2.11
2025-04-06 21:35:40,0
2025-04-06 21:35:42,0
2025-04-06 21:35:44,0
2025-04-06 21:35:46,0
2025-04-06 21:35:48,0
2025-04-06 21:35:50,0
2025-04-06 21:35:52,0
2025-04-06 21:35:54,0
2025-04-06 21:35:56,0
2025-04-06 21:35:58,0
2025-04-06 21:36:00,0
2025-04-06 21:36:02,0
2025-04-06 21:36:04,0
2025-04-06 21:36:06,0
2025-04-06 21:36:08,0
2025-04-06 21:36:10,0
2025-04-06 21:36:12,0
2025-04-06 21:36:14,0
2025-04-06 21:36:16,0
2025-04-06 21:36:18,0
2025-04-06 21:36:20,0
2025-04-06 21:36:22,0
2025-04-06 21:36:24,0
2025-04-06 21:36:26,2.20
2025-04-06 21:36:28,4.09
2025-04-06 21:36:30,5.98
2025-04-06 21:36:32,14.8
2025-04-06 21:36:34,16.4
2025-04-06 21:36:36,16.4
2025-04-06 21:36:38,16.4
2025-04-06 21:36:40,16.5
2025-04-06 21:36:42,16.7
2025-04-06 21:36:44,16.6
2025-04-06 21:36:46,16.5
2025-04-06 21:36:48,16.4
2025-04-06 21:36:50,16.4
2025-04-06 21:36:52,16.5
2025-04-06 21:36:54,16.5
2025-04-06 21:36:56,16.2
2025-04-06 21:36:58,16.1
2025-04-06 21:37:00,16.1
2025-04-06 21:37:02,16.3
2025-04-06 21:37:04,16.4
2025-04-06 21:37:06,16.4
2025-04-06 21:37:08,16.4
2025-04-06 21:37:10,16.4
2025-04-06 21:37:12,16.3
2025-04-06 21:37:14,17.6
2025-04-06 21:37:16,23.7
2025-04-06 21:37:18,24.9
2025-04-06 21:37:20,26.8
2025-04-06 21:37:22,30.6
2025-04-06 21:37:24,30.4
2025-04-06 21:37:26,30.4
2025-04-06 21:37:28,30.3
2025-04-06 21:37:30,30
2025-04-06 21:37:32,30.6
2025-04-06 21:37:34,30.5
2025-04-06 21:37:36,30.8
2025-04-06 21:37:38,31.4
2025-04-06 21:37:40,31.2
2025-04-06 21:37:42,31.7
2025-04-06 21:37:44,31.3
2025-04-06 21:37:46,28.4
2025-04-06 21:37:48,27.5
