sep=,
"Time","reducirimagen.openfaas-fn"
2025-04-15 15:19:00,1
2025-04-15 15:19:20,1
2025-04-15 15:19:40,1
2025-04-15 15:20:00,2
2025-04-15 15:20:20,2
2025-04-15 15:20:40,3
2025-04-15 15:21:00,3
2025-04-15 15:21:20,4
2025-04-15 15:21:40,4
2025-04-15 15:22:00,5
2025-04-15 15:22:20,5
2025-04-15 15:22:40,5
2025-04-15 15:23:00,5
2025-04-15 15:23:20,5
2025-04-15 15:23:40,5
2025-04-15 15:24:00,5
2025-04-15 15:24:20,5
2025-04-15 15:24:40,5
2025-04-15 15:25:00,5
2025-04-15 15:25:20,5
2025-04-15 15:25:40,5
2025-04-15 15:26:00,5
2025-04-15 15:26:20,5
2025-04-15 15:26:40,5
2025-04-15 15:27:00,5
2025-04-15 15:27:20,5
2025-04-15 15:27:40,5
2025-04-15 15:28:00,5
2025-04-15 15:28:20,5
2025-04-15 15:28:40,5
2025-04-15 15:29:00,5
2025-04-15 15:29:20,5
2025-04-15 15:29:40,5
2025-04-15 15:30:00,5
2025-04-15 15:30:20,5
2025-04-15 15:30:40,5
2025-04-15 15:31:00,5
2025-04-15 15:31:20,5
2025-04-15 15:31:40,5
2025-04-15 15:32:00,5
2025-04-15 15:32:20,5
2025-04-15 15:32:40,5
2025-04-15 15:33:00,5
2025-04-15 15:33:20,5
2025-04-15 15:33:40,5
2025-04-15 15:34:00,5
2025-04-15 15:34:20,5
2025-04-15 15:34:40,1
2025-04-15 15:35:00,1
2025-04-15 15:35:20,1
2025-04-15 15:35:40,1
2025-04-15 15:36:00,1
2025-04-15 15:36:20,1
2025-04-15 15:36:40,1
2025-04-15 15:37:00,2
2025-04-15 15:37:20,2
2025-04-15 15:37:40,3
2025-04-15 15:38:00,3
2025-04-15 15:38:20,4
2025-04-15 15:38:40,4
2025-04-15 15:39:00,5
2025-04-15 15:39:20,5
2025-04-15 15:39:40,5
2025-04-15 15:40:00,5
2025-04-15 15:40:20,5
2025-04-15 15:40:40,5
2025-04-15 15:41:00,5
2025-04-15 15:41:20,5
2025-04-15 15:41:40,5
2025-04-15 15:42:00,5
2025-04-15 15:42:20,5
2025-04-15 15:42:40,5
2025-04-15 15:43:00,5
2025-04-15 15:43:20,5
2025-04-15 15:43:40,5
2025-04-15 15:44:00,5
2025-04-15 15:44:20,5
2025-04-15 15:44:40,5
2025-04-15 15:45:00,5
2025-04-15 15:45:20,5
2025-04-15 15:45:40,5
2025-04-15 15:46:00,5
2025-04-15 15:46:20,5
2025-04-15 15:46:40,5
2025-04-15 15:47:00,5
2025-04-15 15:47:20,5
2025-04-15 15:47:40,5
2025-04-15 15:48:00,5
2025-04-15 15:48:20,5
2025-04-15 15:48:40,5
2025-04-15 15:49:00,5
2025-04-15 15:49:20,5
2025-04-15 15:49:40,5
2025-04-15 15:50:00,5
2025-04-15 15:50:20,5
2025-04-15 15:50:40,5
2025-04-15 15:51:00,5
2025-04-15 15:51:20,5
2025-04-15 15:51:40,1
2025-04-15 15:52:00,1
2025-04-15 15:52:20,1
2025-04-15 15:52:40,1
2025-04-15 15:53:00,1
2025-04-15 15:53:20,1
2025-04-15 15:53:40,1
2025-04-15 15:54:00,2
2025-04-15 15:54:20,2
2025-04-15 15:54:40,3
2025-04-15 15:55:00,3
2025-04-15 15:55:20,4
2025-04-15 15:55:40,4
2025-04-15 15:56:00,5
2025-04-15 15:56:20,5
2025-04-15 15:56:40,5
2025-04-15 15:57:00,5
2025-04-15 15:57:20,5
2025-04-15 15:57:40,5
2025-04-15 15:58:00,5
2025-04-15 15:58:20,5
2025-04-15 15:58:40,5
2025-04-15 15:59:00,5
2025-04-15 15:59:20,5
2025-04-15 15:59:40,5
2025-04-15 16:00:00,5
2025-04-15 16:00:20,5
2025-04-15 16:00:40,5
2025-04-15 16:01:00,5
2025-04-15 16:01:20,5
2025-04-15 16:01:40,5
2025-04-15 16:02:00,5
2025-04-15 16:02:20,5
2025-04-15 16:02:40,5
2025-04-15 16:03:00,5
2025-04-15 16:03:20,5
2025-04-15 16:03:40,5
2025-04-15 16:04:00,5
2025-04-15 16:04:20,5
2025-04-15 16:04:40,5
2025-04-15 16:05:00,5
2025-04-15 16:05:20,5
2025-04-15 16:05:40,5
2025-04-15 16:06:00,5
2025-04-15 16:06:20,5
2025-04-15 16:06:40,5
2025-04-15 16:07:00,5
2025-04-15 16:07:20,5
2025-04-15 16:07:40,5
2025-04-15 16:08:00,5
2025-04-15 16:08:20,5
2025-04-15 16:08:40,1
2025-04-15 16:09:00,1
2025-04-15 16:09:20,1
2025-04-15 16:09:40,1
2025-04-15 16:10:00,1
2025-04-15 16:10:20,1
2025-04-15 16:10:40,1
2025-04-15 16:11:00,2
2025-04-15 16:11:20,2
2025-04-15 16:11:40,3
2025-04-15 16:12:00,3
2025-04-15 16:12:20,4
2025-04-15 16:12:40,4
2025-04-15 16:13:00,5
2025-04-15 16:13:20,5
2025-04-15 16:13:40,5
2025-04-15 16:14:00,5
2025-04-15 16:14:20,5
2025-04-15 16:14:40,5
2025-04-15 16:15:00,5
2025-04-15 16:15:20,5
2025-04-15 16:15:40,5
2025-04-15 16:16:00,5
2025-04-15 16:16:20,5
2025-04-15 16:16:40,5
2025-04-15 16:17:00,5
2025-04-15 16:17:20,5
2025-04-15 16:17:40,5
2025-04-15 16:18:00,5
2025-04-15 16:18:20,5
2025-04-15 16:18:40,5
2025-04-15 16:19:00,5
2025-04-15 16:19:20,5
2025-04-15 16:19:40,5
2025-04-15 16:20:00,5
2025-04-15 16:20:20,5
2025-04-15 16:20:40,5
2025-04-15 16:21:00,5
2025-04-15 16:21:20,5
2025-04-15 16:21:40,5
2025-04-15 16:22:00,5
