Time,200,502
2025-04-14 17:06:00,1.2453,
2025-04-14 17:06:15,1.3314,
2025-04-14 17:06:30,1.3213,
2025-04-14 17:06:45,0.554,
2025-04-14 17:07:00,0.983,
2025-04-14 17:07:15,0.1445,
2025-04-14 17:07:30,0.131,
2025-04-14 17:07:45,0.1525,
2025-04-14 17:08:00,0.162,
2025-04-14 17:08:15,0.1737,
2025-04-14 17:08:30,0.169,
2025-04-14 17:08:45,0.151,
2025-04-14 17:09:00,0.1417,
2025-04-14 17:09:15,0.136,
2025-04-14 17:09:30,0.1593,
2025-04-14 17:09:45,0.1537,
2025-04-14 17:10:00,0.1577,
2025-04-14 17:10:15,0.1437,
2025-04-14 17:10:30,0.153,
2025-04-14 17:10:45,0.171,
2025-04-14 17:11:00,0.1545,
2025-04-14 17:11:15,0.139,
2025-04-14 17:11:30,0.1475,
2025-04-14 17:11:45,0.137,
2025-04-14 17:12:00,0.1365,
2025-04-14 17:12:15,0.184,
2025-04-14 17:12:30,0.1695,
2025-04-14 17:12:45,0.164,
2025-04-14 17:13:00,0.1635,
2025-04-14 17:13:15,0.146,
2025-04-14 17:13:30,0.153,
2025-04-14 17:13:45,0.163,
2025-04-14 17:14:00,0.1515,
2025-04-14 17:14:15,0.148,
2025-04-14 17:14:30,0.1617,
2025-04-14 17:14:45,0.1357,
2025-04-14 17:15:00,0.1487,
2025-04-14 17:15:15,0.1787,
2025-04-14 17:15:30,0.1527,
2025-04-14 17:15:45,0.1427,
2025-04-14 17:16:00,0.181,
2025-04-14 17:16:15,0.1475,
2025-04-14 17:16:30,0.131,
2025-04-14 17:16:45,0.1365,
2025-04-14 17:17:00,0.15,
2025-04-14 17:17:15,0.1585,
2025-04-14 17:17:30,0.147,
2025-04-14 17:17:45,0.149,
2025-04-14 17:18:00,0.1597,
2025-04-14 17:18:15,0.1303,
2025-04-14 17:18:30,0.1497,
2025-04-14 17:18:45,0.14,
2025-04-14 17:19:00,0.1433,
2025-04-14 17:19:15,0.144,
2025-04-14 17:19:30,0.1447,
2025-04-14 17:19:45,0.181,
2025-04-14 17:20:00,0.16,
2025-04-14 17:20:15,0.146,
2025-04-14 17:20:30,0.1595,
2025-04-14 17:20:45,0.138,
2025-04-14 17:21:00,0.154,
