sep=,
"Time","reducirimagen-755894457-2gnh2","reducirimagen-755894457-2wxc5","reducirimagen-755894457-56tht","reducirimagen-755894457-5hjsq","reducirimagen-755894457-hvrg6","reducirimagen-755894457-kmvn5","reducirimagen-755894457-q65rl","reducirimagen-755894457-rm967","reducirimagen-755894457-t28nh","reducirimagen-755894457-tp252","reducirimagen-755894457-zhvt9","reducirimagen-755894457-zth77"
2025-04-14 22:42:45,32.1 MB,,,,,,,,,,218 MB,
2025-04-14 22:43:00,32.1 MB,,,,,,,,,,217 MB,
2025-04-14 22:43:15,32.1 MB,,,,,,,,,,217 MB,
2025-04-14 22:43:30,32.1 MB,,,,,,,,,,216 MB,
2025-04-14 22:43:45,32.1 MB,,,,,,,,,,216 MB,
2025-04-14 22:44:00,32.1 MB,,,,,,,,,,216 MB,
2025-04-14 22:44:15,32.1 MB,,,,,,,,,,216 MB,
2025-04-14 22:44:30,32.1 MB,,,,,,,,,,216 MB,
2025-04-14 22:44:45,32.1 MB,,,,,,,,,,216 MB,
2025-04-14 22:45:00,32.1 MB,,,,,,,,,,216 MB,
2025-04-14 22:45:15,,,,,,,,,,,216 MB,
2025-04-14 22:45:30,,,,,,,,,,,216 MB,
2025-04-14 22:45:45,,,,,,,,,,,216 MB,
2025-04-14 22:46:00,,,,,,,,,,,216 MB,
2025-04-14 22:46:15,,,,,,,,,,,216 MB,
2025-04-14 22:46:30,,,,,,,,,,,216 MB,
2025-04-14 22:46:45,,,,,,,,,,,216 MB,
2025-04-14 22:47:00,,,,,,,,,,,215 MB,
2025-04-14 22:47:15,,,,,,,,,,,215 MB,
2025-04-14 22:47:30,,,,,,,,,,,215 MB,
2025-04-14 22:47:45,,,,,,,,,,,215 MB,
2025-04-14 22:48:00,,,,,,,,,,,215 MB,
2025-04-14 22:48:15,,,,,,,,,,,215 MB,
2025-04-14 22:48:30,,,,,,,,,,,215 MB,
2025-04-14 22:48:45,,,,,,,,,,,215 MB,
2025-04-14 22:49:00,,,,,,,,,,,215 MB,
2025-04-14 22:49:15,,,,,,,,,,,215 MB,
2025-04-14 22:49:30,,,,,,,,,,,215 MB,
2025-04-14 22:49:45,,,,,,,,,,,215 MB,
2025-04-14 22:50:00,,,,,,,,,,,215 MB,
2025-04-14 22:50:15,,,,,,,,,,,215 MB,
2025-04-14 22:50:30,,,,,,,,,,,215 MB,
2025-04-14 22:50:45,,,,,,,,,,,215 MB,
2025-04-14 22:51:00,,,,,,,,,,,215 MB,
2025-04-14 22:51:15,,,,,,,,,,,215 MB,
2025-04-14 22:51:30,,,,,,,,,,,215 MB,
2025-04-14 22:51:45,,,,,,,,,,,215 MB,
2025-04-14 22:52:00,,,,,,,,,,,215 MB,
2025-04-14 22:52:15,,,,,,,,,,,215 MB,
2025-04-14 22:52:30,,,,,,,,,,,215 MB,
2025-04-14 22:52:45,,,,,,,,,,,215 MB,
2025-04-14 22:53:00,,,,,,,,,,,215 MB,
2025-04-14 22:53:15,,,,,,,,,,,215 MB,
2025-04-14 22:53:30,,,,,,,,,,,215 MB,
2025-04-14 22:53:45,,,,,,,,,,,215 MB,
2025-04-14 22:54:00,,,,,,,,,,,215 MB,
2025-04-14 22:54:15,,,,,,,,,,,214 MB,
2025-04-14 22:54:30,,,,,,,,,,,214 MB,
2025-04-14 22:54:45,,,,,,,,,,,214 MB,
2025-04-14 22:55:00,,,,,,,,,,,214 MB,
2025-04-14 22:55:15,,,,,,,,,,,214 MB,
2025-04-14 22:55:30,,,,,,,,,,,214 MB,
2025-04-14 22:55:45,,,,,,,,,,,215 MB,
2025-04-14 22:56:00,,,,,,,,,,,215 MB,
2025-04-14 22:56:15,,,,,,,,,,,216 MB,
2025-04-14 22:56:30,,,,,,,,,,,216 MB,
2025-04-14 22:56:45,,,,,,,,,0 B,,216 MB,
2025-04-14 22:57:00,,,,,,,,,107 MB,,216 MB,
2025-04-14 22:57:15,,,,,,,,,107 MB,,218 MB,
2025-04-14 22:57:30,,,,,,,,,107 MB,,218 MB,
2025-04-14 22:57:45,,,,,,,,,107 MB,,218 MB,
2025-04-14 22:58:00,,,,,,,,,107 MB,,218 MB,
2025-04-14 22:58:15,,,,,,,,,107 MB,,218 MB,
2025-04-14 22:58:30,,,,,,,,,107 MB,,218 MB,
2025-04-14 22:58:45,,,,,,,,,107 MB,,218 MB,
2025-04-14 22:59:00,,,,,,,,,107 MB,,217 MB,
2025-04-14 22:59:15,,,,,,,,,107 MB,,217 MB,
2025-04-14 22:59:30,,,,,,,,,107 MB,,217 MB,
2025-04-14 22:59:45,,,,,,,,,107 MB,,217 MB,
2025-04-14 23:00:00,,,,,,,,,107 MB,,217 MB,
2025-04-14 23:00:15,,,,,,,,,107 MB,,211 MB,
2025-04-14 23:00:30,,,,,,,,,107 MB,,209 MB,
2025-04-14 23:00:45,,,,,,,,,107 MB,,209 MB,
2025-04-14 23:01:00,,,,,,,,,107 MB,,209 MB,
2025-04-14 23:01:15,,,,,,,,,107 MB,,209 MB,
2025-04-14 23:01:30,,,,,,,,,107 MB,,209 MB,
2025-04-14 23:01:45,,,,,,,,,107 MB,,209 MB,
2025-04-14 23:02:00,,,,,,,,,107 MB,,209 MB,
2025-04-14 23:02:15,,,,,,,,,,,209 MB,
2025-04-14 23:02:30,,,,,,,,,,,209 MB,
2025-04-14 23:02:45,,,,,,,,,,,209 MB,
2025-04-14 23:03:00,,,,,,,,,,,209 MB,
2025-04-14 23:03:15,,,,,,,,,,,209 MB,
2025-04-14 23:03:30,,,,,,,,,,,209 MB,
2025-04-14 23:03:45,,,,,,,,,,,209 MB,
2025-04-14 23:04:00,,,,,,,,,,,209 MB,
2025-04-14 23:04:15,,,,,,,,,,,209 MB,
2025-04-14 23:04:30,,,,,,,,,,,209 MB,
2025-04-14 23:04:45,,,,,,,,,,,209 MB,
2025-04-14 23:05:00,,,,,,,,,,,209 MB,
2025-04-14 23:05:15,,,,,,,,,,,209 MB,
2025-04-14 23:05:30,,,,,,,,,,,209 MB,
2025-04-14 23:05:45,,,,,,,,,,,209 MB,
2025-04-14 23:06:00,,,,,,,,,,,209 MB,
2025-04-14 23:06:15,,,,,,,,,,,209 MB,
2025-04-14 23:06:30,,,,,,,,,,,209 MB,
2025-04-14 23:06:45,,,,,,,,,,,209 MB,
2025-04-14 23:07:00,,,,,,,,,,,209 MB,
2025-04-14 23:07:15,,,,,,,,,,,209 MB,
2025-04-14 23:07:30,,,,,,,,,,,209 MB,
2025-04-14 23:07:45,,,,,,,,,,,209 MB,
2025-04-14 23:08:00,,,,,,,,,,,209 MB,
2025-04-14 23:08:15,,,,,,,,,,,209 MB,
2025-04-14 23:08:30,,,,,,,,,,,209 MB,
2025-04-14 23:08:45,,,,,,,,,,,209 MB,
2025-04-14 23:09:00,,,,,,,,,,,209 MB,
2025-04-14 23:09:15,,,,,,,,,,,209 MB,
2025-04-14 23:09:30,,,,,,,,,,,209 MB,
2025-04-14 23:09:45,,,,,,,,,,,209 MB,
2025-04-14 23:10:00,,,,,,,,,,,209 MB,
2025-04-14 23:10:15,,,,,,,,,,,209 MB,
2025-04-14 23:10:30,,,,,,,,,,,209 MB,
2025-04-14 23:10:45,,,,,,,,,,,209 MB,
2025-04-14 23:11:00,,,,,,,,,,,209 MB,
2025-04-14 23:11:15,,,,,,,,,,,209 MB,
2025-04-14 23:11:30,,,,,,,,,,,209 MB,
2025-04-14 23:11:45,,,,,,,,,,,209 MB,
2025-04-14 23:12:00,,,,,,,,,,,209 MB,
2025-04-14 23:12:15,,,,,,,,,,,209 MB,
2025-04-14 23:12:30,,,,,,,,,,,209 MB,
2025-04-14 23:12:45,,,,,,,,,,,209 MB,
2025-04-14 23:13:00,,,,,,,,,,,209 MB,
2025-04-14 23:13:15,,,,,,,,,,,210 MB,
2025-04-14 23:13:30,,,,,,,,,,,211 MB,
2025-04-14 23:13:45,,,,,,,,,,0 B,211 MB,
2025-04-14 23:14:00,,,,,,,,,,116 MB,211 MB,
2025-04-14 23:14:15,,,,,,,,,,116 MB,216 MB,
2025-04-14 23:14:30,,,,,,,,,,116 MB,216 MB,
2025-04-14 23:14:45,,,,,,,,,,116 MB,216 MB,
2025-04-14 23:15:00,,,,,,,,,,116 MB,216 MB,
2025-04-14 23:15:15,,,,,,,,,,116 MB,216 MB,
2025-04-14 23:15:30,,,,,,,,,,116 MB,216 MB,
2025-04-14 23:15:45,,,,,,,,,,116 MB,216 MB,
2025-04-14 23:16:00,,,,,,,,,,116 MB,216 MB,
2025-04-14 23:16:15,,,,,,,,,,116 MB,215 MB,
2025-04-14 23:16:30,,,,,,,,,,116 MB,215 MB,
2025-04-14 23:16:45,,,,,,,,,,116 MB,215 MB,
2025-04-14 23:17:00,,,,,,,,,,116 MB,215 MB,
2025-04-14 23:17:15,,,,,,,,,,116 MB,215 MB,
2025-04-14 23:17:30,,,,,,,,,,116 MB,215 MB,
2025-04-14 23:17:45,,,,,,,,,,116 MB,215 MB,
2025-04-14 23:18:00,,,,,,,,,,116 MB,215 MB,
2025-04-14 23:18:15,,,,,,,,,,116 MB,215 MB,
2025-04-14 23:18:30,,,,,,,,,,116 MB,215 MB,
2025-04-14 23:18:45,,,,,,,,,,116 MB,215 MB,
2025-04-14 23:19:00,,,,,,,,,,,215 MB,
2025-04-14 23:19:15,,,,,,,,,,,215 MB,
2025-04-14 23:19:30,,,,,,,,,,,215 MB,
2025-04-14 23:19:45,,,,,,,,,,,215 MB,
2025-04-14 23:20:00,,,,,,,,,,,215 MB,
2025-04-14 23:20:15,,,,,,,,,,,215 MB,
2025-04-14 23:20:30,,,,,,,,,,,215 MB,
2025-04-14 23:20:45,,,,,,,,,,,215 MB,
2025-04-14 23:21:00,,,,,,,,,,,215 MB,
2025-04-14 23:21:15,,,,,,,,,,,215 MB,
2025-04-14 23:21:30,,,,,,,,,,,215 MB,
2025-04-14 23:21:45,,,,,,,,,,,215 MB,
2025-04-14 23:22:00,,,,,,,,,,,215 MB,
2025-04-14 23:22:15,,,,,,,,,,,215 MB,
2025-04-14 23:22:30,,,,,,,,,,,215 MB,
2025-04-14 23:22:45,,,,,,,,,,,215 MB,
2025-04-14 23:23:00,,,,,,,,,,,215 MB,
2025-04-14 23:23:15,,,,,,,,,,,216 MB,
2025-04-14 23:23:30,,,,,,,,,,,216 MB,
2025-04-14 23:23:45,,,,,,,,,,,216 MB,
2025-04-14 23:24:00,,,,,,,,,,,216 MB,
2025-04-14 23:24:15,,,,,,,,,,,216 MB,
2025-04-14 23:24:30,,,,,,,,,,,216 MB,
2025-04-14 23:24:45,,,,,,,,,,,216 MB,
2025-04-14 23:25:00,,,,,,,,,,,216 MB,
2025-04-14 23:25:15,,,,,,,,,,,216 MB,
2025-04-14 23:25:30,,,,,,,,,,,216 MB,
2025-04-14 23:25:45,,,,,,,,,,,216 MB,
2025-04-14 23:26:00,,,,,,,,,,,216 MB,
2025-04-14 23:26:15,,,,,,,,,,,216 MB,
2025-04-14 23:26:30,,,,,,,,,,,216 MB,
2025-04-14 23:26:45,,,,,,,,,,,216 MB,
2025-04-14 23:27:00,,,,,,,,,,,216 MB,
2025-04-14 23:27:15,,,,,,,,,,,216 MB,
2025-04-14 23:27:30,,,,,,,,,,,216 MB,
2025-04-14 23:27:45,,,,,,,,,,,216 MB,
2025-04-14 23:28:00,,,,,,,,,,,216 MB,
