sep=,
"Time","reducirimagen-755894457-zhvt9"
2025-04-05 19:16:00,0.00126
2025-04-05 19:16:01,0.00126
2025-04-05 19:16:02,0.00126
2025-04-05 19:16:03,0.00126
2025-04-05 19:16:04,0.00126
2025-04-05 19:16:05,0.00126
2025-04-05 19:16:06,0.00126
2025-04-05 19:16:07,0.00126
2025-04-05 19:16:08,0.00126
2025-04-05 19:16:11,0.514
2025-04-05 19:16:12,0.540
2025-04-05 19:16:13,0.566
2025-04-05 19:16:14,0.781
2025-04-05 19:16:15,0.781
2025-04-05 19:16:16,0.781
2025-04-05 19:16:17,0.781
2025-04-05 19:16:18,0.781
2025-04-05 19:16:19,0.781
2025-04-05 19:16:20,0.781
2025-04-05 19:16:21,0.781
2025-04-05 19:16:22,0.781
2025-04-05 19:16:23,0.781
2025-04-05 19:16:24,0.582
2025-04-05 19:16:25,0.556
2025-04-05 19:16:26,0.530
2025-04-05 19:16:27,0.503
2025-04-05 19:16:30,1.04
2025-04-05 19:16:31,1.04
2025-04-05 19:16:32,1.04
2025-04-05 19:16:33,1.04
2025-04-05 19:16:34,1.04
2025-04-05 19:16:35,1.04
2025-04-05 19:16:36,1.04
2025-04-05 19:16:37,1.04
2025-04-05 19:16:38,1.04
2025-04-05 19:16:39,1.04
2025-04-05 19:16:40,1.04
2025-04-05 19:16:47,0.780
2025-04-05 19:16:48,0.780
2025-04-05 19:16:49,0.780
2025-04-05 19:16:50,0.780
2025-04-05 19:16:51,0.780
2025-04-05 19:16:52,0.780
2025-04-05 19:16:53,0.780
2025-04-05 19:16:54,0.780
2025-04-05 19:16:55,0.780
2025-04-05 19:16:56,0.780
2025-04-05 19:16:57,0.780
2025-04-05 19:16:58,0.780
2025-04-05 19:16:59,0.780
2025-04-05 19:17:00,0.000786
2025-04-05 19:17:01,0.000826
2025-04-05 19:17:02,0.000866
2025-04-05 19:17:03,0.00119
2025-04-05 19:17:04,0.00119
2025-04-05 19:17:05,0.00119
2025-04-05 19:17:06,0.00119
2025-04-05 19:17:07,0.00119
2025-04-05 19:17:08,0.00119
2025-04-05 19:17:09,0.00119
2025-04-05 19:17:10,0.00119
2025-04-05 19:17:11,0.00119
2025-04-05 19:17:12,0.00119
2025-04-05 19:17:13,0.00120
2025-04-05 19:17:14,0.00120
2025-04-05 19:17:15,0.00120
2025-04-05 19:17:16,0.00120
2025-04-05 19:17:17,0.00120
2025-04-05 19:17:18,0.00120
2025-04-05 19:17:19,0.00120
2025-04-05 19:17:20,0.00120
2025-04-05 19:17:21,0.00120
2025-04-05 19:17:22,0.00120
2025-04-05 19:17:23,0.00120
2025-04-05 19:17:24,0.00120
2025-04-05 19:17:25,0.00120
2025-04-05 19:17:26,0.00120
2025-04-05 19:17:27,0.000872
2025-04-05 19:17:28,0.000832
2025-04-05 19:17:29,0.000792
2025-04-05 19:17:30,0.00119
2025-04-05 19:17:31,0.00119
2025-04-05 19:17:32,0.00119
2025-04-05 19:17:33,0.00119
2025-04-05 19:17:34,0.00119
2025-04-05 19:17:35,0.00119
2025-04-05 19:17:36,0.00119
2025-04-05 19:17:37,0.00119
2025-04-05 19:17:38,0.00119
2025-04-05 19:17:39,0.00119
2025-04-05 19:17:40,0.00119
2025-04-05 19:17:41,0.00119
2025-04-05 19:17:42,0.00119
2025-04-05 19:17:46,0.00132
2025-04-05 19:17:47,0.00132
2025-04-05 19:17:48,0.00132
2025-04-05 19:17:49,0.00132
2025-04-05 19:17:50,0.00132
2025-04-05 19:17:51,0.00132
2025-04-05 19:17:52,0.00132
2025-04-05 19:17:53,0.00132
2025-04-05 19:17:54,0.00132
2025-04-05 19:17:55,0.00132
2025-04-05 19:17:56,0.00132
2025-04-05 19:17:57,0.00132
2025-04-05 19:17:58,0.00132
2025-04-05 19:17:59,0.00124
2025-04-05 19:18:00,0.000809
2025-04-05 19:18:01,0.00115
2025-04-05 19:18:02,0.00115
2025-04-05 19:18:03,0.00115
2025-04-05 19:18:04,0.00115
2025-04-05 19:18:05,0.00115
2025-04-05 19:18:06,0.00115
2025-04-05 19:18:07,0.00115
2025-04-05 19:18:08,0.00115
2025-04-05 19:18:09,0.00115
2025-04-05 19:18:10,0.00115
2025-04-05 19:18:11,0.00115
2025-04-05 19:18:12,0.00115
2025-04-05 19:18:13,0.00115
2025-04-05 19:18:14,0.00118
2025-04-05 19:18:15,0.00118
2025-04-05 19:18:16,0.00122
2025-04-05 19:18:17,0.00122
2025-04-05 19:18:18,0.00122
2025-04-05 19:18:19,0.00122
2025-04-05 19:18:20,0.00122
2025-04-05 19:18:21,0.00122
2025-04-05 19:18:22,0.00122
2025-04-05 19:18:23,0.00122
2025-04-05 19:18:24,0.00122
2025-04-05 19:18:25,0.00122
2025-04-05 19:18:26,0.00126
2025-04-05 19:18:27,0.00126
2025-04-05 19:18:28,0.00126
2025-04-05 19:18:29,0.000932
2025-04-05 19:18:30,0.000976
2025-04-05 19:18:31,0.00132
2025-04-05 19:18:32,0.00132
2025-04-05 19:18:33,0.00132
2025-04-05 19:18:34,0.00132
2025-04-05 19:18:35,0.00132
2025-04-05 19:18:36,0.00132
2025-04-05 19:18:37,0.00132
2025-04-05 19:18:38,0.00132
2025-04-05 19:18:39,0.000992
2025-04-05 19:18:40,0.000949
2025-04-05 19:18:41,0.000905
2025-04-05 19:18:42,0.000861
2025-04-05 19:18:43,0.000817
2025-04-05 19:18:44,0.00144
2025-04-05 19:18:45,0.00144
2025-04-05 19:18:46,0.00144
2025-04-05 19:18:47,0.00144
2025-04-05 19:18:48,0.00144
2025-04-05 19:18:49,0.00144
2025-04-05 19:18:50,0.00144
2025-04-05 19:18:51,0.00144
2025-04-05 19:18:52,0.00144
2025-04-05 19:18:53,0.00144
2025-04-05 19:18:54,0.00144
2025-04-05 19:18:55,0.00144
2025-04-05 19:18:57,0.000793
