sep=,
"Time","reducirimagen.openfaas-fn"
2025-04-05 19:16:00,1
2025-04-05 19:16:01,1
2025-04-05 19:16:02,1
2025-04-05 19:16:03,1
2025-04-05 19:16:04,1
2025-04-05 19:16:05,1
2025-04-05 19:16:06,1
2025-04-05 19:16:07,1
2025-04-05 19:16:08,1
2025-04-05 19:16:09,1
2025-04-05 19:16:10,1
2025-04-05 19:16:11,1
2025-04-05 19:16:12,1
2025-04-05 19:16:13,1
2025-04-05 19:16:14,1
2025-04-05 19:16:15,1
2025-04-05 19:16:16,1
2025-04-05 19:16:17,1
2025-04-05 19:16:18,1
2025-04-05 19:16:19,1
2025-04-05 19:16:20,1
2025-04-05 19:16:21,1
2025-04-05 19:16:22,1
2025-04-05 19:16:23,1
2025-04-05 19:16:24,1
2025-04-05 19:16:25,1
2025-04-05 19:16:26,1
2025-04-05 19:16:27,1
2025-04-05 19:16:28,1
2025-04-05 19:16:29,1
2025-04-05 19:16:30,1
2025-04-05 19:16:31,1
2025-04-05 19:16:32,1
2025-04-05 19:16:33,1
2025-04-05 19:16:34,1
2025-04-05 19:16:35,1
2025-04-05 19:16:36,1
2025-04-05 19:16:37,1
2025-04-05 19:16:38,1
2025-04-05 19:16:39,1
2025-04-05 19:16:40,2
2025-04-05 19:16:41,2
2025-04-05 19:16:42,2
2025-04-05 19:16:43,2
2025-04-05 19:16:44,2
2025-04-05 19:16:45,2
2025-04-05 19:16:46,2
2025-04-05 19:16:47,2
2025-04-05 19:16:48,2
2025-04-05 19:16:49,2
2025-04-05 19:16:50,2
2025-04-05 19:16:51,2
2025-04-05 19:16:52,2
2025-04-05 19:16:53,2
2025-04-05 19:16:54,2
2025-04-05 19:16:55,2
2025-04-05 19:16:56,2
2025-04-05 19:16:57,2
2025-04-05 19:16:58,2
2025-04-05 19:16:59,2
2025-04-05 19:17:00,2
2025-04-05 19:17:01,2
2025-04-05 19:17:02,2
2025-04-05 19:17:03,2
2025-04-05 19:17:04,2
2025-04-05 19:17:05,2
2025-04-05 19:17:06,2
2025-04-05 19:17:07,2
2025-04-05 19:17:08,2
2025-04-05 19:17:09,2
2025-04-05 19:17:10,1
2025-04-05 19:17:11,1
2025-04-05 19:17:12,1
2025-04-05 19:17:13,1
2025-04-05 19:17:14,1
2025-04-05 19:17:15,1
2025-04-05 19:17:16,1
2025-04-05 19:17:17,1
2025-04-05 19:17:18,1
2025-04-05 19:17:19,1
2025-04-05 19:17:20,1
2025-04-05 19:17:21,1
2025-04-05 19:17:22,1
2025-04-05 19:17:23,1
2025-04-05 19:17:24,1
2025-04-05 19:17:25,1
2025-04-05 19:17:26,1
2025-04-05 19:17:27,1
2025-04-05 19:17:28,1
2025-04-05 19:17:29,1
2025-04-05 19:17:30,1
2025-04-05 19:17:31,1
2025-04-05 19:17:32,1
2025-04-05 19:17:33,1
2025-04-05 19:17:34,1
2025-04-05 19:17:35,1
2025-04-05 19:17:36,1
2025-04-05 19:17:37,1
2025-04-05 19:17:38,1
2025-04-05 19:17:39,1
2025-04-05 19:17:40,1
2025-04-05 19:17:41,1
2025-04-05 19:17:42,1
2025-04-05 19:17:43,1
2025-04-05 19:17:44,1
2025-04-05 19:17:45,1
2025-04-05 19:17:46,1
2025-04-05 19:17:47,1
2025-04-05 19:17:48,1
2025-04-05 19:17:49,1
2025-04-05 19:17:50,1
2025-04-05 19:17:51,1
2025-04-05 19:17:52,1
2025-04-05 19:17:53,1
2025-04-05 19:17:54,1
2025-04-05 19:17:55,1
2025-04-05 19:17:56,1
2025-04-05 19:17:57,1
2025-04-05 19:17:58,1
2025-04-05 19:17:59,1
2025-04-05 19:18:00,1
2025-04-05 19:18:01,1
2025-04-05 19:18:02,1
2025-04-05 19:18:03,1
2025-04-05 19:18:04,1
2025-04-05 19:18:05,1
2025-04-05 19:18:06,1
2025-04-05 19:18:07,1
2025-04-05 19:18:08,1
2025-04-05 19:18:09,1
2025-04-05 19:18:10,1
2025-04-05 19:18:11,1
2025-04-05 19:18:12,1
2025-04-05 19:18:13,1
2025-04-05 19:18:14,1
2025-04-05 19:18:15,1
2025-04-05 19:18:16,1
2025-04-05 19:18:17,1
2025-04-05 19:18:18,1
2025-04-05 19:18:19,1
2025-04-05 19:18:20,1
2025-04-05 19:18:21,1
2025-04-05 19:18:22,1
2025-04-05 19:18:23,1
2025-04-05 19:18:24,1
