2.813,2.813,2.628,2.813,2.110,2.813,2.110
2.258,2.813,2.813,2.295,2.813,2.110,2.258
2.073,2.628,2.295,2.073,2.110,2.813,2.240
2.295,1.555,2.628,2.073,2.813,2.628,2.412
2.628,2.258,2.813,2.110,1.740,1.740,2.073
2.813,2.813,2.110,2.813,2.258,2.258,2.110
1.962,2.110,2.813,2.813,1.777,2.258,2.813
2.628,2.628,1.925,2.110,2.628,2.295,2.813
2.813,1.777,2.073,2.813,2.813,2.628,2.628
1.555,2.813,2.628,2.110,2.295,2.813,2.295
2.258,2.813,2.628,2.813,2.628,2.295,2.813
2.628,1.740,2.482,1.555,2.813,2.628,2.110
2.110,2.258,2.295,2.258,2.813,2.628,2.110
2.813,2.628,2.813,2.813,1.557,2.628,2.073
2.110,2.295,2.813,1.777,2.258,1.555,1.925
2.628,2.628,2.813,2.813,1.925,1.925,2.813
2.628,2.813,1.555,2.813,2.813,2.813,2.813
2.110,2.110,2.258,2.110,2.110,2.813,2.110
2.443,2.813,2.628,2.813,2.813,2.110,2.628
2.258,2.813,2.295,2.443,2.628,2.813,2.110
1.925,1.740,2.813,1.555,2.813,2.110,2.813
2.813,2.258,2.110,2.443,2.110,2.813,2.813
2.813,2.443,2.813,2.110,2.443,2.813,1.925
1.777,2.110,2.813,2.813,1.222,1.740,2.073
2.628,2.813,2.628,2.110,2.813,2.073,1.555
2.110,2.295,1.555,2.813,2.630,2.628,2.813
2.813,2.295,2.443,2.813,2.815,2.110,2.813
2.073,2.813,2.628,2.295,2.295,2.813,2.813
1.555,2.110,2.295,2.258,2.628,2.813,2.110
2.813,2.258,2.628,2.258,2.813,2.110,2.813
2.110,2.258,1.777,1.740,2.110,2.813,2.813
2.813,2.110,2.813,2.813,2.073,2.110,2.110
2.110,2.813,2.295,2.295,1.037,2.480,2.295
2.628,2.813,2.258,2.110,2.110,2.443,2.073
2.628,2.110,2.258,2.813,2.110,1.555,2.258
2.628,2.813,2.258,2.813,2.813,2.628,2.813
2.073,2.110,2.813,2.110,2.813,2.813,2.110
1.740,2.813,2.110,2.258,2.110,2.110,2.813
2.628,2.258,2.813,2.073,2.260,2.813,2.813
2.813,1.555,2.813,2.295,1.555,2.110,2.628
2.813,2.628,2.628,2.813,2.628,2.813,2.110
2.480,2.813,2.295,2.628,2.628,2.813,2.813
2.628,2.110,2.073,2.110,2.110,2.628,2.628
2.110,2.480,2.258,2.813,2.628,2.258,2.073
2.443,2.813,2.110,2.295,2.110,1.222,1.740
1.555,2.110,2.813,2.628,2.628,2.813,2.813
2.443,2.813,2.592,1.740,2.813,2.628,2.110
2.628,2.258,1.962,2.073,1.555,2.110,2.813
2.295,1.740,2.813,2.443,1.925,2.813,2.813
2.813,2.443,2.813,2.480,2.110,2.628,2.110
2.813,2.813,2.110,2.295,2.813,2.295,2.813
2.110,2.628,2.813,2.813,2.813,2.813,2.110
2.813,2.110,2.628,2.110,2.110,1.555,2.110
1.555,2.813,1.555,2.813,2.628,2.258,2.258
2.258,2.110,2.258,2.813,2.813,2.628,2.443
2.110,2.628,2.628,1.555,2.110,2.295,2.628
2.628,2.258,2.295,2.258,2.258,2.813,2.813
2.295,2.258,2.815,2.813,2.073,2.628,2.295
2.295,1.740,2.813,2.110,2.813,2.295,2.813
2.813,2.813,2.295,2.813,2.628,2.813,2.110
2.110,2.110,2.628,2.110,2.110,1.740,2.628
2.815,2.628,2.628,2.813,2.813,1.740,2.813
2.073,2.480,1.555,2.813,2.813,2.628,2.443
2.443,2.110,2.258,2.813,2.110,2.110,1.555
2.295,2.813,2.628,1.555,2.813,2.813,2.443
2.813,2.628,2.480,2.258,1.925,2.628,2.813
2.813,2.258,2.295,2.628,1.740,2.295,2.813
2.813,1.740,2.628,2.295,2.813,2.443,2.628
2.628,2.813,2.813,2.295,2.295,2.443,2.295
2.295,2.813,2.110,2.295,2.628,2.443,2.813
2.813,2.628,2.813,2.813,2.813,2.295,2.110
2.073,2.110,1.555,2.110,2.813,2.628,2.480
1.740,2.813,2.443,2.628,2.813,2.295,2.258
2.813,2.628,2.813,2.258,2.110,2.628,2.258
2.110,2.295,2.628,1.740,2.443,2.443,1.925
2.813,2.443,2.813,2.813,1.555,1.555,2.628
2.480,2.258,2.110,2.628,2.258,2.295,2.813
2.628,2.628,2.813,2.813,2.110,2.110,2.813
2.110,2.628,2.813,2.295,2.813,2.813,2.110
2.628,2.295,2.813,2.813,2.110,2.110,2.813
2.073,2.480,1.555,2.110,2.813,2.813,2.628
1.740,2.813,2.258,2.443,2.813,2.110,2.295
2.813,2.628,2.110,2.073,2.295,2.813,2.443
2.813,2.295,2.480,2.110,2.258,2.628,1.555
2.110,2.073,2.628,2.628,2.073,2.073,2.443
2.628,1.555,2.813,2.480,2.295,1.740,2.110
2.813,2.628,2.110,2.110,2.110,2.813,2.813
2.813,2.295,2.813,2.813,2.813,2.110,2.813
2.110,2.628,2.628,2.110,1.925,2.628,2.628
2.073,2.813,2.258,2.813,1.888,2.813,2.628
2.073,2.110,1.740,2.258,2.443,2.813,2.295
1.925,2.813,2.813,2.443,2.813,2.110,2.295
2.813,2.110,2.813,2.813,2.110,2.813,1.555
2.110,2.073,2.813,2.110,2.813,2.258,2.258
2.813,2.258,2.813,2.813,2.295,1.222,2.628
2.295,2.628,2.295,2.628,2.628,2.628,2.295
2.813,2.110,2.628,2.110,2.628,2.813,2.813
1.925,2.628,2.628,2.813,2.628,2.110,2.110
2.258,2.480,2.258,2.813,2.258,2.813,2.628
