Time,reducirimagen.openfaas-fn
2025-07-08 23:14:00,2.520277777777778
2025-07-08 23:14:30,2.3259722222222217
2025-07-08 23:15:00,2.0422222222222226
2025-07-08 23:15:30,1.6536111111111114
2025-07-08 23:16:00,2.196527777777778
2025-07-08 23:16:30,2.4030555555555555
2025-07-08 23:17:00,2.813333333333333
2025-07-08 23:17:30,2.813333333333333
2025-07-08 23:18:00,2.520277777777778
2025-07-08 23:18:30,2.3259722222222217
2025-07-08 23:19:00,2.4123611111111107
2025-07-08 23:19:30,2.11
2025-07-08 23:20:00,1.8787500000000001
2025-07-08 23:20:30,1.555
2025-07-08 23:21:00,1.7091666666666665
2025-07-08 23:21:30,2.002083333333333
2025-07-08 23:22:00,2.11
2025-07-08 23:22:30,2.11
2025-07-08 23:23:00,2.11
2025-07-08 23:23:30,2.11
2025-07-08 23:24:00,2.11
2025-07-08 23:24:30,2.11
2025-07-08 23:25:00,1.739861111111111
2025-07-08 23:25:30,1.3605555555555557
2025-07-08 23:26:00,1.78625
2025-07-08 23:26:30,2.11
2025-07-08 23:27:00,2.11
2025-07-08 23:27:30,2.11
2025-07-08 23:28:00,2.11
2025-07-08 23:28:30,2.11
2025-07-08 23:29:00,2.11
2025-07-08 23:29:30,2.11
2025-07-08 23:30:00,1.8787500000000001
2025-07-08 23:30:30,1.555
2025-07-08 23:31:00,1.7091666666666665
2025-07-08 23:31:30,2.002083333333333
2025-07-08 23:32:00,2.11
2025-07-08 23:32:30,2.11
2025-07-08 23:33:00,2.11
2025-07-08 23:33:30,2.11
2025-07-08 23:34:00,2.11
2025-07-08 23:34:30,2.0329166666666665
2025-07-08 23:35:00,1.6319444444444446
2025-07-08 23:35:30,1.3605555555555557
2025-07-08 23:36:00,1.78625
2025-07-08 23:36:30,2.11
2025-07-08 23:37:00,2.11
2025-07-08 23:37:30,2.11
2025-07-08 23:38:00,2.11
2025-07-08 23:38:30,2.11
2025-07-08 23:39:00,2.11
2025-07-08 23:39:30,2.11
2025-07-08 23:40:00,1.8787500000000001
2025-07-08 23:40:30,1.555
2025-07-08 23:41:00,1.7091666666666665
2025-07-08 23:41:30,2.002083333333333
2025-07-08 23:42:00,2.11
2025-07-08 23:42:30,2.11
2025-07-08 23:43:00,2.11
2025-07-08 23:43:30,2.11
2025-07-08 23:44:00,2.11
2025-07-08 23:44:30,2.0329166666666665
2025-07-08 23:45:00,1.6319444444444446
2025-07-08 23:45:30,1.3605555555555557
2025-07-08 23:46:00,1.7091666666666665
2025-07-08 23:46:30,2.002083333333333
2025-07-08 23:47:00,2.11
2025-07-08 23:47:30,2.11
2025-07-08 23:48:00,2.11
2025-07-08 23:48:30,2.11
2025-07-08 23:49:00,2.11
2025-07-08 23:49:30,2.11
2025-07-08 23:50:00,1.9558333333333333
2025-07-08 23:50:30,1.6629166666666666
2025-07-08 23:51:00,1.6320833333333333
2025-07-08 23:51:30,1.8941666666666668
2025-07-08 23:52:00,2.11
2025-07-08 23:52:30,2.11
2025-07-08 23:53:00,2.11
2025-07-08 23:53:30,2.11
2025-07-08 23:54:00,2.11
2025-07-08 23:54:30,2.11
2025-07-08 23:55:00,1.9558333333333333
2025-07-08 23:55:30,1.5240277777777778
2025-07-08 23:56:00,1.3605555555555557
2025-07-08 23:56:30,1.78625
2025-07-08 23:57:00,2.11
2025-07-08 23:57:30,2.11
2025-07-08 23:58:00,2.11
2025-07-08 23:58:30,2.11
2025-07-08 23:59:00,2.11
2025-07-08 23:59:30,2.11
2025-07-09 00:00:00,1.8787500000000001
2025-07-09 00:00:30,1.555
2025-07-09 00:01:00,1.7091666666666665
2025-07-09 00:01:30,2.002083333333333
2025-07-09 00:02:00,2.11
2025-07-09 00:02:30,2.11
2025-07-09 00:03:00,2.11
2025-07-09 00:03:30,2.11
2025-07-09 00:04:00,2.11
2025-07-09 00:04:30,2.11
2025-07-09 00:05:00,1.8787500000000001
2025-07-09 00:05:30,1.416111111111111
2025-07-09 00:06:00,1.5147222222222225
2025-07-09 00:06:30,2.002083333333333
2025-07-09 00:07:00,2.11
2025-07-09 00:07:30,2.11
2025-07-09 00:08:00,2.11
2025-07-09 00:08:30,2.11
2025-07-09 00:09:00,2.11
2025-07-09 00:09:30,2.11
2025-07-09 00:10:00,1.9558333333333333
2025-07-09 00:10:30,1.6629166666666666
2025-07-09 00:11:00,1.6320833333333333
2025-07-09 00:11:30,1.8941666666666668
2025-07-09 00:12:00,2.11
2025-07-09 00:12:30,2.11
2025-07-09 00:13:00,2.11
2025-07-09 00:13:30,1.6933333333333334
2025-07-09 00:14:00,1.11
