Time,reducirimagen-755894457-zhvt9
2025-07-09 19:58:30,201.0MB
2025-07-09 19:59:00,201.5MB
2025-07-09 19:59:30,202.0MB
2025-07-09 20:00:00,202.0MB
2025-07-09 20:00:30,202.0MB
2025-07-09 20:01:00,202.67MB
2025-07-09 20:01:30,203.0MB
2025-07-09 20:02:00,203.0MB
2025-07-09 20:02:30,203.0MB
2025-07-09 20:03:00,202.5MB
2025-07-09 20:03:30,202.0MB
2025-07-09 20:04:00,202.0MB
2025-07-09 20:04:30,202.0MB
2025-07-09 20:05:00,202.0MB
2025-07-09 20:05:30,202.0MB
2025-07-09 20:06:00,202.0MB
2025-07-09 20:06:30,202.0MB
2025-07-09 20:07:00,202.0MB
2025-07-09 20:07:30,202.0MB
2025-07-09 20:08:00,202.0MB
2025-07-09 20:08:30,202.0MB
2025-07-09 20:09:00,202.0MB
2025-07-09 20:09:30,202.0MB
2025-07-09 20:10:00,202.0MB
2025-07-09 20:10:30,202.0MB
2025-07-09 20:11:00,202.0MB
2025-07-09 20:11:30,202.0MB
2025-07-09 20:12:00,202.0MB
2025-07-09 20:12:30,202.0MB
2025-07-09 20:13:00,202.0MB
2025-07-09 20:13:30,202.0MB
2025-07-09 20:14:00,202.0MB
2025-07-09 20:14:30,202.0MB
2025-07-09 20:15:00,202.0MB
2025-07-09 20:15:30,202.0MB
2025-07-09 20:16:00,202.0MB
2025-07-09 20:16:30,202.0MB
2025-07-09 20:17:00,202.0MB
2025-07-09 20:17:30,202.0MB
2025-07-09 20:18:00,202.0MB
2025-07-09 20:18:30,202.0MB
2025-07-09 20:19:00,202.0MB
2025-07-09 20:19:30,202.0MB
2025-07-09 20:20:00,202.0MB
2025-07-09 20:20:30,202.0MB
2025-07-09 20:21:00,202.0MB
2025-07-09 20:21:30,202.0MB
2025-07-09 20:22:00,202.0MB
2025-07-09 20:22:30,202.0MB
2025-07-09 20:23:00,202.0MB
2025-07-09 20:23:30,202.0MB
2025-07-09 20:24:00,202.0MB
2025-07-09 20:24:30,202.0MB
2025-07-09 20:25:00,202.0MB
2025-07-09 20:25:30,202.0MB
2025-07-09 20:26:00,202.0MB
2025-07-09 20:26:30,202.0MB
2025-07-09 20:27:00,202.0MB
2025-07-09 20:27:30,202.0MB
2025-07-09 20:28:00,202.0MB
2025-07-09 20:28:30,202.0MB
2025-07-09 20:29:00,202.0MB
2025-07-09 20:29:30,202.0MB
2025-07-09 20:30:00,202.0MB
2025-07-09 20:30:30,202.0MB
2025-07-09 20:31:00,202.0MB
2025-07-09 20:31:30,202.0MB
2025-07-09 20:32:00,202.0MB
2025-07-09 20:32:30,202.0MB
2025-07-09 20:33:00,202.0MB
2025-07-09 20:33:30,202.0MB
2025-07-09 20:34:00,202.0MB
2025-07-09 20:34:30,202.0MB
2025-07-09 20:35:00,202.0MB
2025-07-09 20:35:30,202.0MB
2025-07-09 20:36:00,202.0MB
2025-07-09 20:36:30,202.0MB
2025-07-09 20:37:00,202.0MB
2025-07-09 20:37:30,202.0MB
2025-07-09 20:38:00,202.0MB
2025-07-09 20:38:30,202.0MB
2025-07-09 20:39:00,202.0MB
2025-07-09 20:39:30,202.0MB
2025-07-09 20:40:00,202.0MB
2025-07-09 20:40:30,202.0MB
2025-07-09 20:41:00,202.0MB
2025-07-09 20:41:30,201.67MB
2025-07-09 20:42:00,201.0MB
2025-07-09 20:42:30,201.67MB
2025-07-09 20:43:00,202.0MB
2025-07-09 20:43:30,202.0MB
2025-07-09 20:44:00,202.0MB
2025-07-09 20:44:30,202.0MB
2025-07-09 20:45:00,202.0MB
2025-07-09 20:45:30,202.0MB
2025-07-09 20:46:00,202.0MB
2025-07-09 20:46:30,202.0MB
2025-07-09 20:47:00,202.0MB
2025-07-09 20:47:30,202.0MB
2025-07-09 20:48:00,202.0MB
2025-07-09 20:48:30,202.0MB
2025-07-09 20:49:00,202.0MB
2025-07-09 20:49:30,202.0MB
2025-07-09 20:50:00,202.0MB
2025-07-09 20:50:30,202.0MB
2025-07-09 20:51:00,202.0MB
2025-07-09 20:51:30,201.83MB
2025-07-09 20:52:00,201.0MB
2025-07-09 20:52:30,201.0MB
2025-07-09 20:53:00,201.0MB
2025-07-09 20:53:30,201.0MB
2025-07-09 20:54:00,201.83MB
2025-07-09 20:54:30,202.0MB
2025-07-09 20:55:00,202.0MB
2025-07-09 20:55:30,202.0MB
2025-07-09 20:56:00,202.0MB
2025-07-09 20:56:30,202.0MB
2025-07-09 20:57:00,202.0MB
2025-07-09 20:57:30,202.0MB
2025-07-09 20:58:00,202.0MB
2025-07-09 20:58:30,202.0MB
