Time,reducirimagen-755894457-zhvt9
2025-07-08 22:10:30,201.0MB
2025-07-08 22:11:00,200.17MB
2025-07-08 22:11:30,200.0MB
2025-07-08 22:12:00,200.0MB
2025-07-08 22:12:30,201.0MB
2025-07-08 22:13:00,201.0MB
2025-07-08 22:13:30,201.0MB
2025-07-08 22:14:00,201.0MB
2025-07-08 22:14:30,201.0MB
2025-07-08 22:15:00,201.0MB
2025-07-08 22:15:30,201.0MB
2025-07-08 22:16:00,201.0MB
2025-07-08 22:16:30,201.0MB
2025-07-08 22:17:00,201.0MB
2025-07-08 22:17:30,201.0MB
2025-07-08 22:18:00,201.0MB
2025-07-08 22:18:30,201.0MB
2025-07-08 22:19:00,201.0MB
2025-07-08 22:19:30,201.5MB
2025-07-08 22:20:00,202.0MB
2025-07-08 22:20:30,202.0MB
2025-07-08 22:21:00,202.0MB
2025-07-08 22:21:30,202.0MB
2025-07-08 22:22:00,202.0MB
2025-07-08 22:22:30,202.0MB
2025-07-08 22:23:00,202.0MB
2025-07-08 22:23:30,202.0MB
2025-07-08 22:24:00,202.33MB
2025-07-08 22:24:30,203.0MB
2025-07-08 22:25:00,202.17MB
2025-07-08 22:25:30,202.0MB
2025-07-08 22:26:00,202.0MB
2025-07-08 22:26:30,202.0MB
2025-07-08 22:27:00,202.0MB
2025-07-08 22:27:30,202.0MB
2025-07-08 22:28:00,202.0MB
2025-07-08 22:28:30,202.0MB
2025-07-08 22:29:00,202.0MB
2025-07-08 22:29:30,202.0MB
2025-07-08 22:30:00,202.0MB
2025-07-08 22:30:30,202.0MB
2025-07-08 22:31:00,202.0MB
2025-07-08 22:31:30,202.0MB
2025-07-08 22:32:00,202.0MB
2025-07-08 22:32:30,202.0MB
2025-07-08 22:33:00,202.0MB
2025-07-08 22:33:30,202.0MB
2025-07-08 22:34:00,202.0MB
2025-07-08 22:34:30,202.0MB
2025-07-08 22:35:00,202.0MB
2025-07-08 22:35:30,202.0MB
2025-07-08 22:36:00,202.0MB
2025-07-08 22:36:30,202.33MB
2025-07-08 22:37:00,203.0MB
2025-07-08 22:37:30,202.0MB
2025-07-08 22:38:00,202.0MB
2025-07-08 22:38:30,202.0MB
2025-07-08 22:39:00,202.0MB
2025-07-08 22:39:30,202.0MB
2025-07-08 22:40:00,202.0MB
2025-07-08 22:40:30,202.0MB
2025-07-08 22:41:00,202.0MB
2025-07-08 22:41:30,202.0MB
2025-07-08 22:42:00,202.0MB
2025-07-08 22:42:30,202.0MB
2025-07-08 22:43:00,202.0MB
2025-07-08 22:43:30,202.0MB
2025-07-08 22:44:00,202.0MB
2025-07-08 22:44:30,202.0MB
2025-07-08 22:45:00,202.0MB
2025-07-08 22:45:30,202.0MB
2025-07-08 22:46:00,202.0MB
2025-07-08 22:46:30,202.0MB
2025-07-08 22:47:00,202.0MB
2025-07-08 22:47:30,202.0MB
2025-07-08 22:48:00,202.0MB
2025-07-08 22:48:30,202.33MB
2025-07-08 22:49:00,203.0MB
2025-07-08 22:49:30,203.0MB
2025-07-08 22:50:00,203.0MB
2025-07-08 22:50:30,203.0MB
2025-07-08 22:51:00,203.0MB
2025-07-08 22:51:30,203.0MB
2025-07-08 22:52:00,203.0MB
2025-07-08 22:52:30,203.0MB
2025-07-08 22:53:00,203.0MB
2025-07-08 22:53:30,202.17MB
2025-07-08 22:54:00,202.0MB
2025-07-08 22:54:30,202.0MB
2025-07-08 22:55:00,202.17MB
2025-07-08 22:55:30,202.33MB
2025-07-08 22:56:00,202.0MB
2025-07-08 22:56:30,202.5MB
2025-07-08 22:57:00,202.33MB
2025-07-08 22:57:30,202.17MB
2025-07-08 22:58:00,202.5MB
2025-07-08 22:58:30,203.0MB
2025-07-08 22:59:00,202.33MB
2025-07-08 22:59:30,203.0MB
2025-07-08 23:00:00,200.5MB
2025-07-08 23:00:30,197.0MB
2025-07-08 23:01:00,197.0MB
2025-07-08 23:01:30,197.0MB
2025-07-08 23:02:00,197.0MB
2025-07-08 23:02:30,197.0MB
2025-07-08 23:03:00,197.0MB
2025-07-08 23:03:30,197.67MB
2025-07-08 23:04:00,198.0MB
2025-07-08 23:04:30,198.0MB
2025-07-08 23:05:00,198.0MB
2025-07-08 23:05:30,198.0MB
2025-07-08 23:06:00,198.0MB
2025-07-08 23:06:30,198.0MB
2025-07-08 23:07:00,198.0MB
2025-07-08 23:07:30,198.0MB
2025-07-08 23:08:00,198.0MB
2025-07-08 23:08:30,198.0MB
2025-07-08 23:09:00,198.0MB
2025-07-08 23:09:30,199.0MB
2025-07-08 23:10:00,199.0MB
2025-07-08 23:10:30,199.0MB
