Time,reducirimagen-755894457-zhvt9
2025-07-09 00:15:00,195.0MB
2025-07-09 00:15:30,195.0MB
2025-07-09 00:16:00,195.0MB
2025-07-09 00:16:30,195.33MB
2025-07-09 00:17:00,195.67MB
2025-07-09 00:17:30,196.0MB
2025-07-09 00:18:00,195.0MB
2025-07-09 00:18:30,195.0MB
2025-07-09 00:19:00,195.0MB
2025-07-09 00:19:30,195.0MB
2025-07-09 00:20:00,195.0MB
2025-07-09 00:20:30,195.0MB
2025-07-09 00:21:00,195.0MB
2025-07-09 00:21:30,195.0MB
2025-07-09 00:22:00,195.0MB
2025-07-09 00:22:30,195.0MB
2025-07-09 00:23:00,195.0MB
2025-07-09 00:23:30,194.83MB
2025-07-09 00:24:00,194.17MB
2025-07-09 00:24:30,194.83MB
2025-07-09 00:25:00,194.0MB
2025-07-09 00:25:30,194.0MB
2025-07-09 00:26:00,194.0MB
2025-07-09 00:26:30,194.17MB
2025-07-09 00:27:00,195.0MB
2025-07-09 00:27:30,194.67MB
2025-07-09 00:28:00,194.17MB
2025-07-09 00:28:30,194.67MB
2025-07-09 00:29:00,194.0MB
2025-07-09 00:29:30,194.0MB
2025-07-09 00:30:00,194.0MB
2025-07-09 00:30:30,194.0MB
2025-07-09 00:31:00,194.0MB
2025-07-09 00:31:30,194.0MB
2025-07-09 00:32:00,194.0MB
2025-07-09 00:32:30,194.0MB
2025-07-09 00:33:00,194.0MB
2025-07-09 00:33:30,194.0MB
2025-07-09 00:34:00,194.0MB
2025-07-09 00:34:30,194.5MB
2025-07-09 00:35:00,195.0MB
2025-07-09 00:35:30,195.0MB
2025-07-09 00:36:00,195.0MB
2025-07-09 00:36:30,195.0MB
2025-07-09 00:37:00,195.0MB
2025-07-09 00:37:30,195.0MB
2025-07-09 00:38:00,195.0MB
2025-07-09 00:38:30,195.0MB
2025-07-09 00:39:00,194.17MB
2025-07-09 00:39:30,194.0MB
2025-07-09 00:40:00,194.0MB
2025-07-09 00:40:30,194.5MB
2025-07-09 00:41:00,194.0MB
2025-07-09 00:41:30,194.0MB
2025-07-09 00:42:00,194.0MB
2025-07-09 00:42:30,194.0MB
2025-07-09 00:43:00,194.0MB
2025-07-09 00:43:30,194.0MB
2025-07-09 00:44:00,194.0MB
2025-07-09 00:44:30,194.0MB
2025-07-09 00:45:00,194.0MB
2025-07-09 00:45:30,194.0MB
2025-07-09 00:46:00,197.5MB
2025-07-09 00:46:30,198.67MB
2025-07-09 00:47:00,198.0MB
2025-07-09 00:47:30,198.0MB
2025-07-09 00:48:00,198.0MB
2025-07-09 00:48:30,198.0MB
2025-07-09 00:49:00,198.5MB
2025-07-09 00:49:30,198.0MB
2025-07-09 00:50:00,198.0MB
2025-07-09 00:50:30,198.0MB
2025-07-09 00:51:00,198.0MB
2025-07-09 00:51:30,198.0MB
2025-07-09 00:52:00,198.0MB
2025-07-09 00:52:30,198.0MB
2025-07-09 00:53:00,198.0MB
2025-07-09 00:53:30,198.0MB
2025-07-09 00:54:00,198.0MB
2025-07-09 00:54:30,198.0MB
2025-07-09 00:55:00,198.0MB
2025-07-09 00:55:30,198.0MB
2025-07-09 00:56:00,198.0MB
2025-07-09 00:56:30,198.0MB
2025-07-09 00:57:00,198.0MB
2025-07-09 00:57:30,198.0MB
2025-07-09 00:58:00,198.0MB
2025-07-09 00:58:30,198.0MB
2025-07-09 00:59:00,198.0MB
2025-07-09 00:59:30,198.0MB
2025-07-09 01:00:00,196.5MB
2025-07-09 01:00:30,194.0MB
2025-07-09 01:01:00,193.0MB
2025-07-09 01:01:30,193.5MB
2025-07-09 01:02:00,193.0MB
2025-07-09 01:02:30,193.5MB
2025-07-09 01:03:00,193.5MB
2025-07-09 01:03:30,193.0MB
2025-07-09 01:04:00,193.0MB
2025-07-09 01:04:30,193.0MB
2025-07-09 01:05:00,193.67MB
2025-07-09 01:05:30,193.0MB
2025-07-09 01:06:00,193.0MB
2025-07-09 01:06:30,193.17MB
2025-07-09 01:07:00,194.0MB
2025-07-09 01:07:30,194.0MB
2025-07-09 01:08:00,194.0MB
2025-07-09 01:08:30,194.0MB
2025-07-09 01:09:00,194.0MB
2025-07-09 01:09:30,194.0MB
2025-07-09 01:10:00,194.0MB
2025-07-09 01:10:30,194.0MB
2025-07-09 01:11:00,194.0MB
2025-07-09 01:11:30,194.0MB
2025-07-09 01:12:00,194.0MB
2025-07-09 01:12:30,194.0MB
2025-07-09 01:13:00,194.0MB
2025-07-09 01:13:30,194.0MB
2025-07-09 01:14:00,194.0MB
2025-07-09 01:14:30,194.17MB
2025-07-09 01:15:00,195.0MB
