Time,reducirimagen-755894457-zhvt9
2025-07-08 19:36:30,203.0MB
2025-07-08 19:37:00,203.0MB
2025-07-08 19:37:30,203.0MB
2025-07-08 19:38:00,202.33MB
2025-07-08 19:38:30,202.0MB
2025-07-08 19:39:00,202.0MB
2025-07-08 19:39:30,203.0MB
2025-07-08 19:40:00,203.0MB
2025-07-08 19:40:30,203.0MB
2025-07-08 19:41:00,202.17MB
2025-07-08 19:41:30,202.0MB
2025-07-08 19:42:00,202.0MB
2025-07-08 19:42:30,202.0MB
2025-07-08 19:43:00,201.33MB
2025-07-08 19:43:30,201.0MB
2025-07-08 19:44:00,201.5MB
2025-07-08 19:44:30,202.0MB
2025-07-08 19:45:00,189.5MB
2025-07-08 19:45:30,188.0MB
2025-07-08 19:46:00,188.33MB
2025-07-08 19:46:30,189.0MB
2025-07-08 19:47:00,189.0MB
2025-07-08 19:47:30,189.0MB
2025-07-08 19:48:00,189.83MB
2025-07-08 19:48:30,190.0MB
2025-07-08 19:49:00,190.67MB
2025-07-08 19:49:30,190.0MB
2025-07-08 19:50:00,190.33MB
2025-07-08 19:50:30,190.5MB
2025-07-08 19:51:00,190.33MB
2025-07-08 19:51:30,191.0MB
2025-07-08 19:52:00,191.0MB
2025-07-08 19:52:30,191.0MB
2025-07-08 19:53:00,190.67MB
2025-07-08 19:53:30,190.5MB
2025-07-08 19:54:00,190.0MB
2025-07-08 19:54:30,190.0MB
2025-07-08 19:55:00,190.5MB
2025-07-08 19:55:30,190.0MB
2025-07-08 19:56:00,190.0MB
2025-07-08 19:56:30,190.17MB
2025-07-08 19:57:00,191.0MB
2025-07-08 19:57:30,191.0MB
2025-07-08 19:58:00,191.0MB
2025-07-08 19:58:30,191.0MB
2025-07-08 19:59:00,191.0MB
2025-07-08 19:59:30,191.0MB
2025-07-08 20:00:00,191.0MB
2025-07-08 20:00:30,191.0MB
2025-07-08 20:01:00,191.0MB
2025-07-08 20:01:30,191.0MB
2025-07-08 20:02:00,191.0MB
2025-07-08 20:02:30,191.0MB
2025-07-08 20:03:00,191.0MB
2025-07-08 20:03:30,191.0MB
2025-07-08 20:04:00,191.0MB
2025-07-08 20:04:30,191.0MB
2025-07-08 20:05:00,191.0MB
2025-07-08 20:05:30,191.0MB
2025-07-08 20:06:00,191.0MB
2025-07-08 20:06:30,191.5MB
2025-07-08 20:07:00,191.17MB
2025-07-08 20:07:30,191.0MB
2025-07-08 20:08:00,191.0MB
2025-07-08 20:08:30,191.0MB
2025-07-08 20:09:00,191.0MB
2025-07-08 20:09:30,191.0MB
2025-07-08 20:10:00,191.0MB
2025-07-08 20:10:30,192.0MB
2025-07-08 20:11:00,192.0MB
2025-07-08 20:11:30,192.0MB
2025-07-08 20:12:00,192.0MB
2025-07-08 20:12:30,192.0MB
2025-07-08 20:13:00,192.0MB
2025-07-08 20:13:30,192.0MB
2025-07-08 20:14:00,192.0MB
2025-07-08 20:14:30,192.0MB
2025-07-08 20:15:00,192.0MB
2025-07-08 20:15:30,192.0MB
2025-07-08 20:16:00,191.17MB
2025-07-08 20:16:30,191.17MB
2025-07-08 20:17:00,191.5MB
2025-07-08 20:17:30,191.0MB
2025-07-08 20:18:00,191.0MB
2025-07-08 20:18:30,191.0MB
2025-07-08 20:19:00,191.0MB
2025-07-08 20:19:30,191.0MB
2025-07-08 20:20:00,191.0MB
2025-07-08 20:20:30,191.0MB
2025-07-08 20:21:00,191.0MB
2025-07-08 20:21:30,191.33MB
2025-07-08 20:22:00,191.0MB
2025-07-08 20:22:30,191.0MB
2025-07-08 20:23:00,191.0MB
2025-07-08 20:23:30,191.0MB
2025-07-08 20:24:00,191.0MB
2025-07-08 20:24:30,191.0MB
2025-07-08 20:25:00,191.0MB
2025-07-08 20:25:30,191.0MB
2025-07-08 20:26:00,191.0MB
2025-07-08 20:26:30,191.0MB
2025-07-08 20:27:00,191.0MB
2025-07-08 20:27:30,191.0MB
2025-07-08 20:28:00,191.0MB
2025-07-08 20:28:30,191.0MB
2025-07-08 20:29:00,191.0MB
2025-07-08 20:29:30,191.0MB
2025-07-08 20:30:00,191.0MB
2025-07-08 20:30:30,191.0MB
2025-07-08 20:31:00,191.0MB
2025-07-08 20:31:30,191.0MB
2025-07-08 20:32:00,191.67MB
2025-07-08 20:32:30,192.0MB
2025-07-08 20:33:00,192.0MB
2025-07-08 20:33:30,192.0MB
2025-07-08 20:34:00,192.0MB
2025-07-08 20:34:30,192.0MB
2025-07-08 20:35:00,192.0MB
2025-07-08 20:35:30,191.67MB
2025-07-08 20:36:00,191.0MB
2025-07-08 20:36:30,191.0MB
