Time,reducirimagen-755894457-zhvt9
2025-07-03 13:21:00,217.0MB
2025-07-03 13:21:30,217.0MB
2025-07-03 13:22:00,217.0MB
2025-07-03 13:22:30,217.0MB
2025-07-03 13:23:00,217.33MB
2025-07-03 13:23:30,218.0MB
2025-07-03 13:24:00,218.0MB
2025-07-03 13:24:30,218.0MB
2025-07-03 13:25:00,218.0MB
2025-07-03 13:25:30,218.0MB
2025-07-03 13:26:00,218.0MB
2025-07-03 13:26:30,218.0MB
2025-07-03 13:27:00,218.0MB
2025-07-03 13:27:30,218.0MB
2025-07-03 13:28:00,218.0MB
2025-07-03 13:28:30,218.0MB
2025-07-03 13:29:00,218.0MB
2025-07-03 13:29:30,218.0MB
2025-07-03 13:30:00,218.0MB
2025-07-03 13:30:30,218.0MB
2025-07-03 13:31:00,218.0MB
2025-07-03 13:31:30,218.0MB
2025-07-03 13:32:00,218.0MB
2025-07-03 13:32:30,218.0MB
2025-07-03 13:33:00,218.0MB
2025-07-03 13:33:30,218.0MB
2025-07-03 13:34:00,218.0MB
2025-07-03 13:34:30,218.0MB
2025-07-03 13:35:00,218.0MB
2025-07-03 13:35:30,218.0MB
2025-07-03 13:36:00,218.0MB
2025-07-03 13:36:30,218.33MB
2025-07-03 13:37:00,219.0MB
2025-07-03 13:37:30,219.0MB
2025-07-03 13:38:00,218.5MB
2025-07-03 13:38:30,218.5MB
2025-07-03 13:39:00,219.0MB
2025-07-03 13:39:30,219.0MB
2025-07-03 13:40:00,218.0MB
2025-07-03 13:40:30,218.0MB
2025-07-03 13:41:00,218.17MB
2025-07-03 13:41:30,219.0MB
2025-07-03 13:42:00,219.0MB
2025-07-03 13:42:30,219.0MB
2025-07-03 13:43:00,219.0MB
2025-07-03 13:43:30,219.0MB
2025-07-03 13:44:00,219.0MB
2025-07-03 13:44:30,219.0MB
2025-07-03 13:45:00,219.0MB
2025-07-03 13:45:30,219.0MB
2025-07-03 13:46:00,219.0MB
2025-07-03 13:46:30,219.0MB
2025-07-03 13:47:00,219.0MB
2025-07-03 13:47:30,219.0MB
2025-07-03 13:48:00,219.0MB
2025-07-03 13:48:30,219.0MB
2025-07-03 13:49:00,219.0MB
2025-07-03 13:49:30,219.67MB
2025-07-03 13:50:00,219.0MB
2025-07-03 13:50:30,219.0MB
2025-07-03 13:51:00,219.0MB
2025-07-03 13:51:30,219.0MB
2025-07-03 13:52:00,219.0MB
2025-07-03 13:52:30,219.0MB
2025-07-03 13:53:00,219.33MB
2025-07-03 13:53:30,220.0MB
2025-07-03 13:54:00,219.83MB
2025-07-03 13:54:30,219.0MB
2025-07-03 13:55:00,219.0MB
2025-07-03 13:55:30,219.0MB
2025-07-03 13:56:00,219.0MB
2025-07-03 13:56:30,219.0MB
2025-07-03 13:57:00,219.0MB
2025-07-03 13:57:30,219.0MB
2025-07-03 13:58:00,219.0MB
2025-07-03 13:58:30,219.0MB
2025-07-03 13:59:00,219.0MB
2025-07-03 13:59:30,219.0MB
2025-07-03 14:00:00,219.0MB
2025-07-03 14:00:30,219.0MB
2025-07-03 14:01:00,219.0MB
2025-07-03 14:01:30,219.0MB
2025-07-03 14:02:00,219.0MB
2025-07-03 14:02:30,219.0MB
2025-07-03 14:03:00,219.0MB
2025-07-03 14:03:30,219.0MB
2025-07-03 14:04:00,219.0MB
2025-07-03 14:04:30,219.0MB
2025-07-03 14:05:00,219.0MB
2025-07-03 14:05:30,219.0MB
2025-07-03 14:06:00,219.0MB
2025-07-03 14:06:30,219.0MB
2025-07-03 14:07:00,219.0MB
2025-07-03 14:07:30,219.0MB
2025-07-03 14:08:00,219.0MB
2025-07-03 14:08:30,219.0MB
2025-07-03 14:09:00,219.0MB
2025-07-03 14:09:30,219.0MB
2025-07-03 14:10:00,219.0MB
2025-07-03 14:10:30,219.0MB
2025-07-03 14:11:00,219.0MB
2025-07-03 14:11:30,219.0MB
2025-07-03 14:12:00,219.0MB
2025-07-03 14:12:30,219.0MB
2025-07-03 14:13:00,219.0MB
2025-07-03 14:13:30,219.0MB
2025-07-03 14:14:00,219.0MB
2025-07-03 14:14:30,219.0MB
2025-07-03 14:15:00,219.0MB
2025-07-03 14:15:30,219.0MB
2025-07-03 14:16:00,219.0MB
2025-07-03 14:16:30,219.0MB
2025-07-03 14:17:00,219.0MB
2025-07-03 14:17:30,219.0MB
2025-07-03 14:18:00,219.0MB
2025-07-03 14:18:30,219.0MB
2025-07-03 14:19:00,219.0MB
2025-07-03 14:19:30,219.0MB
2025-07-03 14:20:00,219.0MB
2025-07-03 14:20:30,219.0MB
2025-07-03 14:21:00,219.0MB
