sep=,
"Time","200","500","502"
2025-04-05 19:24:00,NaN,NaN,NaN
2025-04-05 19:24:01,0.263,NaN,NaN
2025-04-05 19:24:02,0.464,NaN,NaN
2025-04-05 19:24:03,0.645,NaN,NaN
2025-04-05 19:24:04,0.758,NaN,NaN
2025-04-05 19:24:05,0.995,NaN,NaN
2025-04-05 19:24:06,1.10,NaN,NaN
2025-04-05 19:24:07,1.15,NaN,NaN
2025-04-05 19:24:08,1.16,NaN,NaN
2025-04-05 19:24:09,1.01,NaN,NaN
2025-04-05 19:24:10,1.03,NaN,NaN
2025-04-05 19:24:11,1.02,NaN,NaN
2025-04-05 19:24:12,1.04,NaN,NaN
2025-04-05 19:24:13,1.06,NaN,NaN
2025-04-05 19:24:14,1.05,NaN,NaN
2025-04-05 19:24:15,1.02,NaN,NaN
2025-04-05 19:24:16,0.991,NaN,NaN
2025-04-05 19:24:17,0.949,NaN,NaN
2025-04-05 19:24:18,0.978,NaN,NaN
2025-04-05 19:24:19,0.997,NaN,NaN
2025-04-05 19:24:20,0.982,NaN,NaN
2025-04-05 19:24:21,1.02,NaN,NaN
2025-04-05 19:24:22,1.01,NaN,NaN
2025-04-05 19:24:23,1.02,NaN,NaN
2025-04-05 19:24:24,1.04,NaN,NaN
2025-04-05 19:24:25,1.03,NaN,NaN
2025-04-05 19:24:26,1.00,NaN,NaN
2025-04-05 19:24:27,0.994,NaN,NaN
2025-04-05 19:24:28,0.977,NaN,NaN
2025-04-05 19:24:29,0.986,NaN,NaN
2025-04-05 19:24:30,0.978,NaN,NaN
2025-04-05 19:24:31,0.987,NaN,NaN
2025-04-05 19:24:32,1.00,NaN,NaN
2025-04-05 19:24:33,1.02,NaN,NaN
2025-04-05 19:24:34,1.04,NaN,NaN
2025-04-05 19:24:35,1.02,NaN,NaN
2025-04-05 19:24:36,1.03,NaN,NaN
2025-04-05 19:24:37,1.00,NaN,NaN
2025-04-05 19:24:38,0.983,NaN,NaN
2025-04-05 19:24:39,1.05,NaN,NaN
2025-04-05 19:24:40,1.07,NaN,NaN
2025-04-05 19:24:41,1.14,NaN,NaN
2025-04-05 19:24:42,1.19,NaN,NaN
2025-04-05 19:24:43,1.16,NaN,NaN
2025-04-05 19:24:44,1.18,NaN,NaN
2025-04-05 19:24:45,1.12,NaN,NaN
2025-04-05 19:24:46,1.08,NaN,NaN
2025-04-05 19:24:47,NaN,NaN,NaN
2025-04-05 19:24:48,NaN,NaN,NaN
2025-04-05 19:24:49,NaN,NaN,NaN
2025-04-05 19:24:50,NaN,NaN,NaN
2025-04-05 19:24:51,NaN,NaN,NaN
2025-04-05 19:24:52,NaN,NaN,NaN
2025-04-05 19:24:53,NaN,NaN,NaN
2025-04-05 19:24:54,NaN,NaN,NaN
2025-04-05 19:24:55,NaN,NaN,NaN
2025-04-05 19:24:56,NaN,NaN,NaN
2025-04-05 19:24:57,NaN,NaN,NaN
2025-04-05 19:24:58,NaN,NaN,NaN
2025-04-05 19:24:59,NaN,NaN,NaN
2025-04-05 19:25:00,NaN,NaN,NaN
2025-04-05 19:25:01,NaN,NaN,NaN
2025-04-05 19:25:02,NaN,NaN,NaN
