Time,reducirimagen.openfaas-fn
2025-07-01 03:33:00,146.33333333333334
2025-07-01 03:33:30,146.66666666666666
2025-07-01 03:34:00,147.33333333333334
2025-07-01 03:34:30,146.33333333333334
2025-07-01 03:35:00,146.83333333333334
2025-07-01 03:35:30,147.16666666666666
2025-07-01 03:36:00,147.5
2025-07-01 03:36:30,147.0
2025-07-01 03:37:00,147.16666666666666
2025-07-01 03:37:30,145.5
2025-07-01 03:38:00,145.33333333333334
2025-07-01 03:38:30,144.0
2025-07-01 03:39:00,145.0
2025-07-01 03:39:30,145.0
2025-07-01 03:40:00,143.5
2025-07-01 03:40:30,143.66666666666666
2025-07-01 03:41:00,144.83333333333334
2025-07-01 03:41:30,144.0
2025-07-01 03:42:00,144.0
2025-07-01 03:42:30,142.66666666666666
2025-07-01 03:43:00,143.33333333333334
2025-07-01 03:43:30,143.0
2025-07-01 03:44:00,142.0
2025-07-01 03:44:30,142.66666666666666
2025-07-01 03:45:00,142.0
2025-07-01 03:45:30,142.0
2025-07-01 03:46:00,142.66666666666666
2025-07-01 03:46:30,142.66666666666666
2025-07-01 03:47:00,142.33333333333334
2025-07-01 03:47:30,143.5
2025-07-01 03:48:00,142.0
2025-07-01 03:48:30,143.66666666666666
2025-07-01 03:49:00,142.5
2025-07-01 03:49:30,142.16666666666666
2025-07-01 03:50:00,143.83333333333334
2025-07-01 03:50:30,144.0
2025-07-01 03:51:00,142.83333333333334
2025-07-01 03:51:30,143.83333333333334
2025-07-01 03:52:00,142.33333333333334
2025-07-01 03:52:30,143.33333333333334
2025-07-01 03:53:00,143.5
2025-07-01 03:53:30,143.66666666666666
2025-07-01 03:54:00,144.0
2025-07-01 03:54:30,144.66666666666666
2025-07-01 03:55:00,144.66666666666666
2025-07-01 03:55:30,144.5
2025-07-01 03:56:00,142.16666666666666
2025-07-01 03:56:30,143.66666666666666
2025-07-01 03:57:00,142.33333333333334
2025-07-01 03:57:30,142.5
2025-07-01 03:58:00,143.83333333333334
2025-07-01 03:58:30,142.5
2025-07-01 03:59:00,143.33333333333334
2025-07-01 03:59:30,144.33333333333334
2025-07-01 04:00:00,144.0
2025-07-01 04:00:30,142.33333333333334
2025-07-01 04:01:00,143.83333333333334
2025-07-01 04:01:30,142.66666666666666
2025-07-01 04:02:00,143.66666666666666
2025-07-01 04:02:30,143.5
2025-07-01 04:03:00,142.5
2025-07-01 04:03:30,142.66666666666666
2025-07-01 04:04:00,144.16666666666666
2025-07-01 04:04:30,143.5
2025-07-01 04:05:00,143.66666666666666
2025-07-01 04:05:30,143.16666666666666
2025-07-01 04:06:00,144.0
2025-07-01 04:06:30,144.0
2025-07-01 04:07:00,143.83333333333334
2025-07-01 04:07:30,143.66666666666666
2025-07-01 04:08:00,143.66666666666666
2025-07-01 04:08:30,143.83333333333334
2025-07-01 04:09:00,143.5
2025-07-01 04:09:30,142.5
2025-07-01 04:10:00,142.5
2025-07-01 04:10:30,142.66666666666666
2025-07-01 04:11:00,142.33333333333334
2025-07-01 04:11:30,143.5
2025-07-01 04:12:00,144.16666666666666
2025-07-01 04:12:30,143.66666666666666
2025-07-01 04:13:00,144.5
2025-07-01 04:13:30,143.83333333333334
2025-07-01 04:14:00,142.83333333333334
2025-07-01 04:14:30,143.0
2025-07-01 04:15:00,144.0
2025-07-01 04:15:30,143.16666666666666
2025-07-01 04:16:00,143.5
2025-07-01 04:16:30,143.5
2025-07-01 04:17:00,144.0
2025-07-01 04:17:30,144.33333333333334
2025-07-01 04:18:00,144.0
2025-07-01 04:18:30,144.83333333333334
2025-07-01 04:19:00,145.33333333333334
2025-07-01 04:19:30,145.33333333333334
2025-07-01 04:20:00,145.83333333333334
2025-07-01 04:20:30,145.83333333333334
2025-07-01 04:21:00,145.83333333333334
2025-07-01 04:21:30,145.33333333333334
2025-07-01 04:22:00,145.0
2025-07-01 04:22:30,145.0
2025-07-01 04:23:00,145.5
2025-07-01 04:23:30,145.16666666666666
2025-07-01 04:24:00,145.0
2025-07-01 04:24:30,145.66666666666666
2025-07-01 04:25:00,145.83333333333334
2025-07-01 04:25:30,146.33333333333334
2025-07-01 04:26:00,147.0
2025-07-01 04:26:30,147.0
2025-07-01 04:27:00,148.33333333333334
2025-07-01 04:27:30,148.0
2025-07-01 04:28:00,147.5
2025-07-01 04:28:30,147.16666666666666
2025-07-01 04:29:00,147.0
2025-07-01 04:29:30,147.16666666666666
2025-07-01 04:30:00,146.66666666666666
2025-07-01 04:30:30,147.5
2025-07-01 04:31:00,147.0
2025-07-01 04:31:30,146.83333333333334
2025-07-01 04:32:00,147.33333333333334
2025-07-01 04:32:30,147.66666666666666
2025-07-01 04:33:00,147.0
