Time,reducirimagen-755894457-zhvt9
2025-07-01 12:48:00,204.0MB
2025-07-01 12:48:30,204.0MB
2025-07-01 12:49:00,204.0MB
2025-07-01 12:49:30,204.0MB
2025-07-01 12:50:00,204.0MB
2025-07-01 12:50:30,204.0MB
2025-07-01 12:51:00,204.0MB
2025-07-01 12:51:30,203.83MB
2025-07-01 12:52:00,203.0MB
2025-07-01 12:52:30,203.0MB
2025-07-01 12:53:00,203.0MB
2025-07-01 12:53:30,203.0MB
2025-07-01 12:54:00,203.0MB
2025-07-01 12:54:30,203.0MB
2025-07-01 12:55:00,203.0MB
2025-07-01 12:55:30,203.0MB
2025-07-01 12:56:00,203.0MB
2025-07-01 12:56:30,203.0MB
2025-07-01 12:57:00,203.0MB
2025-07-01 12:57:30,203.0MB
2025-07-01 12:58:00,203.0MB
2025-07-01 12:58:30,203.0MB
2025-07-01 12:59:00,203.0MB
2025-07-01 12:59:30,203.0MB
2025-07-01 13:00:00,199.0MB
2025-07-01 13:00:30,167.0MB
2025-07-01 13:01:00,175.0MB
2025-07-01 13:01:30,189.5MB
2025-07-01 13:02:00,190.0MB
2025-07-01 13:02:30,190.0MB
2025-07-01 13:03:00,190.0MB
2025-07-01 13:03:30,190.0MB
2025-07-01 13:04:00,190.0MB
2025-07-01 13:04:30,140.17MB
2025-07-01 13:05:00,150.33MB
2025-07-01 13:05:30,168.0MB
2025-07-01 13:06:00,175.67MB
2025-07-01 13:06:30,177.0MB
2025-07-01 13:07:00,175.5MB
2025-07-01 13:07:30,175.67MB
2025-07-01 13:08:00,175.0MB
2025-07-01 13:08:30,175.0MB
2025-07-01 13:09:00,175.0MB
2025-07-01 13:09:30,175.0MB
2025-07-01 13:10:00,175.17MB
2025-07-01 13:10:30,176.0MB
2025-07-01 13:11:00,176.0MB
2025-07-01 13:11:30,176.0MB
2025-07-01 13:12:00,176.0MB
2025-07-01 13:12:30,176.0MB
2025-07-01 13:13:00,176.0MB
2025-07-01 13:13:30,176.0MB
2025-07-01 13:14:00,176.0MB
2025-07-01 13:14:30,176.0MB
2025-07-01 13:15:00,176.0MB
2025-07-01 13:15:30,176.0MB
2025-07-01 13:16:00,176.0MB
2025-07-01 13:16:30,176.17MB
2025-07-01 13:17:00,177.0MB
2025-07-01 13:17:30,177.83MB
2025-07-01 13:18:00,177.67MB
2025-07-01 13:18:30,177.0MB
2025-07-01 13:19:00,177.0MB
2025-07-01 13:19:30,177.0MB
2025-07-01 13:20:00,177.0MB
2025-07-01 13:20:30,177.0MB
2025-07-01 13:21:00,178.0MB
2025-07-01 13:21:30,178.0MB
2025-07-01 13:22:00,178.0MB
2025-07-01 13:22:30,178.0MB
2025-07-01 13:23:00,178.0MB
2025-07-01 13:23:30,178.0MB
2025-07-01 13:24:00,178.0MB
2025-07-01 13:24:30,178.0MB
2025-07-01 13:25:00,178.17MB
2025-07-01 13:25:30,179.0MB
2025-07-01 13:26:00,179.0MB
2025-07-01 13:26:30,179.0MB
2025-07-01 13:27:00,179.0MB
2025-07-01 13:27:30,179.0MB
2025-07-01 13:28:00,179.0MB
2025-07-01 13:28:30,179.0MB
2025-07-01 13:29:00,179.0MB
2025-07-01 13:29:30,179.0MB
2025-07-01 13:30:00,179.0MB
2025-07-01 13:30:30,179.67MB
2025-07-01 13:31:00,180.0MB
2025-07-01 13:31:30,179.67MB
2025-07-01 13:32:00,179.0MB
2025-07-01 13:32:30,179.83MB
2025-07-01 13:33:00,180.0MB
2025-07-01 13:33:30,180.0MB
2025-07-01 13:34:00,180.0MB
2025-07-01 13:34:30,184.0MB
2025-07-01 13:35:00,184.0MB
2025-07-01 13:35:30,184.0MB
2025-07-01 13:36:00,184.0MB
2025-07-01 13:36:30,184.0MB
2025-07-01 13:37:00,184.0MB
2025-07-01 13:37:30,184.0MB
2025-07-01 13:38:00,184.0MB
2025-07-01 13:38:30,184.0MB
2025-07-01 13:39:00,184.0MB
2025-07-01 13:39:30,184.0MB
2025-07-01 13:40:00,197.33MB
2025-07-01 13:40:30,200.0MB
2025-07-01 13:41:00,200.0MB
2025-07-01 13:41:30,200.33MB
2025-07-01 13:42:00,200.0MB
2025-07-01 13:42:30,200.5MB
2025-07-01 13:43:00,201.0MB
2025-07-01 13:43:30,201.0MB
2025-07-01 13:44:00,201.0MB
2025-07-01 13:44:30,201.0MB
2025-07-01 13:45:00,201.0MB
2025-07-01 13:45:30,201.0MB
2025-07-01 13:46:00,201.0MB
2025-07-01 13:46:30,201.0MB
2025-07-01 13:47:00,201.0MB
2025-07-01 13:47:30,201.0MB
2025-07-01 13:48:00,201.0MB
