Time,reducirimagen-755894457-zhvt9
2025-07-01 00:30:00,148.33MB
2025-07-01 00:30:30,168.5MB
2025-07-01 00:31:00,171.5MB
2025-07-01 00:31:30,172.0MB
2025-07-01 00:32:00,172.0MB
2025-07-01 00:32:30,172.0MB
2025-07-01 00:33:00,172.0MB
2025-07-01 00:33:30,172.0MB
2025-07-01 00:34:00,172.0MB
2025-07-01 00:34:30,172.0MB
2025-07-01 00:35:00,172.0MB
2025-07-01 00:35:30,172.0MB
2025-07-01 00:36:00,172.0MB
2025-07-01 00:36:30,175.5MB
2025-07-01 00:37:00,175.67MB
2025-07-01 00:37:30,176.0MB
2025-07-01 00:38:00,176.0MB
2025-07-01 00:38:30,175.5MB
2025-07-01 00:39:00,175.0MB
2025-07-01 00:39:30,175.67MB
2025-07-01 00:40:00,176.0MB
2025-07-01 00:40:30,176.0MB
2025-07-01 00:41:00,176.0MB
2025-07-01 00:41:30,176.0MB
2025-07-01 00:42:00,176.0MB
2025-07-01 00:42:30,176.0MB
2025-07-01 00:43:00,176.0MB
2025-07-01 00:43:30,176.0MB
2025-07-01 00:44:00,176.0MB
2025-07-01 00:44:30,176.0MB
2025-07-01 00:45:00,176.0MB
2025-07-01 00:45:30,176.0MB
2025-07-01 00:46:00,176.0MB
2025-07-01 00:46:30,176.0MB
2025-07-01 00:47:00,176.17MB
2025-07-01 00:47:30,177.0MB
2025-07-01 00:48:00,177.0MB
2025-07-01 00:48:30,177.0MB
2025-07-01 00:49:00,176.17MB
2025-07-01 00:49:30,176.83MB
2025-07-01 00:50:00,177.0MB
2025-07-01 00:50:30,177.0MB
2025-07-01 00:51:00,177.0MB
2025-07-01 00:51:30,177.0MB
2025-07-01 00:52:00,177.0MB
2025-07-01 00:52:30,177.0MB
2025-07-01 00:53:00,177.0MB
2025-07-01 00:53:30,177.0MB
2025-07-01 00:54:00,177.0MB
2025-07-01 00:54:30,177.17MB
2025-07-01 00:55:00,177.33MB
2025-07-01 00:55:30,177.0MB
2025-07-01 00:56:00,177.0MB
2025-07-01 00:56:30,177.0MB
2025-07-01 00:57:00,177.0MB
2025-07-01 00:57:30,177.0MB
2025-07-01 00:58:00,177.5MB
2025-07-01 00:58:30,177.0MB
2025-07-01 00:59:00,177.33MB
2025-07-01 00:59:30,178.0MB
2025-07-01 01:00:00,179.33MB
2025-07-01 01:00:30,196.67MB
2025-07-01 01:01:00,203.0MB
2025-07-01 01:01:30,203.0MB
2025-07-01 01:02:00,203.0MB
2025-07-01 01:02:30,203.0MB
2025-07-01 01:03:00,203.33MB
2025-07-01 01:03:30,204.0MB
2025-07-01 01:04:00,204.0MB
2025-07-01 01:04:30,204.0MB
2025-07-01 01:05:00,204.0MB
2025-07-01 01:05:30,204.0MB
2025-07-01 01:06:00,204.0MB
2025-07-01 01:06:30,204.0MB
2025-07-01 01:07:00,204.0MB
2025-07-01 01:07:30,204.0MB
2025-07-01 01:08:00,204.0MB
2025-07-01 01:08:30,204.0MB
2025-07-01 01:09:00,204.0MB
2025-07-01 01:09:30,204.0MB
2025-07-01 01:10:00,204.0MB
2025-07-01 01:10:30,204.0MB
2025-07-01 01:11:00,204.0MB
2025-07-01 01:11:30,204.0MB
2025-07-01 01:12:00,204.0MB
2025-07-01 01:12:30,204.0MB
2025-07-01 01:13:00,204.33MB
2025-07-01 01:13:30,205.0MB
2025-07-01 01:14:00,205.0MB
2025-07-01 01:14:30,205.0MB
2025-07-01 01:15:00,204.67MB
2025-07-01 01:15:30,204.0MB
2025-07-01 01:16:00,204.0MB
2025-07-01 01:16:30,204.0MB
2025-07-01 01:17:00,204.83MB
2025-07-01 01:17:30,205.0MB
2025-07-01 01:18:00,205.0MB
2025-07-01 01:18:30,205.0MB
2025-07-01 01:19:00,205.0MB
2025-07-01 01:19:30,205.0MB
2025-07-01 01:20:00,205.0MB
2025-07-01 01:20:30,205.0MB
2025-07-01 01:21:00,205.0MB
2025-07-01 01:21:30,205.0MB
2025-07-01 01:22:00,205.0MB
2025-07-01 01:22:30,205.0MB
2025-07-01 01:23:00,205.0MB
2025-07-01 01:23:30,205.0MB
2025-07-01 01:24:00,205.0MB
2025-07-01 01:24:30,205.0MB
2025-07-01 01:25:00,205.0MB
2025-07-01 01:25:30,205.0MB
2025-07-01 01:26:00,205.0MB
2025-07-01 01:26:30,205.0MB
2025-07-01 01:27:00,205.0MB
2025-07-01 01:27:30,205.0MB
2025-07-01 01:28:00,205.0MB
2025-07-01 01:28:30,205.0MB
2025-07-01 01:29:00,205.0MB
2025-07-01 01:29:30,205.0MB
2025-07-01 01:30:00,205.0MB
