sep=,
"Time","reducirimagen-755894457-l6rrh","reducirimagen-755894457-zhvt9"
2025-04-05 18:28:00,,0.00144
2025-04-05 18:28:01,,0.00144
2025-04-05 18:28:02,,0.00144
2025-04-05 18:28:03,,0.00144
2025-04-05 18:28:04,,0.00144
2025-04-05 18:28:05,,0.00144
2025-04-05 18:28:14,,0.699
2025-04-05 18:28:15,,0.699
2025-04-05 18:28:16,,0.699
2025-04-05 18:28:17,,0.699
2025-04-05 18:28:18,,0.699
2025-04-05 18:28:19,,0.699
2025-04-05 18:28:20,,0.699
2025-04-05 18:28:21,,0.699
2025-04-05 18:28:22,,0.699
2025-04-05 18:28:23,,0.699
2025-04-05 18:28:24,,0.699
2025-04-05 18:28:27,,0.712
2025-04-05 18:28:28,,0.746
2025-04-05 18:28:29,,1.03
2025-04-05 18:28:30,,1.03
2025-04-05 18:28:31,,1.03
2025-04-05 18:28:32,,1.03
2025-04-05 18:28:33,,1.03
2025-04-05 18:28:34,,1.03
2025-04-05 18:28:35,,1.03
2025-04-05 18:28:36,,1.03
2025-04-05 18:28:37,,1.03
2025-04-05 18:28:38,,1.03
2025-04-05 18:28:39,,1.03
2025-04-05 18:28:40,,1.03
2025-04-05 18:28:41,,1.03
2025-04-05 18:28:42,,0.739
2025-04-05 18:28:43,,0.977
2025-04-05 18:28:44,,0.932
2025-04-05 18:28:45,,0.932
2025-04-05 18:28:46,,0.932
2025-04-05 18:28:47,,0.932
2025-04-05 18:28:48,,0.932
2025-04-05 18:28:49,,0.932
2025-04-05 18:28:50,,0.932
2025-04-05 18:28:51,,0.932
2025-04-05 18:28:52,,0.932
2025-04-05 18:28:53,,0.932
2025-04-05 18:28:54,,0.932
2025-04-05 18:28:55,,0.932
2025-04-05 18:28:56,,0.932
2025-04-05 18:28:58,,0.00122
2025-04-05 18:28:59,,0.00122
2025-04-05 18:29:00,,0.00122
2025-04-05 18:29:01,,0.00122
2025-04-05 18:29:02,,0.00122
2025-04-05 18:29:03,,0.00122
2025-04-05 18:29:04,,0.00122
2025-04-05 18:29:05,,0.00122
2025-04-05 18:29:06,,0.00122
2025-04-05 18:29:07,0.000945,0.00122
2025-04-05 18:29:08,0.00132,0.00122
2025-04-05 18:29:09,0.00132,0.00122
2025-04-05 18:29:10,0.00132,0.00122
2025-04-05 18:29:11,0.00132,0.00122
2025-04-05 18:29:12,0.00132,0.00118
2025-04-05 18:29:13,0.00132,0.00113
2025-04-05 18:29:14,0.00132,0.00113
2025-04-05 18:29:15,0.00132,0.00113
2025-04-05 18:29:16,0.00132,0.00113
2025-04-05 18:29:17,0.00132,0.00113
2025-04-05 18:29:18,0.00132,0.00113
2025-04-05 18:29:19,0.00132,0.00113
2025-04-05 18:29:20,0.00132,0.00113
2025-04-05 18:29:21,0.00132,0.00113
2025-04-05 18:29:22,0.000948,0.00113
2025-04-05 18:29:23,,0.00117
2025-04-05 18:29:24,,0.00117
2025-04-05 18:29:25,,0.00117
2025-04-05 18:29:26,,0.00117
2025-04-05 18:29:27,,0.00117
2025-04-05 18:29:28,,0.000928
2025-04-05 18:29:29,,0.00122
2025-04-05 18:29:30,,0.00122
2025-04-05 18:29:31,,0.00122
2025-04-05 18:29:32,,0.00122
2025-04-05 18:29:33,,0.00122
2025-04-05 18:29:34,,0.00122
2025-04-05 18:29:35,,0.00122
2025-04-05 18:29:36,,0.000926
2025-04-05 18:29:37,,0.000885
2025-04-05 18:29:38,,0.000845
2025-04-05 18:29:39,,0.000804
2025-04-05 18:29:40,,0.000763
2025-04-05 18:29:41,,0.00122
2025-04-05 18:29:42,,0.00122
2025-04-05 18:29:43,,0.00122
2025-04-05 18:29:44,,0.00122
2025-04-05 18:29:45,,0.00122
2025-04-05 18:29:46,,0.00122
2025-04-05 18:29:47,,0.00122
2025-04-05 18:29:48,,0.00122
2025-04-05 18:29:49,,0.00122
2025-04-05 18:29:50,,0.00122
2025-04-05 18:29:51,,0.00122
2025-04-05 18:29:52,,0.00122
2025-04-05 18:29:58,,0.00128
2025-04-05 18:29:59,,0.00128
2025-04-05 18:30:00,,0.00128
2025-04-05 18:30:01,,0.00128
2025-04-05 18:30:02,,0.00128
2025-04-05 18:30:03,,0.00128
2025-04-05 18:30:04,,0.00128
2025-04-05 18:30:05,,0.00128
2025-04-05 18:30:06,,0.00128
2025-04-05 18:30:07,,0.00128
2025-04-05 18:30:08,,0.00128
2025-04-05 18:30:09,,0.00128
2025-04-05 18:30:10,,0.00128
2025-04-05 18:30:13,,0.00128
2025-04-05 18:30:14,,0.00128
2025-04-05 18:30:15,,0.00128
2025-04-05 18:30:16,,0.00128
2025-04-05 18:30:17,,0.00128
2025-04-05 18:30:18,,0.00128
2025-04-05 18:30:19,,0.00128
2025-04-05 18:30:20,,0.00128
2025-04-05 18:30:21,,0.00128
2025-04-05 18:30:22,,0.00128
2025-04-05 18:30:23,,0.00128
2025-04-05 18:30:24,,0.00128
2025-04-05 18:30:25,,0.00128
2025-04-05 18:30:26,,0.00128
2025-04-05 18:30:27,,0.00128
2025-04-05 18:30:30,,0.00125
2025-04-05 18:30:31,,0.00125
2025-04-05 18:30:32,,0.00125
2025-04-05 18:30:33,,0.00125
2025-04-05 18:30:34,,0.00125
2025-04-05 18:30:35,,0.00125
2025-04-05 18:30:36,,0.00125
2025-04-05 18:30:37,,0.00125
2025-04-05 18:30:38,,0.00125
2025-04-05 18:30:39,,0.00125
2025-04-05 18:30:40,,0.00125
2025-04-05 18:30:41,,0.00125
2025-04-05 18:30:42,,0.00125
2025-04-05 18:30:44,,0.000861
2025-04-05 18:30:45,,0.00122
2025-04-05 18:30:46,,0.00122
2025-04-05 18:30:47,,0.00122
2025-04-05 18:30:48,,0.00122
2025-04-05 18:30:49,,0.00122
2025-04-05 18:30:50,,0.00122
2025-04-05 18:30:51,,0.00122
2025-04-05 18:30:52,,0.00122
2025-04-05 18:30:53,,0.00122
2025-04-05 18:30:54,,0.00122
2025-04-05 18:30:55,,0.00122
2025-04-05 18:30:56,,0.00117
2025-04-05 18:30:57,,0.00117
2025-04-05 18:30:58,,0.00117
2025-04-05 18:30:59,,0.00117
2025-04-05 18:31:00,,0.000815
2025-04-05 18:31:01,,0.00110
2025-04-05 18:31:02,,0.00110
2025-04-05 18:31:03,,0.00110
2025-04-05 18:31:04,,0.00110
2025-04-05 18:31:05,,0.00110
2025-04-05 18:31:06,,0.00110
2025-04-05 18:31:07,,0.00110
2025-04-05 18:31:08,,0.000840
2025-04-05 18:31:09,,0.000803
2025-04-05 18:31:10,,0.000767
2025-04-05 18:31:11,,0.000730
2025-04-05 18:31:12,,0.000693
2025-04-05 18:31:13,,0.000656
2025-04-05 18:31:14,,0.00126
2025-04-05 18:31:15,,0.00126
2025-04-05 18:31:16,,0.00126
2025-04-05 18:31:17,,0.00126
2025-04-05 18:31:18,,0.00126
2025-04-05 18:31:19,,0.00126
2025-04-05 18:31:20,,0.00126
2025-04-05 18:31:21,,0.00126
2025-04-05 18:31:22,,0.00126
2025-04-05 18:31:23,,0.00126
2025-04-05 18:31:24,,0.00126
2025-04-05 18:31:25,,0.00126
2025-04-05 18:31:31,,0.00136
2025-04-05 18:31:32,,0.00136
2025-04-05 18:31:33,,0.00136
2025-04-05 18:31:34,,0.00136
2025-04-05 18:31:35,,0.00136
2025-04-05 18:31:36,,0.00136
2025-04-05 18:31:37,,0.00136
2025-04-05 18:31:38,,0.00136
2025-04-05 18:31:39,,0.00136
2025-04-05 18:31:40,,0.00136
2025-04-05 18:31:41,,0.00136
2025-04-05 18:31:42,,0.00136
2025-04-05 18:31:43,,0.00136
2025-04-05 18:31:47,,0.00124
2025-04-05 18:31:48,,0.00124
2025-04-05 18:31:49,,0.00124
2025-04-05 18:31:50,,0.00124
2025-04-05 18:31:51,,0.00124
2025-04-05 18:31:52,,0.00124
2025-04-05 18:31:53,,0.00124
2025-04-05 18:31:54,,0.00124
2025-04-05 18:31:55,,0.00124
2025-04-05 18:31:56,,0.00124
2025-04-05 18:31:57,,0.00124
2025-04-05 18:31:58,,0.00124
2025-04-05 18:31:59,,0.00124
2025-04-05 18:32:00,,0.00131
2025-04-05 18:32:01,,0.000971
2025-04-05 18:32:02,,0.00102
2025-04-05 18:32:03,,0.00139
2025-04-05 18:32:04,,0.00139
2025-04-05 18:32:05,,0.00139
2025-04-05 18:32:06,,0.00139
2025-04-05 18:32:07,,0.00139
2025-04-05 18:32:08,,0.00139
2025-04-05 18:32:09,,0.00139
2025-04-05 18:32:10,,0.00139
2025-04-05 18:32:11,,0.00139
2025-04-05 18:32:12,,0.00139
2025-04-05 18:32:13,,0.00139
2025-04-05 18:32:14,,0.00102
2025-04-05 18:32:15,,0.00134
2025-04-05 18:32:16,,0.00134
2025-04-05 18:32:17,,0.00129
2025-04-05 18:32:18,,0.00129
2025-04-05 18:32:19,,0.00129
2025-04-05 18:32:20,,0.00129
2025-04-05 18:32:21,,0.00129
2025-04-05 18:32:22,,0.00129
2025-04-05 18:32:23,,0.00129
2025-04-05 18:32:24,,0.00129
2025-04-05 18:32:25,,0.00129
2025-04-05 18:32:26,,0.00129
2025-04-05 18:32:27,,0.00129
2025-04-05 18:32:28,,0.00129
2025-04-05 18:32:29,,0.00129
2025-04-05 18:32:32,,0.00117
2025-04-05 18:32:33,,0.00117
2025-04-05 18:32:34,,0.00117
2025-04-05 18:32:35,,0.00117
2025-04-05 18:32:36,,0.00117
2025-04-05 18:32:37,,0.00117
2025-04-05 18:32:38,,0.00117
2025-04-05 18:32:39,,0.00117
2025-04-05 18:32:40,,0.00117
2025-04-05 18:32:41,,0.00117
