sep=,
"Time","reducirimagen-755894457-pjpf9","reducirimagen-755894457-zhvt9"
2025-04-05 19:53:00,,0.00123
2025-04-05 19:53:01,,0.00123
2025-04-05 19:53:02,,0.00123
2025-04-05 19:53:03,,0.00123
2025-04-05 19:53:10,,0.572
2025-04-05 19:53:11,,0.572
2025-04-05 19:53:12,,0.572
2025-04-05 19:53:13,,0.572
2025-04-05 19:53:14,,0.572
2025-04-05 19:53:15,,0.572
2025-04-05 19:53:16,,0.572
2025-04-05 19:53:17,,0.572
2025-04-05 19:53:18,,0.572
2025-04-05 19:53:19,,0.572
2025-04-05 19:53:20,,0.572
2025-04-05 19:53:21,,0.572
2025-04-05 19:53:22,,0.572
2025-04-05 19:53:23,,0.770
2025-04-05 19:53:24,,0.704
2025-04-05 19:53:25,,0.739
2025-04-05 19:53:26,,1.03
2025-04-05 19:53:27,,1.03
2025-04-05 19:53:28,,1.03
2025-04-05 19:53:29,,1.03
2025-04-05 19:53:30,,1.03
2025-04-05 19:53:31,,1.03
2025-04-05 19:53:32,,1.03
2025-04-05 19:53:33,,1.03
2025-04-05 19:53:34,,1.03
2025-04-05 19:53:35,,1.03
2025-04-05 19:53:36,,1.03
2025-04-05 19:53:37,,0.756
2025-04-05 19:53:38,,0.722
2025-04-05 19:53:39,,0.687
2025-04-05 19:53:40,,1.03
2025-04-05 19:53:41,,1.03
2025-04-05 19:53:42,,1.03
2025-04-05 19:53:43,,1.03
2025-04-05 19:53:44,,1.03
2025-04-05 19:53:45,,1.03
2025-04-05 19:53:46,,1.03
2025-04-05 19:53:47,,1.03
2025-04-05 19:53:48,,1.03
2025-04-05 19:53:49,,1.03
2025-04-05 19:53:50,,1.03
2025-04-05 19:53:51,,1.03
2025-04-05 19:53:52,,1.03
2025-04-05 19:53:53,,0.128
2025-04-05 19:53:54,,0.135
2025-04-05 19:53:55,,0.141
2025-04-05 19:53:56,,0.193
2025-04-05 19:53:57,,0.193
2025-04-05 19:53:58,,0.193
2025-04-05 19:53:59,,0.193
2025-04-05 19:54:00,0.000755,0.193
2025-04-05 19:54:01,0.000796,0.193
2025-04-05 19:54:02,0.000838,0.193
2025-04-05 19:54:03,0.000879,0.193
2025-04-05 19:54:04,0.000920,0.193
2025-04-05 19:54:05,0.00124,0.100
2025-04-05 19:54:06,0.00124,0.100
2025-04-05 19:54:07,0.00124,0.100
2025-04-05 19:54:08,0.00124,0.100
2025-04-05 19:54:09,0.00124,0.100
2025-04-05 19:54:10,0.00124,0.00127
2025-04-05 19:54:11,0.00124,0.00127
2025-04-05 19:54:12,0.00124,0.00127
2025-04-05 19:54:13,0.000921,0.00127
2025-04-05 19:54:14,0.000880,0.00127
2025-04-05 19:54:15,0.000839,0.00127
2025-04-05 19:54:16,0.000797,0.00129
2025-04-05 19:54:17,0.000756,0.00129
2025-04-05 19:54:18,,0.00129
2025-04-05 19:54:19,,0.00129
2025-04-05 19:54:20,,0.00129
2025-04-05 19:54:21,,0.00129
2025-04-05 19:54:22,,0.00129
2025-04-05 19:54:23,,0.00131
2025-04-05 19:54:24,,0.00131
2025-04-05 19:54:25,,0.00131
2025-04-05 19:54:26,,0.00131
2025-04-05 19:54:27,,0.00131
2025-04-05 19:54:28,,0.00131
2025-04-05 19:54:29,,0.000977
2025-04-05 19:54:30,,0.000933
2025-04-05 19:54:31,,0.00125
2025-04-05 19:54:32,,0.00125
2025-04-05 19:54:33,,0.00125
2025-04-05 19:54:34,,0.00125
2025-04-05 19:54:35,,0.00120
2025-04-05 19:54:36,,0.00120
2025-04-05 19:54:37,,0.00120
2025-04-05 19:54:38,,0.00120
2025-04-05 19:54:39,,0.00120
2025-04-05 19:54:40,,0.00120
2025-04-05 19:54:41,,0.00120
2025-04-05 19:54:42,,0.00120
2025-04-05 19:54:43,,0.00120
2025-04-05 19:54:44,,0.00120
2025-04-05 19:54:45,,0.00120
2025-04-05 19:54:46,,0.00576
2025-04-05 19:54:47,,0.00576
2025-04-05 19:54:48,,0.00576
2025-04-05 19:54:49,,0.00576
2025-04-05 19:54:50,,0.00576
2025-04-05 19:54:51,,0.00576
2025-04-05 19:54:52,,0.00576
2025-04-05 19:54:53,,0.00576
2025-04-05 19:54:54,,0.00576
2025-04-05 19:54:55,,0.00576
2025-04-05 19:54:56,,0.00576
2025-04-05 19:54:57,,0.00576
2025-04-05 19:54:58,,0.00576
2025-04-05 19:54:59,,0.00576
2025-04-05 19:55:00,,0.00576
2025-04-05 19:55:05,,0.00119
2025-04-05 19:55:06,,0.00119
2025-04-05 19:55:07,,0.00119
2025-04-05 19:55:08,,0.00119
2025-04-05 19:55:09,,0.00119
2025-04-05 19:55:10,,0.00119
2025-04-05 19:55:11,,0.00119
2025-04-05 19:55:12,,0.00119
2025-04-05 19:55:13,,0.00119
2025-04-05 19:55:14,,0.00119
2025-04-05 19:55:15,,0.00119
2025-04-05 19:55:16,,0.000797
2025-04-05 19:55:17,,0.000843
2025-04-05 19:55:18,,0.000890
2025-04-05 19:55:19,,0.000937
2025-04-05 19:55:20,,0.000984
2025-04-05 19:55:21,,0.00103
2025-04-05 19:55:22,,0.00108
2025-04-05 19:55:23,,0.00141
2025-04-05 19:55:24,,0.00141
2025-04-05 19:55:25,,0.00141
2025-04-05 19:55:26,,0.00141
2025-04-05 19:55:27,,0.00132
